locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	region	group	gene_length	gc_content	gc3	gc3_deviation	nc	rare_codon_freq	dist_oriC	region_calc	baseMean	has_gene_name	has_old_locus_tag	has_named_product	is_hypothetical	has_protein_id	is_constitutive	LFC_T2vsT1	LFC_T3vsT1	composite_conservation
SC_RS16305		SCO2840	LysR family transcriptional regulator	LysR	3101313	3102206	+	0	Shielded	894	0.727069351230425	0.9060402684563759	0.008288481922322677	34.109108579192664	0.030303030303030304	1170933.5	core	67.20358595909101	False	True	True	False	True	False	0.5941385457150125	0.5114349861874024	0.009925787563317332
SC_RS16325			GntR family transcriptional regulator	GntR	3104592	3104948	-	0	Shielded	357	0.773109243697479	0.9159663865546218	0.0016376361759232738	30.566472685917233	0.025210084033613446	1167923.0	core	18.52395286643107	False	False	True	False	False	False	-2.5904476267344374	0.1881578048190809	-0.9155722132988513
SC_RS16330		SCO2846	ROK family transcriptional regulator	ROK	3105013	3106233	-	0	Shielded	1221	0.7944307944307945	0.9385749385749386	0.024246188196240026	32.859544552413524	0.029556650246305417	1167070.0	core	113.20677941840935	False	True	True	False	True	False	-1.7020606949795536	-1.2370130463725415	0.08671384979904999
SC_RS16365		SCO2853	winged helix-turn-helix transcriptional regulator	HTH (other)	3111340	3111885	-	0	Shielded	546	0.7326007326007326	0.9395604395604396	0.025231689181741013	30.081925450523094	0.027624309392265192	1161080.5	core	43.55701735545884	False	True	True	False	True	False	-0.6129902178245757	-0.0756047517648024	-0.00018168335893462402
SC_RS16395		SCO2859	PadR family transcriptional regulator	PadR	3115957	3116334	-	0	Shielded	378	0.7354497354497355	0.9206349206349206	0.006306170256222043	27.60507293316148	0.032	1156547.5	core	82.51050546953769	False	True	True	False	True	False	-1.7412503091118272	-1.7139570138750468	0.09565148095338945
SC_RS16420		SCO2865	helix-turn-helix domain-containing protein	HTH (other)	3122091	3122933	+	0	Shielded	843	0.6559905100830368	0.8398576512455516	0.07447109913314698	38.82447326054988	0.05357142857142857	1150181.0	core	127.46739072669908	False	True	True	False	True	False	-0.6378221525205899	-0.8759597897506419	-0.604998790579419
SC_RS16445		SCO2869	helix-turn-helix domain-containing protein	HTH (other)	3124417	3125262	+	0	Shielded	846	0.6453900709219859	0.776595744680851	0.13773300569784752	44.53385612665873	0.10320284697508897	1147853.5	core	39.82375362929602	False	True	True	False	True	False	0.5907186038342439	0.8578663420110472	-1.4307881677879266
SC_RS16475		SCO2875	MerR family transcriptional regulator	MerR	3129646	3130077	+	0	Shielded	432	0.6967592592592593	0.875	0.03932875037869854	33.11049007283752	0.04895104895104895	1142831.5	core	106.98153361957496	False	True	True	False	True	True	0.0504358950090346	-0.2594867707781527	-0.33811344960743356
SC_RS16720		SCO2924	SsgA family sporulation/cell division regulator	Other regulatory	3175140	3175568	+	0	Shielded	429	0.7319347319347319	0.958041958041958	0.04371320766325948	33.223796239923075	0.014084507042253521	1097339.0	core	198.85551623565416	False	True	True	False	True	False	0.2048375575204512	0.9569925193955524	-0.10631610264888056
SC_RS16730		SCO2926	tetratricopeptide repeat protein	TetR	3177140	3178576	+	0	Shielded	1437	0.7877522616562282	0.964509394572025	0.05018064419332646	27.5791484723627	0.012552301255230125	1094835.0	core	40.53259481113136	False	True	True	False	True	False	-0.1668985992533252	2.210637570437638	0.33035797878769657
SC_RS16740		SCO2928	Lrp/AsnC family transcriptional regulator	Lrp	3179891	3180382	+	0	Shielded	492	0.7134146341463414	0.8841463414634146	0.030182408915283898	34.65523969594789	0.0736196319018405	1092556.5	core	41.335552174093145	False	True	True	False	True	False	-1.2149716852184476	0.0245506755845539	-0.5177580180273186
SC_RS16775		SCO2935	IclR family transcriptional regulator	IclR	3186380	3187042	-	0	Shielded	663	0.7481146304675717	0.9230769230769231	0.008748172698224588	32.1552696818012	0.03636363636363636	1085982.0	core	126.71154999499724	False	True	True	False	True	False	-0.6863898799164236	-0.4303036776123939	-0.02120166094484654
SC_RS16855		SCO2950	HU family DNA-binding protein	Other regulatory	3206403	3206684	-	0	Exposed	282	0.6914893617021277	0.925531914893617	0.011203164514918429	26.87177747259106	0.03225806451612903	1066149.5	core	10732.932147555646	False	True	True	False	True	False	-1.6542997259922183	-2.9016567876690877	1.453891288812704
SC_RS16870	rsuA	SCO2953	anti-sigma U factor RsuA	Anti-sigma	3211306	3212094	-	0	Shielded	789	0.7224334600760456	0.9581749049429658	0.043846154564267215	30.654484355065648	0.022900763358778626	1060993.0	core	401.3750304435357	True	True	True	False	True	False	1.1926883458951565	1.5695413540350536	0.5863291923900729
SC_RS16875		SCO2954	sigma-70 family RNA polymerase sigma factor	Sigma factor	3212154	3212678	-	0	Shielded	525	0.6933333333333334	0.8971428571428571	0.01718589323584141	34.5812914473469	0.040229885057471264	1060277.0	core	191.4657188593469	False	True	True	False	True	False	1.954392305951057	3.13004533177038	-0.19852103296074283
SC_RS16920	stgR	SCO2964	LysR family transcriptional regulator StgR	LysR	3224084	3225055	-	0	Shielded	972	0.742798353909465	0.9135802469135802	0.0007485034651183442	34.12764768658573	0.03715170278637771	1048123.5	core	49.02834392258842	True	True	True	False	True	False	-2.146393632076846	0.4023928907698288	0.5522293217080635
SC_RS17040		SCO2987	MarR family winged helix-turn-helix transcriptional regulator	MarR	3257116	3257622	+	0	Shielded	507	0.7514792899408284	0.9526627218934911	0.038333971514792564	29.244512565201404	0.005952380952380952	1015324.0	core	193.3409097698676	False	True	True	False	True	False	-0.8971773783586984	-2.1532942359633225	0.1335888892927148
SC_RS17075		SCO2994	TetR/AcrR family transcriptional regulator	TetR	3261641	3262273	-	0	Shielded	633	0.7567140600315956	0.9715639810426541	0.05723523066395553	30.801142860821024	0.009523809523809525	1010736.0	core	165.14089098070122	False	True	True	False	True	False	-2.853029374803972	-2.2141303478950123	0.004617209871391311
SC_RS17135		SCO3007	winged helix-turn-helix domain-containing protein	HTH (other)	3280662	3281837	+	0	Shielded	1176	0.7414965986394558	0.9438775510204082	0.029548800641709616	29.208729037133963	0.017902813299232736	991443.5	core	368.77143540316007	False	True	True	False	True	False	-1.7096121261829431	-2.169189147901302	0.2945352400249069
SC_RS17140		SCO3008	response regulator	Response regulator	3281872	3282630	-	0	Shielded	759	0.6640316205533597	0.924901185770751	0.010572435392052437	33.31237128447515	0.06349206349206349	990442.0	core	1733.902008374242	False	True	True	False	True	False	1.6024025720841717	0.6355089530968789	-0.024145567694207917
SC_RS17160	mtrB	SCO3012	two-component system sensor histidine kinase MtrB	Sensor kinase	3286822	3288888	-	0	Shielded	2067	0.7348814707305273	0.9346879535558781	0.02035920317717954	32.330587126745314	0.0377906976744186	984838.0	core	1825.482625280837	True	True	True	False	True	False	-0.6702161985629062	-1.607341057837588	1.0576318307637131
SC_RS17165	mtrA	SCO3013	two-component system response regulator MtrA	Response regulator	3288890	3289579	-	0	Shielded	690	0.6768115942028986	0.9130434782608695	0.0012852721178290283	30.969744387542363	0.056768558951965066	983458.5	core	2928.8661992683133	True	True	True	False	True	False	-0.0965430792290759	-1.202774875772149	0.8202953294057952
SC_RS17285		SCO3034	WhiB family transcriptional regulator	WhiB	3320753	3321016	-	0	Shielded	264	0.678030303030303	0.8977272727272727	0.016601477651425833	25.53076517578363	0.0	951808.5	core	845.511698688284	False	True	True	False	True	False	-0.9947476890892744	-2.1731640950607525	0.415839641380444
SC_RS17425	draK	SCO3062	two-component system sensor histidine kinase DraK	Sensor kinase	3354681	3355955	-	0	Shielded	1275	0.7325490196078431	0.9647058823529412	0.05037713197424265	28.343063523988818	0.009433962264150943	917375.0	core	746.9689357509369	True	True	True	False	True	False	0.1362981801614192	-1.132350578895084	0.9115225152542326
SC_RS17430		SCO3063	response regulator transcription factor	Response regulator	3355990	3356667	-	0	Shielded	678	0.7168141592920354	0.9380530973451328	0.023724346966434218	27.465005015020413	0.02666666666666667	916364.5	core	1448.9902686120422	False	True	True	False	True	False	0.4668719232189372	-0.6508592634966578	0.3231716088704936
SC_RS17455		SCO3068	RNA polymerase sigma factor SigF	Sigma factor	3360694	3361608	+	0	Shielded	915	0.6863387978142077	0.9278688524590164	0.013540102080317862	30.885057429717513	0.01644736842105263	911542.0	core	1170.95430876382	False	True	True	False	True	False	-1.1881778751323795	-2.610296401870956	0.3464103685314042
SC_RS17490		SCO3075	MurR/RpiR family transcriptional regulator	Other regulatory	3368495	3369364	-	0	Shielded	870	0.7597701149425288	0.9689655172413794	0.05463676686268082	29.86411927015081	0.01384083044982699	903763.5	core	140.11038665014817	False	True	True	False	True	False	-1.4515547738902486	-0.9505815321921564	0.08001674166993898
SC_RS17670	mfd	SCO3109	transcription-repair coupling factor	Other regulatory	3404759	3408313	-	0	Exposed	3555	0.7161744022503517	0.9755274261603376	0.06119867578163907	27.143535569960374	0.008445945945945946	866157.0	core	715.4635719708774	True	True	True	False	True	False	-0.3256079258555034	-1.079052480924651	1.5343280803890063
SC_RS17725		SCO3119	sensor histidine kinase	Sensor kinase	3420021	3421340	-	0	Shielded	1320	0.7325757575757575	0.9386363636363636	0.02430761325766506	27.50999024433048	0.03644646924829157	852012.5	core	681.98625433607	False	True	True	False	True	True	-0.2092175350437949	0.1428228901830933	0.3270491111807317
SC_RS17770		SCO3129	TetR/AcrR family transcriptional regulator	TetR	3431181	3431858	+	0	Shielded	678	0.6932153392330384	0.9380530973451328	0.023724346966434218	28.726978954257156	0.03111111111111111	841173.5	core	350.8195897382216	False	True	True	False	True	False	0.0348474503330646	-0.6264190885172303	0.10542258181251055
SC_RS17790	tamR	SCO3133	MarR family transcriptional regulator TamR	MarR	3434529	3435026	+	0	Shielded	498	0.7208835341365462	0.9036144578313253	0.010714292547373216	33.694314042154964	0.030303030303030304	837915.5	core	428.6635344118165	True	True	True	False	True	False	-0.4338245961618631	-0.699382931288424	0.49248737221239075
SC_RS17795		SCO3134	response regulator transcription factor	Response regulator	3434985	3435764	-	0	Exposed	780	0.7576923076923077	0.9423076923076923	0.02797894192899375	29.93457872728482	0.019305019305019305	837318.5	core	877.3770107838754	False	True	True	False	True	False	3.4047840224669184	3.160115290808316	0.22354943154741141
SC_RS17830		SCO3144	helix-turn-helix transcriptional regulator	HTH (other)	3442302	3442976	-	0	Shielded	675	0.7466666666666667	0.9155555555555556	0.0012268051768570265	31.869410558337155	0.044642857142857144	830054.0	core	35.3834905803275	False	True	True	False	True	False	-0.0452965010931839	1.30725528871685	-0.04557670411056008
SC_RS17900		SCO3158	SsgA family sporulation/cell division regulator	Other regulatory	3460797	3461177	-	0	Shielded	381	0.7244094488188977	0.9212598425196851	0.006931092140986528	33.86202051683553	0.015873015873015872	811706.0	core	200.3866745750636	False	True	True	False	True	True	-0.3144440925299834	-0.4115485686346539	0.0019657984966663855
SC_RS17945		SCO3167	TetR/AcrR family transcriptional regulator	TetR	3469606	3470205	-	0	Shielded	600	0.6966666666666667	0.935	0.020671249621301513	31.257459229179187	0.020100502512562814	802787.5	core	487.8892849598296	False	True	True	False	True	False	-0.4257906660143592	-1.1951014014923391	0.10280407986042336
SC_RS17975		SCO3173	MerR family transcriptional regulator	MerR	3477824	3478471	+	0	Shielded	648	0.7283950617283951	0.9351851851851852	0.02085643480648669	27.45982551176107	0.009302325581395349	794545.5	core	98.66360574595696	False	True	True	False	True	False	-1.5446593892137368	-1.0864303272235214	0.27334434904818156
SC_RS18030		SCO3183	5-formyltetrahydrofolate cyclo-ligase	TetR	3487555	3488169	+	0	Shielded	615	0.775609756097561	0.9414634146341463	0.02713466425544775	30.180486752444544	0.014705882352941176	784831.0	core	173.4975845283666	False	True	True	False	True	False	-1.5471123392376651	-1.92176176718779	0.11415410076863165
SC_RS18105		SCO3198	DeoR/GlpR family DNA-binding transcription regulator	DeoR	3505418	3506179	-	0	Shielded	762	0.7493438320209974	0.9488188976377953	0.034490147259096715	28.864265691591736	0.015810276679841896	766894.5	core	1599.91494625292	False	True	True	False	True	False	-0.1982441960944395	1.010472046035588	0.3466654968567952
SC_RS18115		SCO3200	helix-turn-helix transcriptional regulator	HTH (other)	3507970	3508941	+	0	Shielded	972	0.7541152263374485	0.9444444444444444	0.03011569406574588	29.68485071487345	0.018575851393188854	764237.5	core	69.31419926548753	False	True	True	False	True	False	-1.2092650223112538	-0.1363420195046974	0.1760634042542006
SC_RS18120		SCO3201	TetR/AcrR family transcriptional regulator	TetR	3509244	3509954	-	0	Shielded	711	0.759493670886076	0.890295358649789	0.024033391728909503	33.84664113154895	0.0423728813559322	763094.0	core	355.2101577238953	False	True	True	False	True	False	-0.6381178726586845	-0.3026775330429463	-0.14461523320053443
SC_RS18125		SCO3202	sigma-70 family RNA polymerase sigma factor	Sigma factor	3510381	3511379	-	0	Shielded	999	0.7097097097097097	0.963963963963964	0.04963521358526546	27.240754903788783	0.009036144578313253	761813.0	core	1347.4080964406353	False	True	True	False	True	True	0.2915230515511615	-0.4817014391254797	0.4187504328215022
SC_RS18140		SCO3205	MarR family winged helix-turn-helix transcriptional regulator	MarR	3513024	3513515	+	0	Shielded	492	0.7012195121951219	0.926829268292683	0.012500517913984432	29.638661317838434	0.018404907975460124	759423.5	core	75.86358953553321	False	True	True	False	True	False	-1.127065767506869	-1.2664895534879468	0.12315733455705698
SC_RS18150		SCO3207	TetR/AcrR family transcriptional regulator	TetR	3515302	3515955	-	0	Shielded	654	0.7400611620795107	0.9220183486238532	0.007689598245154694	33.34918383025779	0.041474654377880185	757064.5	core	2194.152628264299	False	True	True	False	True	False	4.7963227842598135	3.955132795079298	0.17139303374559337
SC_RS18160		SCO3209	IclR family transcriptional regulator domain-containing protein	IclR	3517633	3519207	+	0	Shielded	1575	0.7765079365079365	0.9504761904761905	0.036147440097491934	29.122505722753083	0.009541984732824428	754273.0	core	199.69739101667835	False	True	True	False	True	False	0.6988407597444776	1.1537851314343504	0.41513530571858387
SC_RS18200		SCO3217	AfsR/SARP family transcriptional regulator	SARP	3529272	3531188	+	0	Shielded	1917	0.6906624934793949	0.8482003129890454	0.06612843738965313	37.40241003213866	0.06739811912225706	742463.0	core	6864.439434231823	False	True	True	False	True	False	6.850365978212149	5.758747449978721	0.5514785685318474
SC_RS18240		SCO3225	sensor histidine kinase	Sensor kinase	3536945	3538660	+	0	Shielded	1716	0.7482517482517482	0.9475524475524476	0.03322369717374907	32.03460715204347	0.02276707530647986	734890.5	core	1107.610595997191	False	True	True	False	True	False	2.1995931224098624	2.7250091300866304	0.3893565017475989
SC_RS18245	absA2	SCO3226	two component system response regulator	Response regulator	3538679	3539347	+	0	Shielded	669	0.70254110612855	0.9417040358744395	0.027375285495740975	31.41854190141254	0.02702702702702703	733680.0	core	714.5405376561552	True	True	True	False	True	False	0.948799424560244	0.5403133470339974	0.6083996931848563
SC_RS18410		SCO3258	SCO3933 family regulatory protein	Other regulatory	3608420	3608776	-	0	Shielded	357	0.6862745098039216	0.8991596638655462	0.015169086513152297	32.478171315901605	0.0423728813559322	664095.0	core	12.670629791967189	False	True	True	False	True	False	-3.282248030374895	0.1540151968107103	-0.20023205049593346
SC_RS18415		SCO3259	GntR family transcriptional regulator	GntR	3608916	3609695	-	0	Shielded	780	0.6884615384615385	0.8423076923076923	0.07202105807100623	37.4252315460928	0.05791505791505792	663387.5	core	197.2977201115889	False	True	True	False	True	False	-1.0870193703686224	-1.1569936059170134	-0.5839641014047949
