SCO_ID	gene_id	gene_name	contig	start	end	strand	pfam_TF_flag	tf_related_domains	all_domains	ZorroAranda_regulator_type	CastroMelchor_regulator_flag	sigma_flag	sigma_group	TF_family	source_flags	product
SCO1037	SC_RS07140		chromosome	1094465	1094866	+	no		Tautomerase;Tautomerase_2	NA	0	no	NA	NA	NA	tautomerase family protein
SCO1038	SC_RS07145		chromosome	1094860	1095258	+	no		Glyoxalase_6	NA	0	no	NA	NA	NA	VOC family protein
SCO1039	SC_RS07150		chromosome	1095280	1096518	-	no		ROK	NA	0	no	NA	NA	NA	ROK family protein
SCO1040	SC_RS07155		chromosome	1096556	1097206	-	no		2OG-FeII_Oxy_2	NA	0	no	NA	NA	NA	alpha-ketoglutarate-dependent dioxygenase AlkB family protein
SCO1041	SC_RS07160		chromosome	1097372	1098505	+	no		MTS;Methyltransf_11;Methyltransf_12;Methyltransf_25;Methyltransf_31;RLMG_N	NA	0	no	NA	NA	NA	methyltransferase
SCO1043	SC_RS07170		chromosome	1099030	1099809	+	yes	DeoRC;HTH_DeoR	DeoRC;HTH_DeoR	NA	0	no	NA	DeoR	pfam	DeoR/GlpR family DNA-binding transcription regulator
SCO1044	SC_RS07175		chromosome	1099831	1100772	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1045	SC_RS07180		chromosome	1100965	1101198	+	no		HMA	NA	0	no	NA	NA	NA	heavy-metal-associated domain-containing protein
SCO1046	SC_RS07185		chromosome	1101284	1103545	+	no		E1-E2_ATPase;HMA;Hydrolase	NA	0	no	NA	NA	NA	heavy metal translocating P-type ATPase
SCO1047	SC_RS07190		chromosome	1103871	1104527	+	no		PAP2	NA	0	no	NA	NA	NA	phosphatase PAP2 family protein
SCO1048	SC_RS07195		chromosome	1104500	1104952	-	no		Phospholip_A2_3	NA	0	no	NA	NA	NA	phospholipase
SCO1049	SC_RS07200		chromosome	1105031	1106194	-	no		GFO_IDH_MocA;GFO_IDH_MocA_C;GFO_IDH_MocA_C3	NA	0	no	NA	NA	NA	Gfo/Idh/MocA family protein
SCO1050	SC_RS07205		chromosome	1106404	1107006	+	no		Ferritin	NA	0	no	NA	NA	NA	Dps family protein
SCO1051	SC_RS07210		chromosome	1107018	1108091	+	no			NA	0	no	NA	NA	NA	ABC-2 transporter permease
SCO1052	SC_RS07215		chromosome	1108110	1108778	-	yes	HTH_30	HTH_30	NA	0	no	NA	HTH_other	pfam	helix-turn-helix domain-containing protein
SCO1054	SC_RS07225		chromosome	1109450	1110652	+	no		Aminotran_1_2;Aminotran_5;Cys_Met_Meta_PP;DegT_DnrJ_EryC1	NA	0	no	NA	NA	NA	cysteine desulfurase-like protein
SCO1055	SC_RS07230	yicI	chromosome	1110755	1113025	-	no		Gal_mutarotas_2;Glyco_hydro_31_2nd;Glyco_hydro_31_3rd	NA	0	no	NA	NA	NA	alpha-xylosidase
SCO1056	SC_RS07235		chromosome	1113310	1114596	+	no		SBP_bac_1;SBP_bac_8	NA	0	no	NA	NA	NA	ABC transporter substrate-binding protein
SCO1057	SC_RS07240		chromosome	1114620	1115573	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO1058	SC_RS07245		chromosome	1115579	1116406	+	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO1059	SC_RS07250		chromosome	1116447	1117826	+	no		Glyco_hydro_1	NA	0	no	NA	NA	NA	GH1 family beta-glucosidase
SCO1060	SC_RS07255		chromosome	1117870	1119111	-	no		ROK	NA	0	no	NA	NA	NA	ROK family protein
SCO1061	SC_RS07260		chromosome	1119167	1120834	-	no		BNR_2;RicinB_lectin_2;Ricin_B_lectin	NA	0	no	NA	NA	NA	sialidase family protein
SCO1062	SC_RS07265		chromosome	1120925	1123006	-	no		Glyco_hydro_2;Glyco_hydro_2_C;Glyco_hydro_2_N;Glyco_hydro_2_N2	NA	0	no	NA	NA	NA	glycoside hydrolase family 2 protein
SCO1063	SC_RS07270		chromosome	1123067	1123960	-	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO1064	SC_RS07275		chromosome	1123963	1124898	-	no		BPD_transp_1	NA	0	no	NA	NA	NA	carbohydrate ABC transporter permease
SCO1065	SC_RS07280		chromosome	1124895	1126256	-	no		SBP_bac_1	NA	0	no	NA	NA	NA	ABC transporter substrate-binding protein
SCO1066	SC_RS07285		chromosome	1126535	1127557	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	NA	1	no	NA	LacI	pfam;CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO1067	SC_RS07290		chromosome	1127704	1128876	+	no		MFS_1	NA	0	no	NA	NA	NA	MFS transporter
SCO1068	SC_RS07295		chromosome	1128954	1129694	+	no		MDMPI_C;MDMPI_N	NA	0	no	NA	NA	NA	maleylpyruvate isomerase family mycothiol-dependent enzyme
SCO1069	SC_RS07300		chromosome	1129716	1130108	-	yes	HTH_24;HTH_27;HTH_IclR;MarR;MarR_2	HTH_24;HTH_27;HTH_IclR;MarR;MarR_2	NA	1	no	NA	MarR	pfam;CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
	SC_RS07305		chromosome	1130184	1130468	+	no		DUF6332	NA	0	no	NA	NA	NA	DUF6332 family protein
SCO1070	SC_RS07310		chromosome	1130429	1131094	-	yes	GerE;Response_reg;Sigma70_r4_2	GerE;Response_reg;Sigma70_r4_2	NA	1	no	NA	LuxR	pfam;CastroMelchor	response regulator transcription factor
SCO1071	SC_RS07315		chromosome	1131091	1132338	-	no		HATPase_c;HisKA_3	NA	1	no	NA	NA	CastroMelchor	sensor histidine kinase
SCO1073	SC_RS07320		chromosome	1132744	1134012	-	no		DAO;FAD_binding_2;FAD_binding_3;FAD_oxidored;GIDA;HI0933_like;Lycopene_cycl;NAD_binding_8;Pyr_redox_2	NA	0	no	NA	NA	NA	geranylgeranyl reductase family protein
SCO1074	SC_RS07325		chromosome	1134157	1135512	+	no		M20_dimer;Peptidase_M20;Peptidase_M28	NA	0	no	NA	NA	NA	dipeptidase
SCO1075	SC_RS07330		chromosome	1135646	1136689	-	no		AAA_33;NUDIX	NA	0	no	NA	NA	NA	NUDIX hydrolase
SCO1076	SC_RS07335		chromosome	1136858	1137052	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1077	SC_RS07340		chromosome	1137148	1138101	-	no		ROK	NA	0	no	NA	NA	NA	ROK family protein
SCO1078	SC_RS07345		chromosome	1138315	1139391	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	NA	1	no	NA	LacI	pfam;CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO1079	SC_RS07350		chromosome	1139479	1140312	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1080	SC_RS07355		chromosome	1140293	1141591	-	no		DUF6986;HpcH_HpaI	NA	0	no	NA	NA	NA	DUF6986 family protein
SCO1081	SC_RS07360		chromosome	1141759	1142721	-	no		ETF;ETF_alpha	NA	0	no	NA	NA	NA	electron transfer flavoprotein subunit alpha/FixB family protein
SCO1082	SC_RS07365		chromosome	1142777	1143565	-	no		ETF	NA	0	no	NA	NA	NA	electron transfer flavoprotein subunit beta/FixA family protein
SCO1083	SC_RS07370		chromosome	1143786	1144295	-	no		Flavin_Reduct	NA	0	no	NA	NA	NA	flavin reductase family protein
SCO1084	SC_RS07375		chromosome	1144442	1144822	-	no		Thioredoxin;Thioredoxin_2	NA	0	no	NA	NA	NA	TlpA family protein disulfide reductase
SCO1085	SC_RS07380		chromosome	1145088	1145816	+	no		Acyltransferase	NA	0	no	NA	NA	NA	lysophospholipid acyltransferase family protein
SCO1086	SC_RS07385		chromosome	1145827	1146399	-	no		Transglut_core	NA	0	no	NA	NA	NA	transglutaminase domain-containing protein
SCO1087	SC_RS07390		chromosome	1146486	1147556	-	no		Beta_elim_lyase	NA	0	no	NA	NA	NA	threonine aldolase family protein
SCO1088	SC_RS07395		chromosome	1147553	1148299	-	no		Epimerase;KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family oxidoreductase
SCO1089	SC_RS07400		chromosome	1148368	1149771	-	no		DUF6421	NA	0	no	NA	NA	NA	DUF6421 family protein
SCO1090	SC_RS07405		chromosome	1149998	1150681	+	no		GDPD;GDPD_2	NA	0	no	NA	NA	NA	glycerophosphodiester phosphodiesterase
SCO1091	SC_RS07410		chromosome	1150733	1151272	-	no		Acetyltransf_1;Acetyltransf_10;Acetyltransf_7	NA	0	no	NA	NA	NA	GNAT family N-acetyltransferase
SCO1092	SC_RS07415		chromosome	1151356	1151748	+	no		Glyoxalase;Glyoxalase_2	NA	0	no	NA	NA	NA	VOC family protein
SCO1093	SC_RS07420		chromosome	1151870	1152634	+	no		Ble-like_N;Glyoxalase;Glyoxalase_6	NA	0	no	NA	NA	NA	VOC family protein
SCO1094	SC_RS07425		chromosome	1152798	1153376	+	yes	TetR_C_13;TetR_C_6;TetR_N	TetR_C_13;TetR_C_6;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO1097	SC_RS07435		chromosome	1154805	1155686	+	no		Abhydrolase_1;Abhydrolase_6;Hydrolase_4	NA	0	no	NA	NA	NA	alpha/beta fold hydrolase
SCO1098	SC_RS07440		chromosome	1155717	1156292	-	yes	HTH_24;HTH_27;MarR;MarR_2	HTH_24;HTH_27;MarR;MarR_2	NA	1	no	NA	MarR	pfam;CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
SCO1099	SC_RS07445		chromosome	1156289	1158016	-	no		FUSC;FUSC_2	NA	1	no	NA	NA	CastroMelchor	FUSC family protein
SCO1100	SC_RS07450		chromosome	1158218	1158796	+	no		DUF5134	NA	0	no	NA	NA	NA	DUF5134 domain-containing protein
SCO1101	SC_RS07455		chromosome	1158944	1159879	+	no		Peptidase_M48	NA	0	no	NA	NA	NA	M56 family metallopeptidase
SCO1102	SC_RS07460		chromosome	1160123	1160794	+	no		PAP2	NA	0	no	NA	NA	NA	phosphatase PAP2 family protein
SCO1103	SC_RS07465		chromosome	1160876	1161565	+	no		HAD_2;Hydrolase;Hydrolase_like	NA	0	no	NA	NA	NA	HAD family hydrolase
SCO1104	SC_RS07470		chromosome	1161710	1162411	+	yes	TetR_N	TetR_N	TF	1	no	NA	TetR	pfam;ZorroAranda;CastroMelchor	TetR/AcrR family transcriptional regulator
SCO1105	SC_RS07475		chromosome	1162399	1163901	-	no			NA	0	no	NA	NA	NA	LVIVD repeat-containing protein
SCO1106	SC_RS07480		chromosome	1164110	1164766	+	no		DUF305;DUF4142	NA	0	no	NA	NA	NA	DUF305 domain-containing protein
SCO1107	SC_RS07485		chromosome	1164809	1165264	-	no		DUF6214	NA	0	no	NA	NA	NA	DUF6214 family protein
SCO1108	SC_RS07490		chromosome	1165403	1165774	-	yes	HTH_20	HTH_20	NA	1	no	NA	HTH_other	pfam;CastroMelchor	ArsR/SmtB family transcription factor
SCO1109	SC_RS07495		chromosome	1165916	1166995	+	no		Oxidored_FMN	NA	0	no	NA	NA	NA	NADH:flavin oxidoreductase/NADH oxidase
SCO1110	SC_RS07500		chromosome	1167193	1167993	+	no		Pectate_lyase	NA	0	no	NA	NA	NA	pectate lyase
SCO1111	SC_RS07505		chromosome	1167998	1168750	-	no		PaaX;PaaX_C;PaaX_M	NA	0	no	NA	NA	NA	PaaX family transcriptional regulator C-terminal domain-containing protein
SCO1112	SC_RS07510		chromosome	1168853	1170556	+	no		Acyl-CoA_dh_1;Acyl-CoA_dh_2;Acyl-CoA_dh_M;AidB_N	NA	0	no	NA	NA	NA	DNA alkylation response protein
SCO1113	SC_RS07515		chromosome	1170638	1171792	+	no		Sortilin-Vps10	NA	0	no	NA	NA	NA	WD40/YVTN/BNR-like repeat-containing protein
SCO1114	SC_RS07520		chromosome	1171863	1172540	+	no		UDG	NA	0	no	NA	NA	NA	uracil-DNA glycosylase
SCO1115	SC_RS07525		chromosome	1172537	1173535	+	no		BcrAD_BadFG	NA	0	no	NA	NA	NA	N-acetylglucosamine kinase
SCO1116	SC_RS07530		chromosome	1173674	1174600	+	no			NA	0	no	NA	NA	NA	sirohydrochlorin chelatase
SCO1117	SC_RS07535		chromosome	1174890	1175927	-	no		Lactonase;SGL	NA	0	no	NA	NA	NA	lactonase family protein
SCO1118	SC_RS07540		chromosome	1176089	1177579	-	no		FUSC_2	NA	0	no	NA	NA	NA	FUSC family protein
SCO1119	SC_RS07545		chromosome	1177797	1178273	+	yes	AsnC_trans_reg;HTH_24;HTH_AsnC-type	AsnC_trans_reg;HTH_24;HTH_AsnC-type	NA	1	no	NA	AsnC	pfam;CastroMelchor	Lrp/AsnC family transcriptional regulator
SCO1120	SC_RS07550		chromosome	1178303	1179010	+	no		HAD;HAD_2;Hydrolase	NA	1	no	NA	NA	CastroMelchor	HAD family hydrolase
SCO1121	SC_RS07555		chromosome	1179094	1179834	+	no		DUF4142	NA	0	no	NA	NA	NA	DUF4142 domain-containing protein
SCO1122	SC_RS07560		chromosome	1179956	1180792	-	yes	LysR_substrate	LysR_substrate	NA	0	no	NA	LysR	pfam	LysR substrate-binding domain-containing protein
SCO1123	SC_RS07565		chromosome	1180851	1181249	+	no		DUF5997	NA	0	no	NA	NA	NA	DUF5997 family protein
SCO1124	SC_RS07570		chromosome	1181366	1181857	-	no		DUF1360	NA	0	no	NA	NA	NA	DUF1360 domain-containing protein
SCO1125	SC_RS07575		chromosome	1181900	1182286	-	no		DUF2267	NA	0	no	NA	NA	NA	DUF2267 domain-containing protein
SCO1126	SC_RS07580		chromosome	1182418	1183572	-	no		MGDG_synth	NA	0	no	NA	NA	NA	MGDG synthase family glycosyltransferase
SCO1127	SC_RS07585		chromosome	1183757	1184611	+	no		KR;adh_short;adh_short_C2	NA	0	no	NA	NA	NA	SDR family NAD(P)-dependent oxidoreductase
SCO1128	SC_RS07590		chromosome	1184628	1185536	+	no			NA	0	no	NA	NA	NA	DMT family transporter
SCO1129	SC_RS07595		chromosome	1185686	1186480	+	no		Polysacc_deac_1	NA	0	no	NA	NA	NA	polysaccharide deacetylase family protein
SCO1130	SC_RS07600		chromosome	1186491	1188266	+	no		Glyco_hydro_15;TREH_N	NA	0	no	NA	NA	NA	glycoside hydrolase family 15 protein
SCO1131	SC_RS07605		chromosome	1188324	1189481	-	no		XdhC_C;XdhC_CoxI	NA	0	no	NA	NA	NA	XdhC family protein
SCO1132	SC_RS07610		chromosome	1189474	1191621	-	no		Ald_Xan_dh_C;MoCoBD_1;MoCoBD_2	NA	0	no	NA	NA	NA	xanthine dehydrogenase family protein molybdopterin-binding subunit
SCO1133	SC_RS07615		chromosome	1191618	1192610	-	no		CO_deh_flav_C;FAD_binding_5	NA	0	no	NA	NA	NA	FAD binding domain-containing protein
SCO1134	SC_RS07620		chromosome	1192607	1193209	-	no		Fer2;Fer2_2	NA	0	no	NA	NA	NA	2Fe-2S iron-sulfur cluster-binding protein
SCO1135	SC_RS07625	xdhR	chromosome	1193398	1193988	+	yes	TetR_N	TetR_C_43;TetR_N	TF	1	no	NA	TetR	pfam;ZorroAranda;CastroMelchor	purine salvage operon transcriptional regulator XdhR
SCO1136	SC_RS07630		chromosome	1193951	1194742	-	yes	Response_reg	Response_reg	NA	0	no	NA	TCS_response_regulator	pfam	response regulator
SCO1137	SC_RS07635		chromosome	1194739	1196385	-	no		HATPase_c;HATPase_c_2;HATPase_c_3;HATPase_c_5;SPOB_a;sCache_3_2	NA	0	no	NA	NA	NA	sensor histidine kinase
SCO1138	SC_RS07640		chromosome	1196793	1197779	+	no		TctC	NA	0	no	NA	NA	NA	Bug family tripartite tricarboxylate transporter substrate binding protein
SCO1139	SC_RS07645		chromosome	1197776	1198321	+	no		TctB	NA	0	no	NA	NA	NA	tripartite tricarboxylate transporter TctB family protein
SCO1140	SC_RS07650		chromosome	1198323	1199822	+	no		TctA	NA	0	no	NA	NA	NA	tripartite tricarboxylate transporter permease
SCO1141	SC_RS07655		chromosome	1199889	1200311	-	no		YjbQ	NA	0	no	NA	NA	NA	secondary thiamine-phosphate synthase enzyme YjbQ
SCO1142	SC_RS07660		chromosome	1200394	1201473	+	no		DAO;FMO-like;NAD_binding_8;Pyr_redox_2;Pyr_redox_3	NA	0	no	NA	NA	NA	NAD(P)-binding domain-containing protein
SCO1143	SC_RS07665	mltG	chromosome	1201486	1202247	-	no		YceG	NA	0	no	NA	NA	NA	endolytic transglycosylase MltG
SCO1144	SC_RS07670		chromosome	1202480	1204282	-	no		ABC_membrane;ABC_tran;SMC_N	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO1145	SC_RS07675		chromosome	1204428	1204889	+	yes	MarR;MarR_2	MarR;MarR_2	NA	1	no	NA	MarR	pfam;CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
SCO1146	SC_RS07680		chromosome	1204911	1205669	-	no			NA	0	no	NA	NA	NA	lipoprotein
SCO1147	SC_RS07685		chromosome	1205898	1207775	+	no		ABC_membrane;ABC_tran	NA	0	no	NA	NA	NA	ABC transporter transmembrane domain-containing protein
SCO1148	SC_RS07690		chromosome	1207772	1209553	+	no		ABC_membrane;ABC_tran	NA	0	no	NA	NA	NA	ABC transporter ATP-binding protein
SCO1149	SC_RS07695		chromosome	1209788	1210258	+	no		DUF5709	NA	0	no	NA	NA	NA	DUF5709 domain-containing protein
SCO1150	SC_RS07700		chromosome	1210322	1210594	+	no		Ribosomal_L31	NA	0	no	NA	NA	NA	type B 50S ribosomal protein L31
SCO1151	SC_RS07705		chromosome	1210615	1211409	-	no		YdjM	NA	0	no	NA	NA	NA	metal-dependent hydrolase
SCO1152	SC_RS07710		chromosome	1211555	1214068	+	no		DEAD;DEXQc_Suv3;DUF3516;Helicase_C;ResIII	NA	0	no	NA	NA	NA	DEAD/DEAH box helicase
SCO1153	SC_RS07715		chromosome	1214088	1214954	+	no		4HBT_3;4HBT_3C;Acyl_CoA_thio	NA	0	no	NA	NA	NA	acyl-CoA thioesterase
SCO1154	SC_RS07720		chromosome	1214956	1215927	-	no		DUF6397	NA	0	no	NA	NA	NA	DUF6397 family protein
SCO1155	SC_RS07725		chromosome	1216065	1216478	-	no		Robl_LC7	NA	0	no	NA	NA	NA	roadblock/LC7 domain-containing protein
SCO1156	SC_RS07730		chromosome	1216584	1217012	+	no		PNPOx_N;Pyridox_ox_2	NA	0	no	NA	NA	NA	PPOX class F420-dependent oxidoreductase
SCO1157	SC_RS07735		chromosome	1217041	1217655	-	no		ATP_bind_1	NA	0	no	NA	NA	NA	GTP-binding protein
SCO1158	SC_RS07740		chromosome	1217724	1218137	-	no		DUF742	NA	0	no	NA	NA	NA	DUF742 domain-containing protein
SCO1159	SC_RS07745		chromosome	1218156	1218593	-	no		Robl_LC7	NA	0	no	NA	NA	NA	roadblock/LC7 domain-containing protein
SCO1160	SC_RS07750		chromosome	1218590	1221178	-	no		HATPase_c;NIT	NA	0	no	NA	NA	NA	sensor histidine kinase
SCO1161	SC_RS07755		chromosome	1221241	1222017	-	no		MHYT	NA	0	no	NA	NA	NA	MHYT domain-containing protein
SCO1162	SC_RS07760		chromosome	1222188	1222787	+	no		Methyltransf_11;Methyltransf_12;Methyltransf_23;Methyltransf_25;Methyltransf_31;Ubie_methyltran	NA	0	no	NA	NA	NA	class I SAM-dependent methyltransferase
SCO1163	SC_RS07765		chromosome	1223235	1224134	-	no		MPAB_Lcp_cat	NA	0	no	NA	NA	NA	oxygenase MpaB family protein
SCO1164	SC_RS07770		chromosome	1224211	1224537	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1165	SC_RS07775		chromosome	1224677	1225594	+	no			NA	0	no	NA	NA	NA	hypothetical protein
	SC_RS07780		chromosome	1225651	1225833	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1167	SC_RS07785		chromosome	1226105	1228969	+	no		DUF3670;Helicase_C;ResIII;SNF2-rel_dom	NA	0	no	NA	NA	NA	DEAD/DEAH box helicase
SCO1168	SC_RS07790		chromosome	1228966	1230234	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1169	SC_RS07795	xylA	chromosome	1230329	1231492	-	no		AP_endonuc_2	NA	0	no	NA	NA	NA	xylose isomerase
SCO1170	SC_RS07800	xylB	chromosome	1231648	1233093	+	no		FGGY_C;FGGY_N	NA	0	no	NA	NA	NA	xylulokinase
SCO1171	SC_RS07805		chromosome	1233319	1234527	+	yes	MarR_2	MarR_2;ROK	NA	1	no	NA	MarR	pfam;CastroMelchor	ROK family transcriptional regulator
SCO1172	SC_RS07810		chromosome	1234835	1235440	+	no		Amidase_2	NA	0	no	NA	NA	NA	N-acetylmuramoyl-L-alanine amidase
SCO1173	SC_RS07815		chromosome	1235615	1236874	+	no		GAF;MimR_N;YTH3_C	NA	1	no	NA	NA	CastroMelchor	GAF domain-containing protein
SCO1174	SC_RS07820	exaC	chromosome	1237012	1238535	+	no		Aldedh	NA	0	no	NA	NA	NA	acetaldehyde dehydrogenase ExaC
	SC_RS07830		chromosome	1239108	1239332	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1176	SC_RS07835		chromosome	1239663	1241453	-	no		ILVD_EDD_N;ILV_EDD_C	NA	0	no	NA	NA	NA	IlvD/Edd family dehydratase
SCO1177	SC_RS07840		chromosome	1241559	1242302	+	yes	FCD;GntR	FCD;GntR	NA	1	no	NA	GntR	pfam;CastroMelchor	FadR/GntR family transcriptional regulator
SCO1178	SC_RS07845		chromosome	1242334	1242762	-	no		DUF4440;SnoaL_2	NA	0	no	NA	NA	NA	SgcJ/EcaC family oxidoreductase
SCO1179	SC_RS07850		chromosome	1242817	1243575	-	no		DUF2071	NA	0	no	NA	NA	NA	YqjF family protein
SCO1180	SC_RS07855		chromosome	1243639	1244799	+	yes	MerR;MerR_1	DNA_pol3_beta_2;MerR;MerR_1	NA	0	no	NA	MerR	pfam	DNA polymerase III subunit beta family protein
SCO1181	SC_RS07860		chromosome	1244920	1245774	+	no		DUF4132	NA	0	no	NA	NA	NA	DUF4132 domain-containing protein
SCO1182	SC_RS07865		chromosome	1245780	1250951	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1183	SC_RS07870		chromosome	1251004	1252173	+	no		AAA_5	NA	0	no	NA	NA	NA	ATP-binding protein
SCO1184	SC_RS07875		chromosome	1252179	1256141	+	no		DUF5682;VWA_CoxE	NA	0	no	NA	NA	NA	vWA domain-containing protein
SCO1185	SC_RS07880		chromosome	1256138	1258141	+	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1186	SC_RS07885		chromosome	1258218	1259243	+	yes	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	LacI;Peripla_BP_1;Peripla_BP_3;Peripla_BP_4	NA	1	no	NA	LacI	pfam;CastroMelchor	LacI family DNA-binding transcriptional regulator
SCO1187	SC_RS07890		chromosome	1259461	1260606	+	no		CBM_2;Glyco_hydro_12	NA	0	no	NA	NA	NA	GH12 family glycosyl hydrolase domain-containing protein
SCO1188	SC_RS07895		chromosome	1260854	1261948	+	no		CBM_2;LPMO_10	NA	0	no	NA	NA	NA	lytic polysaccharide monooxygenase
SCO1189	SC_RS07900		chromosome	1262121	1262546	+	no		Luciferase	NA	0	no	NA	NA	NA	luciferase domain-containing protein
SCO1190	SC_RS07905		chromosome	1262509	1264110	-	no		MFS_1;Sugar_tr	NA	0	no	NA	NA	NA	MFS transporter
SCO1191	SC_RS07910		chromosome	1264183	1264656	-	yes	MarR;MarR_2	MarR;MarR_2	NA	1	no	NA	MarR	pfam;CastroMelchor	MarR family winged helix-turn-helix transcriptional regulator
SCO1192	SC_RS07915		chromosome	1264780	1265148	+	no		DUF779	NA	0	no	NA	NA	NA	DUF779 domain-containing protein
SCO1193	SC_RS07920		chromosome	1265170	1265739	-	yes	TetR_C_11;TetR_N	TetR_C_11;TetR_N	NA	0	no	NA	TetR	pfam	TetR/AcrR family transcriptional regulator
SCO1194	SC_RS07925		chromosome	1265841	1267331	+	no		MFS_1	NA	0	no	NA	NA	NA	MDR family MFS transporter
SCO1195	SC_RS07930		chromosome	1267321	1267515	-	no			NA	0	no	NA	NA	NA	hypothetical protein
SCO1196	SC_RS07935		chromosome	1267630	1268493	-	no		GDPD_2	NA	0	no	NA	NA	NA	phosphatidylinositol-specific phospholipase C/glycerophosphodiester phosphodiesterase family protein
SCO1197	SC_RS07940		chromosome	1268663	1269751	-	no		Acyl-CoA_dh_1;Acyl-CoA_dh_2;Acyl-CoA_dh_N	NA	0	no	NA	NA	NA	acyl-CoA dehydrogenase family protein
SCO1198	SC_RS07945		chromosome	1269748	1270929	-	no		Acyl-CoA_dh_1;Acyl-CoA_dh_M;Acyl-CoA_dh_N	NA	0	no	NA	NA	NA	acyl-CoA dehydrogenase
SCO1199	SC_RS07950		chromosome	1270926	1271906	-	no		ADH_N;ADH_zinc_N;ADH_zinc_N_2	NA	0	no	NA	NA	NA	NADPH:quinone oxidoreductase family protein
SCO1200	SC_RS07955		chromosome	1271991	1272566	-	yes	HTH_19;HTH_26;HTH_3;HTH_31	Cupin_2;HTH_19;HTH_26;HTH_3;HTH_31	NA	1	no	NA	HTH_other	pfam;CastroMelchor	helix-turn-helix domain-containing protein
SCO1201	SC_RS07960		chromosome	1272644	1273609	+	no		DAO;FAD_binding_2;HI0933_like;Pyr_redox_2	NA	0	no	NA	NA	NA	NAD(P)/FAD-dependent oxidoreductase
SCO1202	SC_RS07965		chromosome	1273700	1275238	+	no		DNA_ligase_A_C;DNA_ligase_A_M;DNA_ligase_A_N;RNA_ligase	NA	0	no	NA	NA	NA	ATP-dependent DNA ligase
SCO1203	SC_RS07970		chromosome	1275235	1275696	+	no		NUDIX	NA	0	no	NA	NA	NA	NUDIX domain-containing protein
SCO1204	SC_RS07975		chromosome	1275830	1277215	+	no		Aldedh	NA	0	no	NA	NA	NA	NADP-dependent succinic semialdehyde dehydrogenase
SCO1205	SC_RS07980		chromosome	1277241	1277477	+	no		DUF6213	NA	0	no	NA	NA	NA	DUF6213 family protein
SCO1206	SC_RS07985		chromosome	1277625	1278749	+	no		ACP_syn_III_C;Chal_sti_synt_C;Chal_sti_synt_N;FAE1_CUT1_RppA	NA	0	no	NA	NA	NA	1,3,6,8-tetrahydroxynaphthalene synthase
SCO1207	SC_RS07990		chromosome	1278746	1279960	+	no		p450	NA	0	no	NA	NA	NA	cytochrome P450
SCO1208	SC_RS07995		chromosome	1279957	1280490	+	yes	AraC_binding	AraC_binding;Cupin_1;Cupin_2	NA	0	no	NA	AraC	pfam	cupin domain-containing protein
SCO1209	SC_RS08000		chromosome	1280487	1281713	-	no		Acyl-CoA_dh_1;Acyl-CoA_dh_2;Acyl-CoA_dh_M;Acyl-CoA_dh_N	NA	0	no	NA	NA	NA	acyl-CoA dehydrogenase family protein
SCO1210	SC_RS08005		chromosome	1281884	1282540	+	yes	TetR_N	TetR_C_32;TetR_N	NA	1	no	NA	TetR	pfam;CastroMelchor	TetR family transcriptional regulator
SCO1211	SC_RS08010	def	chromosome	1282582	1283121	-	no		Pep_deformylase	NA	0	no	NA	NA	NA	peptide deformylase
SCO1212	SC_RS08015		chromosome	1283300	1284538	+	no		MurT_C;Mur_ligase_M	NA	0	no	NA	NA	NA	Mur ligase family protein
SCO1213	SC_RS08020		chromosome	1284562	1285290	+	no		GATase_3	NA	0	no	NA	NA	NA	type 1 glutamine amidotransferase
SCO1214	SC_RS08025		chromosome	1285457	1286482	+	no		PFK	NA	0	no	NA	NA	NA	6-phosphofructokinase
