sample	timepoint	chrom	position	strand	mod_type	group	coverage	mod_freq	n_modified	n_canonical	n_other_mod	n_delete	n_fail	n_diff
1-3	T1	NC_003888.3	7066430	+	5mC	CCGG_pos_5mC	18	0.0	0	0	18	0	26	2
1-3	T1	NC_003888.3	7066430	+	4mC	CCGG_4mC	18	100.0	18	0	0	0	26	2
1-3	T1	NC_003888.3	7068513	+	6mA	6mA	36	30.56	11	25	0	0	11	0
1-3	T1	NC_003888.3	7071231	-	6mA	6mA	35	28.57	10	25	0	1	10	0
1-3	T1	NC_003888.3	7074145	-	5mC	CCGG_pos_5mC	10	0.0	0	4	6	0	28	0
1-3	T1	NC_003888.3	7074145	-	4mC	CCGG_4mC	10	60.0	6	4	0	0	28	0
1-3	T1	NC_003888.3	7076497	-	6mA	6mA	23	43.48	10	13	0	0	11	1
1-3	T1	NC_003888.3	7080932	+	6mA	6mA	28	78.57	22	6	0	0	9	0
1-3	T1	NC_003888.3	7081363	+	6mA	6mA	30	43.33	13	17	0	0	7	0
1-3	T1	NC_003888.3	7084775	+	6mA	6mA	30	83.33	25	5	0	0	9	0
1-3	T1	NC_003888.3	7085551	+	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	23	1
1-3	T1	NC_003888.3	7085551	+	4mC	CCGG_4mC	15	93.33	14	1	0	0	23	1
1-3	T1	NC_003888.3	7086307	+	5mC	CCGG_pos_5mC	11	0.0	0	3	8	0	28	0
1-3	T1	NC_003888.3	7086307	+	4mC	CCGG_4mC	11	72.73	8	3	0	0	28	0
1-3	T1	NC_003888.3	7086447	-	6mA	6mA	29	62.07	18	11	0	0	9	0
1-3	T1	NC_003888.3	7090035	-	6mA	6mA	30	30.0	9	21	0	1	7	0
1-3	T1	NC_003888.3	7090041	-	6mA	6mA	20	30.0	6	14	0	1	16	0
1-3	T1	NC_003888.3	7090946	-	6mA	6mA	26	42.31	11	15	0	1	10	0
1-3	T1	NC_003888.3	7091229	+	6mA	6mA	30	20.0	6	24	0	0	11	0
1-3	T1	NC_003888.3	7093656	+	6mA	6mA	27	70.37	19	8	0	0	13	1
1-3	T1	NC_003888.3	7098627	+	5mC	CCGG_pos_5mC	12	0.0	0	1	11	0	28	2
1-3	T1	NC_003888.3	7098627	+	4mC	CCGG_4mC	12	91.67	11	1	0	0	28	2
1-3	T1	NC_003888.3	7098628	-	5mC	CCGG_pos_5mC	13	0.0	0	7	6	0	31	2
1-3	T1	NC_003888.3	7098628	-	4mC	CCGG_4mC	13	46.15	6	7	0	0	31	2
1-3	T1	NC_003888.3	7102150	-	5mC	CCGG_pos_5mC	17	0.0	0	0	17	0	30	0
1-3	T1	NC_003888.3	7102150	-	4mC	CCGG_4mC	17	100.0	17	0	0	0	30	0
1-3	T1	NC_003888.3	7102850	+	6mA	6mA	30	36.67	11	19	0	0	10	1
1-3	T1	NC_003888.3	7102889	-	5mC	CCGG_pos_5mC	19	0.0	0	1	18	0	31	0
1-3	T1	NC_003888.3	7102889	-	4mC	CCGG_4mC	19	94.74	18	1	0	0	31	0
1-3	T1	NC_003888.3	7102893	-	6mA	6mA	40	57.5	23	17	0	0	10	0
1-3	T1	NC_003888.3	7106904	-	5mC	CCGG_pos_5mC	9	0.0	0	5	4	0	30	0
1-3	T1	NC_003888.3	7106904	-	4mC	CCGG_4mC	9	44.44	4	5	0	0	30	0
1-3	T1	NC_003888.3	7106922	+	6mA	6mA	30	66.67	20	10	0	0	8	1
1-3	T1	NC_003888.3	7106960	+	6mA	6mA	28	28.57	8	20	0	1	8	2
1-3	T1	NC_003888.3	7107817	+	6mA	6mA	30	70.0	21	9	0	0	11	0
1-3	T1	NC_003888.3	7107818	+	6mA	6mA	32	40.62	13	19	0	0	9	0
1-3	T1	NC_003888.3	7107912	+	6mA	6mA	22	59.09	13	9	0	0	20	0
1-3	T1	NC_003888.3	7107967	-	6mA	6mA	26	34.62	9	17	0	0	14	0
1-3	T1	NC_003888.3	7108022	+	6mA	6mA	26	61.54	16	10	0	0	18	0
1-3	T1	NC_003888.3	7109297	+	5mC	CCGG_pos_5mC	29	0.0	0	0	29	0	18	0
1-3	T1	NC_003888.3	7109297	+	4mC	CCGG_4mC	29	100.0	29	0	0	0	18	0
1-3	T1	NC_003888.3	7109596	+	6mA	6mA	29	27.59	8	21	0	0	18	0
1-3	T1	NC_003888.3	7110695	+	5mC	CCGG_pos_5mC	12	0.0	0	4	8	1	33	1
1-3	T1	NC_003888.3	7110695	+	4mC	CCGG_4mC	12	66.67	8	4	0	1	33	1
1-3	T1	NC_003888.3	7111009	+	6mA	6mA	32	46.88	15	17	0	0	12	0
1-3	T1	NC_003888.3	7111477	-	6mA	6mA	26	38.46	10	16	0	0	12	0
1-3	T1	NC_003888.3	7113675	+	6mA	6mA	41	39.02	16	25	0	0	6	0
1-3	T1	NC_003888.3	7114505	-	5mC	CCGG_pos_5mC	9	0.0	0	2	7	0	24	1
1-3	T1	NC_003888.3	7114505	-	4mC	CCGG_4mC	9	77.78	7	2	0	0	24	1
1-3	T1	NC_003888.3	7115231	-	6mA	6mA	26	23.08	6	20	0	0	11	0
1-3	T1	NC_003888.3	7115741	-	5mC	CCGG_pos_5mC	17	0.0	0	1	16	0	22	2
1-3	T1	NC_003888.3	7115741	-	4mC	CCGG_4mC	17	94.12	16	1	0	0	22	2
1-3	T1	NC_003888.3	7116887	+	6mA	6mA	45	68.89	31	14	0	0	11	0
1-3	T1	NC_003888.3	7117204	+	5mC	CCGG_pos_5mC	21	0.0	0	1	20	0	29	5
1-3	T1	NC_003888.3	7117204	+	4mC	CCGG_4mC	21	95.24	20	1	0	0	29	5
1-3	T1	NC_003888.3	7117826	-	5mC	CCGG_pos_5mC	13	0.0	0	0	13	1	31	2
1-3	T1	NC_003888.3	7117826	-	4mC	CCGG_4mC	13	100.0	13	0	0	1	31	2
1-3	T1	NC_003888.3	7118234	+	6mA	6mA	43	53.49	23	20	0	0	15	0
1-3	T1	NC_003888.3	7119124	-	6mA	6mA	30	50.0	15	15	0	0	10	0
1-3	T1	NC_003888.3	7119732	+	6mA	6mA	33	42.42	14	19	0	1	18	0
1-3	T1	NC_003888.3	7121207	+	6mA	6mA	36	44.44	16	20	0	0	12	0
1-3	T1	NC_003888.3	7121580	-	5mC	CCGG_pos_5mC	15	0.0	0	5	10	0	33	1
1-3	T1	NC_003888.3	7121580	-	4mC	CCGG_4mC	15	66.67	10	5	0	0	33	1
1-3	T1	NC_003888.3	7121969	+	5mC	CCGG_pos_5mC	21	0.0	0	2	19	0	26	0
1-3	T1	NC_003888.3	7121969	+	4mC	CCGG_4mC	21	90.48	19	2	0	0	26	0
1-3	T1	NC_003888.3	7122006	+	6mA	6mA	36	52.78	19	17	0	0	12	0
1-3	T1	NC_003888.3	7122007	+	6mA	6mA	33	51.52	17	16	0	0	15	0
1-3	T1	NC_003888.3	7123215	+	6mA	6mA	36	41.67	15	21	0	1	8	0
1-3	T1	NC_003888.3	7123328	+	6mA	6mA	35	71.43	25	10	0	2	8	0
1-3	T1	NC_003888.3	7125647	+	6mA	6mA	29	37.93	11	18	0	0	17	0
1-3	T1	NC_003888.3	7126570	+	6mA	6mA	33	51.52	17	16	0	0	11	0
1-3	T1	NC_003888.3	7126992	-	6mA	6mA	33	69.7	23	10	0	0	15	0
1-3	T1	NC_003888.3	7133816	+	6mA	6mA	34	35.29	12	22	0	0	11	0
1-3	T1	NC_003888.3	7135547	+	6mA	6mA	36	50.0	18	18	0	0	14	1
1-3	T1	NC_003888.3	7136359	+	6mA	6mA	36	50.0	18	18	0	1	12	0
1-3	T1	NC_003888.3	7140660	-	5mC	CCGG_pos_5mC	17	0.0	0	6	11	0	24	1
1-3	T1	NC_003888.3	7140660	-	4mC	CCGG_4mC	17	64.71	11	6	0	0	24	1
1-3	T1	NC_003888.3	7140943	-	6mA	6mA	24	54.17	13	11	0	0	21	0
1-3	T1	NC_003888.3	7141549	+	6mA	6mA	36	58.33	21	15	0	0	9	0
1-3	T1	NC_003888.3	7144794	+	6mA	6mA	39	35.9	14	25	0	0	14	1
1-3	T1	NC_003888.3	7145133	-	5mC	CCGG_pos_5mC	10	0.0	0	7	3	0	27	3
1-3	T1	NC_003888.3	7145133	-	4mC	CCGG_4mC	10	30.0	3	7	0	0	27	3
1-3	T1	NC_003888.3	7148769	+	6mA	6mA	25	56.0	14	11	0	0	31	0
1-3	T1	NC_003888.3	7148770	+	6mA	6mA	37	64.86	24	13	0	0	19	0
1-3	T1	NC_003888.3	7149016	-	5mC	CCGG_pos_5mC	19	0.0	0	5	14	0	19	1
1-3	T1	NC_003888.3	7149016	-	4mC	CCGG_4mC	19	73.68	14	5	0	0	19	1
1-3	T1	NC_003888.3	7149596	+	6mA	6mA	47	61.7	29	18	0	0	7	1
1-3	T1	NC_003888.3	7151319	+	6mA	6mA	28	39.29	11	17	0	0	20	0
1-3	T1	NC_003888.3	7151574	+	6mA	6mA	27	40.74	11	16	0	1	17	2
1-3	T1	NC_003888.3	7155223	-	6mA	6mA	36	63.89	23	13	0	1	5	0
1-3	T1	NC_003888.3	7155472	+	6mA	6mA	33	42.42	14	19	0	0	18	0
1-3	T1	NC_003888.3	7155623	-	5mC	CCGG_pos_5mC	9	0.0	0	1	8	0	32	3
1-3	T1	NC_003888.3	7155623	-	4mC	CCGG_4mC	9	88.89	8	1	0	0	32	3
1-3	T1	NC_003888.3	7160271	-	5mC	CCGG_pos_5mC	18	0.0	0	4	14	0	24	1
1-3	T1	NC_003888.3	7160271	-	4mC	CCGG_4mC	18	77.78	14	4	0	0	24	1
1-3	T1	NC_003888.3	7163570	+	6mA	6mA	29	55.17	16	13	0	2	10	2
1-3	T1	NC_003888.3	7165083	-	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	31	0
1-3	T1	NC_003888.3	7165083	-	4mC	CCGG_4mC	15	93.33	14	1	0	0	31	0
1-3	T1	NC_003888.3	7165087	-	6mA	6mA	38	36.84	14	24	0	0	7	1
1-3	T1	NC_003888.3	7174480	+	5mC	CCGG_pos_5mC	21	0.0	0	0	21	0	24	1
1-3	T1	NC_003888.3	7174480	+	4mC	CCGG_4mC	21	100.0	21	0	0	0	24	1
1-3	T1	NC_003888.3	7174582	+	5mC	CCGG_pos_5mC	16	0.0	0	0	16	0	30	0
1-3	T1	NC_003888.3	7174582	+	4mC	CCGG_4mC	16	100.0	16	0	0	0	30	0
1-3	T1	NC_003888.3	7174792	+	5mC	CCGG_pos_5mC	19	0.0	0	0	19	0	26	0
1-3	T1	NC_003888.3	7174792	+	4mC	CCGG_4mC	19	100.0	19	0	0	0	26	0
1-3	T1	NC_003888.3	7176454	+	5mC	CCGG_pos_5mC	11	0.0	0	2	9	0	29	0
1-3	T1	NC_003888.3	7176454	+	4mC	CCGG_4mC	11	81.82	9	2	0	0	29	0
1-3	T1	NC_003888.3	7176534	-	6mA	6mA	30	60.0	18	12	0	0	16	1
1-3	T1	NC_003888.3	7176637	+	5mC	CCGG_pos_5mC	19	0.0	0	1	18	0	21	0
1-3	T1	NC_003888.3	7176637	+	4mC	CCGG_4mC	19	94.74	18	1	0	0	21	0
1-3	T1	NC_003888.3	7177518	+	6mA	6mA	30	50.0	15	15	0	0	7	0
1-3	T1	NC_003888.3	7177632	-	6mA	6mA	30	46.67	14	16	0	0	12	0
1-3	T1	NC_003888.3	7177893	+	6mA	6mA	25	60.0	15	10	0	0	13	0
1-3	T1	NC_003888.3	7186431	+	6mA	6mA	25	36.0	9	16	0	0	15	0
1-3	T1	NC_003888.3	7187593	-	6mA	6mA	30	50.0	15	15	0	0	15	0
1-3	T1	NC_003888.3	7187599	+	6mA	6mA	23	60.87	14	9	0	0	18	0
1-3	T1	NC_003888.3	7187759	+	6mA	6mA	21	52.38	11	10	0	0	20	2
1-3	T1	NC_003888.3	7188374	+	6mA	6mA	29	44.83	13	16	0	1	14	0
1-3	T1	NC_003888.3	7188937	+	6mA	6mA	29	68.97	20	9	0	0	14	0
1-3	T1	NC_003888.3	7190211	+	6mA	6mA	29	51.72	15	14	0	0	16	1
1-3	T1	NC_003888.3	7190565	+	6mA	6mA	39	41.03	16	23	0	0	8	0
1-3	T1	NC_003888.3	7190676	+	6mA	6mA	30	53.33	16	14	0	0	16	0
1-3	T1	NC_003888.3	7192312	+	5mC	CCGG_pos_5mC	11	0.0	0	5	6	0	35	2
1-3	T1	NC_003888.3	7192312	+	4mC	CCGG_4mC	11	54.55	6	5	0	0	35	2
1-3	T1	NC_003888.3	7192538	+	6mA	6mA	35	57.14	20	15	0	0	11	3
1-3	T1	NC_003888.3	7195860	+	5mC	CCGG_pos_5mC	16	0.0	0	3	13	0	27	0
1-3	T1	NC_003888.3	7195860	+	4mC	CCGG_4mC	16	81.25	13	3	0	0	27	0
1-3	T1	NC_003888.3	7195982	+	6mA	6mA	32	50.0	16	16	0	0	11	0
1-3	T1	NC_003888.3	7198374	-	5mC	CCGG_pos_5mC	24	0.0	0	2	22	0	29	1
1-3	T1	NC_003888.3	7198374	-	4mC	CCGG_4mC	24	91.67	22	2	0	0	29	1
1-3	T1	NC_003888.3	7199204	+	6mA	6mA	36	50.0	18	18	0	0	8	7
1-3	T1	NC_003888.3	7199213	+	6mA	6mA	43	44.19	19	24	0	0	8	0
1-3	T1	NC_003888.3	7200859	-	5mC	CCGG_pos_5mC	14	0.0	0	3	11	0	31	2
1-3	T1	NC_003888.3	7200859	-	4mC	CCGG_4mC	14	78.57	11	3	0	0	31	2
1-3	T1	NC_003888.3	7204493	-	5mC	CCGG_pos_5mC	18	0.0	0	1	17	0	23	1
1-3	T1	NC_003888.3	7204493	-	4mC	CCGG_4mC	18	94.44	17	1	0	0	23	1
1-3	T1	NC_003888.3	7207905	+	6mA	6mA	35	45.71	16	19	0	1	7	1
1-3	T1	NC_003888.3	7208107	+	6mA	6mA	32	25.0	8	24	0	0	11	0
1-3	T1	NC_003888.3	7208261	+	5mC	CCGG_pos_5mC	6	0.0	0	0	6	0	37	0
1-3	T1	NC_003888.3	7208261	+	4mC	CCGG_4mC	6	100.0	6	0	0	0	37	0
1-3	T1	NC_003888.3	7209981	+	6mA	6mA	27	37.04	10	17	0	1	16	0
1-3	T1	NC_003888.3	7209991	+	6mA	6mA	29	37.93	11	18	0	0	15	0
1-3	T1	NC_003888.3	7210462	-	5mC	CCGG_pos_5mC	14	0.0	0	0	14	0	25	1
1-3	T1	NC_003888.3	7210462	-	4mC	CCGG_4mC	14	100.0	14	0	0	0	25	1
1-3	T1	NC_003888.3	7210694	+	6mA	6mA	32	40.62	13	19	0	0	8	0
1-3	T1	NC_003888.3	7211567	+	6mA	6mA	31	67.74	21	10	0	0	9	0
1-3	T1	NC_003888.3	7211769	+	6mA	6mA	24	54.17	13	11	0	0	16	0
1-3	T1	NC_003888.3	7211970	+	6mA	6mA	21	42.86	9	12	0	1	16	0
1-3	T1	NC_003888.3	7211994	-	5mC	CCGG_pos_5mC	24	0.0	0	0	24	0	21	0
1-3	T1	NC_003888.3	7211994	-	4mC	CCGG_4mC	24	100.0	24	0	0	0	21	0
1-3	T1	NC_003888.3	7214734	+	6mA	6mA	31	54.84	17	14	0	0	5	0
1-3	T1	NC_003888.3	7216527	-	6mA	6mA	35	71.43	25	10	0	0	12	1
1-3	T1	NC_003888.3	7217412	+	6mA	6mA	23	47.83	11	12	0	0	12	0
1-3	T1	NC_003888.3	7217716	+	5mC	CCGG_pos_5mC	8	0.0	0	0	8	0	27	1
1-3	T1	NC_003888.3	7217716	+	4mC	CCGG_4mC	8	100.0	8	0	0	0	27	1
1-3	T1	NC_003888.3	7221811	+	6mA	6mA	22	68.18	15	7	0	0	13	0
1-3	T1	NC_003888.3	7223494	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	30	0
1-3	T1	NC_003888.3	7223494	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	30	0
1-3	T1	NC_003888.3	7224278	+	5mC	CCGG_pos_5mC	14	0.0	0	2	12	0	27	0
1-3	T1	NC_003888.3	7224278	+	4mC	CCGG_4mC	14	85.71	12	2	0	0	27	0
1-3	T1	NC_003888.3	7228833	+	6mA	6mA	29	41.38	12	17	0	0	16	0
1-3	T1	NC_003888.3	7232269	+	6mA	6mA	31	51.61	16	15	0	0	11	0
1-3	T1	NC_003888.3	7232641	+	6mA	6mA	31	45.16	14	17	0	0	8	3
1-3	T1	NC_003888.3	7233752	+	6mA	6mA	32	40.62	13	19	0	1	9	0
1-3	T1	NC_003888.3	7233908	+	6mA	6mA	31	58.06	18	13	0	0	9	3
1-3	T1	NC_003888.3	7234307	+	5mC	CCGG_pos_5mC	8	0.0	0	0	8	0	30	3
1-3	T1	NC_003888.3	7234307	+	4mC	CCGG_4mC	8	100.0	8	0	0	0	30	3
1-3	T1	NC_003888.3	7236450	+	5mC	CCGG_pos_5mC	9	0.0	0	2	7	0	28	1
1-3	T1	NC_003888.3	7236450	+	4mC	CCGG_4mC	9	77.78	7	2	0	0	28	1
1-3	T1	NC_003888.3	7236867	-	6mA	6mA	34	44.12	15	19	0	0	11	1
1-3	T1	NC_003888.3	7237354	+	6mA	6mA	34	35.29	12	22	0	0	7	1
1-3	T1	NC_003888.3	7238591	-	5mC	CCGG_pos_5mC	22	0.0	0	3	19	0	27	0
1-3	T1	NC_003888.3	7238591	-	4mC	CCGG_4mC	22	86.36	19	3	0	0	27	0
1-3	T1	NC_003888.3	7240713	+	6mA	6mA	41	53.66	22	19	0	0	8	0
1-3	T1	NC_003888.3	7242404	+	5mC	CCGG_pos_5mC	24	0.0	0	0	24	0	32	0
1-3	T1	NC_003888.3	7242404	+	4mC	CCGG_4mC	24	100.0	24	0	0	0	32	0
1-3	T1	NC_003888.3	7246033	-	6mA	6mA	28	57.14	16	12	0	0	16	0
1-3	T1	NC_003888.3	7246146	-	6mA	6mA	13	69.23	9	4	0	0	30	0
1-3	T1	NC_003888.3	7246203	+	6mA	6mA	31	51.61	16	15	0	0	15	0
1-3	T1	NC_003888.3	7247594	-	5mC	CCGG_pos_5mC	8	0.0	0	1	7	0	29	0
1-3	T1	NC_003888.3	7247594	-	4mC	CCGG_4mC	8	87.5	7	1	0	0	29	0
1-3	T1	NC_003888.3	7247928	+	6mA	6mA	41	53.66	22	19	0	0	4	1
1-3	T1	NC_003888.3	7248425	+	5mC	CCGG_pos_5mC	20	0.0	0	1	19	0	24	3
1-3	T1	NC_003888.3	7248425	+	4mC	CCGG_4mC	20	95.0	19	1	0	0	24	3
1-3	T1	NC_003888.3	7250965	+	6mA	6mA	27	48.15	13	14	0	0	24	0
1-3	T1	NC_003888.3	7253657	+	6mA	6mA	33	24.24	8	25	0	0	12	1
1-3	T1	NC_003888.3	7253861	-	6mA	6mA	27	40.74	11	16	0	0	15	0
1-3	T1	NC_003888.3	7254745	-	6mA	6mA	34	55.88	19	15	0	0	8	0
1-3	T1	NC_003888.3	7256854	-	6mA	6mA	34	64.71	22	12	0	0	8	0
1-3	T1	NC_003888.3	7257195	-	6mA	6mA	28	60.71	17	11	0	0	11	0
1-3	T1	NC_003888.3	7257899	-	5mC	CCGG_pos_5mC	17	0.0	0	3	14	0	25	0
1-3	T1	NC_003888.3	7257899	-	4mC	CCGG_4mC	17	82.35	14	3	0	0	25	0
1-3	T1	NC_003888.3	7259111	-	6mA	6mA	29	34.48	10	19	0	0	10	0
1-3	T1	NC_003888.3	7264190	+	6mA	6mA	29	44.83	13	16	0	0	4	0
1-3	T1	NC_003888.3	7266341	+	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	22	0
1-3	T1	NC_003888.3	7266341	+	4mC	CCGG_4mC	15	86.67	13	2	0	0	22	0
1-3	T1	NC_003888.3	7266516	-	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	32	0
1-3	T1	NC_003888.3	7266516	-	4mC	CCGG_4mC	12	83.33	10	2	0	0	32	0
1-3	T1	NC_003888.3	7268057	+	6mA	6mA	29	62.07	18	11	0	0	8	0
1-3	T1	NC_003888.3	7270262	+	5mC	CCGG_pos_5mC	13	0.0	0	0	13	0	25	0
1-3	T1	NC_003888.3	7270262	+	4mC	CCGG_4mC	13	100.0	13	0	0	0	25	0
1-3	T1	NC_003888.3	7270738	+	6mA	6mA	27	48.15	13	14	0	0	13	0
1-3	T1	NC_003888.3	7271782	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	31	0
1-3	T1	NC_003888.3	7271782	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	31	0
1-3	T1	NC_003888.3	7272283	+	6mA	6mA	31	51.61	16	15	0	0	7	2
1-3	T1	NC_003888.3	7272284	+	6mA	6mA	27	44.44	12	15	0	0	13	0
1-3	T1	NC_003888.3	7272696	+	5mC	CCGG_pos_5mC	15	0.0	0	1	14	0	24	0
1-3	T1	NC_003888.3	7272696	+	4mC	CCGG_4mC	15	93.33	14	1	0	0	24	0
1-3	T1	NC_003888.3	7275571	+	6mA	6mA	35	37.14	13	22	0	0	10	0
1-3	T1	NC_003888.3	7277583	+	6mA	6mA	34	44.12	15	19	0	0	16	0
1-3	T1	NC_003888.3	7277832	+	6mA	6mA	32	81.25	26	6	0	0	21	0
1-3	T1	NC_003888.3	7280233	-	6mA	6mA	33	33.33	11	22	0	0	7	0
1-3	T1	NC_003888.3	7281100	+	6mA	6mA	36	44.44	16	20	0	0	9	1
1-3	T1	NC_003888.3	7281113	+	6mA	6mA	27	59.26	16	11	0	1	18	0
1-3	T1	NC_003888.3	7281355	+	6mA	6mA	29	27.59	8	21	0	0	15	1
1-3	T1	NC_003888.3	7281425	+	6mA	6mA	32	50.0	16	16	0	0	13	0
1-3	T1	NC_003888.3	7281608	+	6mA	6mA	26	46.15	12	14	0	0	19	0
1-3	T1	NC_003888.3	7281740	+	6mA	6mA	30	60.0	18	12	0	0	14	0
1-3	T1	NC_003888.3	7281836	+	6mA	6mA	26	50.0	13	13	0	0	16	1
1-3	T1	NC_003888.3	7282961	-	6mA	6mA	34	44.12	15	19	0	1	11	0
1-3	T1	NC_003888.3	7285600	+	6mA	6mA	31	80.65	25	6	0	0	9	2
1-3	T1	NC_003888.3	7286093	+	5mC	CCGG_pos_5mC	16	0.0	0	7	9	0	23	2
1-3	T1	NC_003888.3	7286093	+	4mC	CCGG_4mC	16	56.25	9	7	0	0	23	2
1-3	T1	NC_003888.3	7286098	+	6mA	6mA	29	41.38	12	17	0	0	12	0
1-3	T1	NC_003888.3	7287505	+	6mA	6mA	21	28.57	6	15	0	0	13	0
1-3	T1	NC_003888.3	7288285	+	6mA	6mA	27	51.85	14	13	0	0	7	0
1-3	T1	NC_003888.3	7289324	-	5mC	CCGG_pos_5mC	15	0.0	0	2	13	0	31	2
1-3	T1	NC_003888.3	7289324	-	4mC	CCGG_4mC	15	86.67	13	2	0	0	31	2
1-3	T1	NC_003888.3	7290476	-	6mA	6mA	33	69.7	23	10	0	0	12	0
1-3	T1	NC_003888.3	7294982	-	5mC	CCGG_pos_5mC	24	0.0	0	1	23	0	15	1
1-3	T1	NC_003888.3	7294982	-	4mC	CCGG_4mC	24	95.83	23	1	0	0	15	1
1-3	T1	NC_003888.3	7294985	-	6mA	6mA	32	59.38	19	13	0	0	8	0
1-3	T1	NC_003888.3	7294986	-	6mA	6mA	35	71.43	25	10	0	0	4	1
1-3	T1	NC_003888.3	7296624	+	6mA	6mA	28	50.0	14	14	0	0	6	0
1-3	T1	NC_003888.3	7296947	+	6mA	6mA	27	59.26	16	11	0	0	6	1
1-3	T1	NC_003888.3	7297596	-	5mC	CCGG_pos_5mC	13	0.0	0	3	10	1	33	1
1-3	T1	NC_003888.3	7297596	-	4mC	CCGG_4mC	13	76.92	10	3	0	1	33	1
1-3	T1	NC_003888.3	7302963	-	6mA	6mA	29	41.38	12	17	0	0	12	0
1-3	T1	NC_003888.3	7304447	-	6mA	6mA	27	51.85	14	13	0	0	15	0
1-3	T1	NC_003888.3	7308229	-	5mC	CCGG_pos_5mC	29	0.0	0	0	29	0	14	0
1-3	T1	NC_003888.3	7308229	-	4mC	CCGG_4mC	29	100.0	29	0	0	0	14	0
1-3	T1	NC_003888.3	7308905	-	6mA	6mA	24	50.0	12	12	0	0	19	0
1-3	T1	NC_003888.3	7308944	+	6mA	6mA	19	47.37	9	10	0	0	12	1
1-3	T1	NC_003888.3	7311662	-	6mA	6mA	27	33.33	9	18	0	0	13	0
1-3	T1	NC_003888.3	7317522	+	5mC	CCGG_pos_5mC	13	0.0	0	0	13	0	14	5
1-3	T1	NC_003888.3	7317522	+	4mC	CCGG_4mC	13	100.0	13	0	0	0	14	5
1-3	T1	NC_003888.3	7318780	+	5mC	CCGG_pos_5mC	12	0.0	0	2	10	0	16	1
1-3	T1	NC_003888.3	7318780	+	4mC	CCGG_4mC	12	83.33	10	2	0	0	16	1
1-3	T1	NC_003888.3	7320082	+	6mA	6mA	18	55.56	10	8	0	1	12	0
1-3	T1	NC_003888.3	7322939	+	6mA	6mA	24	45.83	11	13	0	0	7	0
1-3	T1	NC_003888.3	7323537	+	5mC	CCGG_pos_5mC	10	0.0	0	1	9	0	20	1
1-3	T1	NC_003888.3	7323537	+	4mC	CCGG_4mC	10	90.0	9	1	0	0	20	1
1-3	T1	NC_003888.3	7327682	+	6mA	6mA	21	57.14	12	9	0	0	8	0
1-3	T1	NC_003888.3	7328227	+	6mA	6mA	23	43.48	10	13	0	0	8	0
1-3	T1	NC_003888.3	7330927	-	5mC	CCGG_pos_5mC	18	0.0	0	1	17	0	23	0
1-3	T1	NC_003888.3	7330927	-	4mC	CCGG_4mC	18	94.44	17	1	0	0	23	0
1-3	T1	NC_003888.3	7333223	+	6mA	6mA	28	50.0	14	14	0	0	6	1
1-3	T1	NC_003888.3	7335039	-	5mC	CCGG_pos_5mC	13	0.0	0	9	4	0	27	0
1-3	T1	NC_003888.3	7335039	-	4mC	CCGG_4mC	13	30.77	4	9	0	0	27	0
1-3	T1	NC_003888.3	7335042	-	6mA	6mA	33	48.48	16	17	0	1	4	2
1-3	T1	NC_003888.3	7335043	-	6mA	6mA	33	45.45	15	18	0	0	6	1
1-3	T1	NC_003888.3	7335222	+	6mA	6mA	21	76.19	16	5	0	0	9	0
1-3	T1	NC_003888.3	7337873	-	6mA	6mA	31	29.03	9	22	0	0	8	0
1-3	T1	NC_003888.3	7338091	-	5mC	CCGG_pos_5mC	3	0.0	0	2	1	0	30	1
1-3	T1	NC_003888.3	7338091	-	4mC	CCGG_4mC	3	33.33	1	2	0	0	30	1
1-3	T1	NC_003888.3	7341114	+	5mC	CCGG_pos_5mC	11	0.0	0	1	10	0	12	1
1-3	T1	NC_003888.3	7341114	+	4mC	CCGG_4mC	11	90.91	10	1	0	0	12	1
1-3	T1	NC_003888.3	7341715	+	5mC	CCGG_pos_5mC	8	0.0	0	2	6	1	13	1
1-3	T1	NC_003888.3	7341715	+	4mC	CCGG_4mC	8	75.0	6	2	0	1	13	1
1-3	T1	NC_003888.3	7344722	-	5mC	CCGG_pos_5mC	13	0.0	0	2	11	0	24	0
1-3	T1	NC_003888.3	7344722	-	4mC	CCGG_4mC	13	84.62	11	2	0	0	24	0
1-3	T1	NC_003888.3	7346560	+	6mA	6mA	25	60.0	15	10	0	0	5	2
1-3	T1	NC_003888.3	7348859	+	5mC	CCGG_pos_5mC	18	0.0	0	3	15	0	20	1
1-3	T1	NC_003888.3	7348859	+	4mC	CCGG_4mC	18	83.33	15	3	0	0	20	1
1-3	T1	NC_003888.3	7350638	+	5mC	CCGG_pos_5mC	14	0.0	0	3	11	0	24	0
1-3	T1	NC_003888.3	7350638	+	4mC	CCGG_4mC	14	78.57	11	3	0	0	24	0
1-3	T1	NC_003888.3	7352439	-	5mC	CCGG_pos_5mC	9	0.0	0	0	9	0	26	0
