# Program:featureCounts v2.1.1; Command:"/Users/okaban/miniconda3/envs/rna-seq/bin/featureCounts" "-T" "6" "-p" "--countReadPairs" "-B" "-C" "-s" "2" "-t" "gene" "-g" "gene_id" "-a" "/Users/okaban/SFC-CNS Dropbox/Takeda Tomoki/my_projects/2026/M145_RNA-seq/data/RH250715199/02_M145-ref/ncbi_dataset/data/GCF_000203835.1/genomic.gtf" "-o" "/Users/okaban/bioinfo/rna-seq/03_quantification/data/featureCounts_s2/featureCounts_M145_s2.txt" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam" "/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_1_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_1.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_2_4.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_2.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_3.Aligned.sortedByCoord.out.bam	/Users/okaban/bioinfo/rna-seq/02_alignment/analysis/02_alignment_260127_v1/bam/M145_3_4.Aligned.sortedByCoord.out.bam
SC_RS15730	NC_003888.3	2975713	2976312	+	600	27	28	30	21	12	20	50	28	57
SC_RS15735	NC_003888.3	2976388	2976630	+	243	111	114	172	65	61	77	65	62	56
SC_RS15740	NC_003888.3	2976666	2978948	+	2283	677	622	873	273	182	278	312	253	307
SC_RS15745	NC_003888.3	2978987	2979586	-	600	5	8	13	101	77	76	89	44	74
SC_RS15750	NC_003888.3	2979583	2980422	-	840	8	6	5	148	113	128	119	81	110
SC_RS15755	NC_003888.3	2980555	2981592	+	1038	57	57	69	83	74	90	147	74	121
SC_RS15760	NC_003888.3	2981644	2982126	+	483	96	104	133	106	68	97	108	90	88
SC_RS15765	NC_003888.3	2982769	2984058	-	1290	9256	9634	12184	9315	8077	11550	3082	3441	2655
SC_RS15770	NC_003888.3	2984296	2986557	-	2262	465	400	522	316	230	299	400	291	360
SC_RS15775	NC_003888.3	2986705	2986902	-	198	2	2	4	1	3	2	15	3	10
SC_RS15780	NC_003888.3	2986899	2987087	-	189	0	2	3	4	2	2	21	13	11
SC_RS15785	NC_003888.3	2987189	2987528	+	340	14	10	12	3	2	1	30	9	44
SC_RS15790	NC_003888.3	2987658	2988134	+	477	37	25	29	42	42	47	86	54	73
SC_RS15795	NC_003888.3	2988198	2989145	-	948	23	22	26	32	25	29	102	30	90
SC_RS15800	NC_003888.3	2989276	2989761	+	486	5	10	9	14	8	7	42	26	40
SC_RS15805	NC_003888.3	2989772	2990122	-	351	0	0	0	1	1	0	15	6	18
SC_RS15810	NC_003888.3	2990408	2991451	+	1044	37	65	40	11	7	24	110	54	100
SC_RS15815	NC_003888.3	2991448	2993001	+	1554	148	176	132	60	31	45	145	42	105
SC_RS15820	NC_003888.3	2992991	2994946	+	1956	131	193	155	54	37	61	144	72	136
SC_RS15825	NC_003888.3	2994994	2995914	+	921	98	105	113	53	31	54	103	77	66
SC_RS15830	NC_003888.3	2995911	2996300	+	390	48	63	58	16	20	15	29	23	44
SC_RS15835	NC_003888.3	2996489	2997352	-	864	46	33	44	13	13	9	58	25	43
SC_RS15840	NC_003888.3	2997349	2998515	-	1167	36	46	39	9	3	20	63	17	59
SC_RS15845	NC_003888.3	2998512	2999663	-	1152	53	64	74	29	11	25	88	39	65
SC_RS15850	NC_003888.3	2999879	3000925	+	1047	212	181	272	103	103	112	153	87	112
SC_RS15855	NC_003888.3	3001131	3001931	+	801	171	154	193	101	72	87	101	51	106
SC_RS15860	NC_003888.3	3001915	3002577	-	663	64	61	61	32	19	27	68	25	46
SC_RS15865	NC_003888.3	3002574	3003509	-	936	3	4	10	6	3	4	60	15	66
SC_RS15870	NC_003888.3	3003658	3004599	+	942	99	106	132	52	47	50	111	48	129
SC_RS15875	NC_003888.3	3004794	3006641	+	1848	37	39	38	292	234	330	480	397	442
SC_RS15880	NC_003888.3	3006815	3008032	-	1218	3	1	4	8	2	6	17	4	15
SC_RS15885	NC_003888.3	3008299	3008949	+	651	21	20	29	13	9	10	83	31	53
SC_RS15890	NC_003888.3	3008987	3010411	-	1425	795	798	986	1691	1503	1717	2423	2219	1859
SC_RS15895	NC_003888.3	3010475	3010867	-	393	37	18	35	13	10	15	31	15	32
SC_RS15900	NC_003888.3	3010977	3014708	-	3732	510	390	677	2088	1594	2529	1438	1387	1176
SC_RS15905	NC_003888.3	3014808	3015806	-	999	4	6	10	1277	1275	1464	324	254	225
SC_RS15910	NC_003888.3	3015897	3016268	+	372	7	5	10	87	62	67	204	143	153
SC_RS15915	NC_003888.3	3016395	3017255	+	861	1	3	5	346	258	227	284	212	203
SC_RS15920	NC_003888.3	3017260	3019491	-	2232	131	141	153	397	342	393	554	587	463
SC_RS15925	NC_003888.3	3019488	3019907	-	420	272	224	328	343	357	342	717	704	730
SC_RS15930	NC_003888.3	3019967	3021661	-	1695	624	613	698	103	105	133	176	125	142
SC_RS15935	NC_003888.3	3021658	3022626	-	969	636	658	785	169	178	231	210	141	146
SC_RS15940	NC_003888.3	3022836	3023624	+	789	353	354	457	239	233	272	284	301	312
SC_RS15945	NC_003888.3	3023634	3024614	-	981	77	88	92	42	31	39	101	34	80
SC_RS15950	NC_003888.3	3024620	3025492	-	873	270	318	302	23	18	33	135	88	128
SC_RS15955	NC_003888.3	3025503	3026660	-	1158	1854	2124	2335	162	162	154	550	558	576
SC_RS15960	NC_003888.3	3026790	3027416	-	627	134	106	184	40	34	49	111	70	90
SC_RS15965	NC_003888.3	3027514	3029130	+	1617	459	412	601	51	32	40	429	448	527
SC_RS15970	NC_003888.3	3029169	3031109	+	1941	373	351	493	45	36	56	454	432	477
SC_RS15975	NC_003888.3	3031106	3032059	+	954	102	91	107	3	12	24	168	178	174
SC_RS15980	NC_003888.3	3032065	3033225	+	1161	146	111	143	29	18	37	231	227	264
SC_RS15985	NC_003888.3	3033355	3034404	+	1050	596	440	829	1149	1030	1144	1203	896	736
SC_RS15990	NC_003888.3	3034632	3035477	+	846	195	124	246	215	186	201	264	192	171
SC_RS15995	NC_003888.3	3035641	3037083	+	1443	39	33	51	5602	5489	3197	1229	701	707
SC_RS16000	NC_003888.3	3037067	3038347	+	1281	92	59	132	7865	7981	4537	2513	1966	1544
SC_RS16005	NC_003888.3	3038344	3038898	+	555	31	22	52	2061	2052	1125	737	711	443
SC_RS16010	NC_003888.3	3038895	3040682	+	1788	189	122	248	14705	15330	7524	4578	4036	3145
SC_RS16015	NC_003888.3	3040752	3042359	-	1608	46	29	56	198	183	157	467	405	401
SC_RS16020	NC_003888.3	3042474	3043370	+	897	208	188	253	148	156	126	132	94	112
SC_RS16025	NC_003888.3	3043459	3043716	+	258	208	117	219	23	29	35	36	27	34
SC_RS16030	NC_003888.3	3043786	3045603	+	1818	1355	1011	1541	120	122	132	269	203	201
SC_RS16035	NC_003888.3	3045619	3046146	-	528	292	292	342	68	70	91	664	589	547
SC_RS16040	NC_003888.3	3046449	3046748	+	300	86	63	67	7	9	5	52	13	50
SC_RS16045	NC_003888.3	3047135	3048331	+	1197	2690	2782	3347	2948	2783	3355	1998	2032	1826
SC_RS16050	NC_003888.3	3048673	3049275	+	603	826	871	1110	380	364	466	283	290	248
SC_RS16055	NC_003888.3	3049397	3049469	+	73	28	32	22	21	20	16	7	4	15
SC_RS16060	NC_003888.3	3049837	3050892	-	1056	643	604	744	355	332	322	278	259	244
SC_RS16065	NC_003888.3	3051258	3052583	+	1326	357	370	442	46	57	66	374	279	301
SC_RS16070	NC_003888.3	3052589	3053602	+	1014	103	125	139	22	13	18	110	79	100
SC_RS16075	NC_003888.3	3053615	3054526	+	912	75	75	118	12	15	20	93	54	92
SC_RS16080	NC_003888.3	3054670	3056109	+	1440	63	70	71	7	6	10	86	40	81
SC_RS16085	NC_003888.3	3056184	3057653	-	1470	32	37	34	9	6	10	119	22	82
SC_RS16090	NC_003888.3	3057814	3059226	-	1413	82	67	79	181	115	143	180	119	194
SC_RS16095	NC_003888.3	3059223	3059927	-	705	33	35	44	63	81	81	111	67	87
SC_RS16100	NC_003888.3	3060047	3060619	+	573	136	143	187	305	241	244	196	162	191
SC_RS16105	NC_003888.3	3060648	3061517	-	870	70	62	79	37	24	48	87	57	62
SC_RS16110	NC_003888.3	3061566	3061946	-	381	7	4	6	160	174	185	743	641	804
SC_RS16115	NC_003888.3	3062230	3063669	+	1440	47	48	58	1070	1078	1008	1513	1427	1180
SC_RS16120	NC_003888.3	3063968	3064564	-	597	276	249	301	54	64	61	95	39	80
SC_RS16125	NC_003888.3	3064780	3065769	+	990	737	641	845	201	165	194	332	270	262
SC_RS16130	NC_003888.3	3065666	3066904	+	1239	946	894	1185	147	141	146	188	139	154
SC_RS16135	NC_003888.3	3066895	3068574	+	1680	523	526	644	142	146	163	216	125	137
SC_RS16140	NC_003888.3	3068571	3069932	+	1362	416	385	479	117	104	133	205	119	154
SC_RS16145	NC_003888.3	3070230	3070556	-	327	93	103	133	69	64	65	110	64	80
SC_RS16150	NC_003888.3	3070648	3071898	+	1251	17	17	16	5	9	11	101	18	92
SC_RS16155	NC_003888.3	3071960	3072526	+	567	52	49	97	191	136	180	208	172	169
SC_RS16160	NC_003888.3	3072689	3073546	-	858	62	56	64	50	40	28	74	17	75
SC_RS16165	NC_003888.3	3073685	3074278	+	594	124	71	107	30	30	27	76	31	53
SC_RS16170	NC_003888.3	3074377	3075477	+	1101	175	167	203	315	319	429	207	142	144
SC_RS16175	NC_003888.3	3075453	3077357	-	1905	180	160	220	257	213	261	390	250	302
SC_RS16180	NC_003888.3	3077642	3078952	+	1311	25	19	27	3	2	1	96	21	97
SC_RS16185	NC_003888.3	3079125	3079198	-	74	46	55	57	13	16	12	10	9	9
SC_RS16190	NC_003888.3	3079189	3079803	-	615	130	96	124	1420	1163	1236	734	669	679
SC_RS16195	NC_003888.3	3079945	3080292	-	348	172	149	192	125	126	130	136	146	124
SC_RS16200	NC_003888.3	3080444	3082009	-	1566	4	5	3	11	2	10	119	34	88
SC_RS16205	NC_003888.3	3082430	3083161	-	732	25	29	49	2409	1960	1764	969	905	709
SC_RS16210	NC_003888.3	3083158	3084060	-	903	10	18	13	1287	951	970	360	247	210
SC_RS16215	NC_003888.3	3084248	3085231	+	984	95	83	107	76	78	94	167	87	126
SC_RS16220	NC_003888.3	3085268	3086671	+	1404	70	62	76	94	77	93	162	82	165
SC_RS16225	NC_003888.3	3086668	3087165	+	498	26	24	26	47	50	31	71	47	47
SC_RS16230	NC_003888.3	3087146	3087640	-	495	16	9	14	105	112	149	131	86	98
SC_RS16235	NC_003888.3	3087748	3088677	+	930	861	750	1042	194	155	184	162	125	116
SC_RS16240	NC_003888.3	3088674	3089375	+	702	515	446	607	89	86	114	97	64	70
SC_RS16245	NC_003888.3	3089372	3090022	+	651	642	515	655	132	130	149	85	101	104
SC_RS16250	NC_003888.3	3090012	3090797	+	786	632	507	709	221	148	219	150	139	147
SC_RS16255	NC_003888.3	3090979	3091737	+	759	195	144	194	1029	888	882	1191	1217	1047
SC_RS16260	NC_003888.3	3091827	3091900	+	74	0	1	0	0	3	0	7	2	3
SC_RS16265	NC_003888.3	3091946	3092551	-	606	4	2	1	11	6	9	39	10	40
SC_RS16270	NC_003888.3	3092672	3093823	-	1152	32	24	44	40	38	37	106	50	80
SC_RS16275	NC_003888.3	3093880	3094941	-	1062	95	63	82	91	78	81	167	101	121
SC_RS16280	NC_003888.3	3095139	3095212	+	74	6	4	2	2	1	2	21	2	18
SC_RS16285	NC_003888.3	3095506	3097467	+	1962	2015	1700	2178	1574	1273	1540	1684	1546	1350
SC_RS16290	NC_003888.3	3097464	3099401	+	1938	2857	2538	3389	2075	2229	2223	2178	1976	1677
SC_RS16295	NC_003888.3	3099502	3100527	-	1026	726	670	978	1070	995	992	876	751	720
SC_RS16300	NC_003888.3	3100609	3101196	-	588	6	5	17	156	90	95	88	50	96
SC_RS16305	NC_003888.3	3101313	3102206	+	894	42	40	51	65	51	59	106	39	92
SC_RS16310	NC_003888.3	3102196	3102936	-	741	16	10	16	12	3	6	44	6	46
SC_RS16315	NC_003888.3	3102939	3103493	-	555	123	117	139	39	51	45	66	27	48
SC_RS16320	NC_003888.3	3103597	3104376	-	780	337	357	418	253	227	255	194	135	184
SC_RS16325	NC_003888.3	3104592	3104948	-	357	17	16	24	0	0	1	28	4	31
SC_RS16330	NC_003888.3	3105013	3106233	-	1221	141	167	195	54	30	41	101	34	75
SC_RS16335	NC_003888.3	3106290	3107372	+	1083	499	526	668	73	63	95	98	42	92
SC_RS16340	NC_003888.3	3107369	3107845	+	477	190	189	201	33	19	26	21	22	26
SC_RS16345	NC_003888.3	3107953	3108825	+	873	254	241	289	651	510	802	181	161	151
SC_RS16350	NC_003888.3	3109095	3109952	-	858	56	46	83	135	145	91	195	149	169
SC_RS16355	NC_003888.3	3110120	3110833	-	714	14	15	13	0	0	3	52	5	35
SC_RS16360	NC_003888.3	3110947	3111258	-	312	123	103	142	28	25	21	30	26	34
SC_RS16365	NC_003888.3	3111340	3111885	-	546	38	46	35	23	19	23	64	24	45
SC_RS16370	NC_003888.3	3111998	3113431	+	1434	14	10	27	16	16	11	132	25	94
SC_RS16375	NC_003888.3	3113643	3114659	+	1017	177	176	227	396	410	485	263	210	186
SC_RS16380	NC_003888.3	3114765	3115223	+	459	91	56	100	119	119	115	94	61	57
SC_RS16385	NC_003888.3	3115344	3115688	-	345	122	85	123	11	12	16	46	20	36
SC_RS16390	NC_003888.3	3115703	3115960	-	258	68	59	71	25	19	27	27	10	27
SC_RS16395	NC_003888.3	3115957	3116334	-	378	120	98	153	32	35	21	55	30	45
SC_RS16400	NC_003888.3	3116521	3116931	-	411	151	129	176	342	309	332	350	278	289
SC_RS16405	NC_003888.3	3117213	3117881	+	669	14	13	25	103	132	97	91	53	64
SC_RS16410	NC_003888.3	3118032	3121199	+	3168	899	796	1030	279	197	263	420	273	312
SC_RS16415	NC_003888.3	3121230	3121844	-	615	11	14	14	14	9	8	73	20	57
SC_RS16420	NC_003888.3	3122091	3122933	+	843	150	108	175	80	73	83	120	55	87
SC_RS16425	NC_003888.3	3122937	3123143	+	207	75	82	113	95	71	101	62	57	64
SC_RS16430	NC_003888.3	3123349	3123477	+	129	82	81	114	95	79	90	66	54	62
SC_RS16435	NC_003888.3	3123679	3123906	+	228	43	43	51	50	64	47	65	62	50
SC_RS16440	NC_003888.3	3123914	3124393	+	480	45	50	62	118	94	109	104	93	80
SC_RS16445	NC_003888.3	3124417	3125262	+	846	25	19	12	23	34	21	54	19	48
SC_RS16450	NC_003888.3	3125325	3125630	+	306	3	1	2	7	10	6	18	16	15
SC_RS16455	NC_003888.3	3125634	3126614	+	981	11	10	20	35	44	51	63	53	66
SC_RS16460	NC_003888.3	3126611	3127843	+	1233	29	18	18	39	35	47	122	31	82
SC_RS16465	NC_003888.3	3127894	3128403	-	510	35	25	32	22	16	20	54	11	55
SC_RS16470	NC_003888.3	3128619	3129590	-	972	11	13	20	28	21	22	111	19	72
SC_RS16475	NC_003888.3	3129646	3130077	+	432	82	89	102	76	76	90	119	83	81
SC_RS16480	NC_003888.3	3130165	3130731	+	567	82	59	77	58	47	36	61	32	69
SC_RS16485	NC_003888.3	3130825	3131211	+	387	83	59	78	89	54	49	90	54	57
SC_RS16490	NC_003888.3	3131356	3133899	+	2544	79	58	84	7877	7664	8222	3679	3154	2438
SC_RS16495	NC_003888.3	3134618	3136273	+	1656	13	19	23	2505	2675	2993	974	796	728
SC_RS16500	NC_003888.3	3136276	3136698	+	423	7	5	12	588	507	574	308	228	197
SC_RS16505	NC_003888.3	3136695	3137048	+	354	3	1	9	303	366	371	133	146	89
SC_RS16510	NC_003888.3	3137026	3137664	+	639	9	5	6	388	474	544	248	198	190
SC_RS16515	NC_003888.3	3137661	3138893	+	1233	11	20	10	605	626	876	360	257	257
SC_RS16520	NC_003888.3	3138905	3140131	+	1227	30	24	36	2702	2783	3297	1162	1051	827
SC_RS16525	NC_003888.3	3140184	3140657	-	474	38	28	36	108	80	77	168	158	143
SC_RS16530	NC_003888.3	3140760	3141644	-	885	35	17	25	31	17	31	84	47	84
SC_RS16535	NC_003888.3	3141805	3142107	+	303	695	742	854	569	483	536	467	443	450
SC_RS16540	NC_003888.3	3142123	3142482	-	360	179	173	231	137	97	102	159	119	148
SC_RS16545	NC_003888.3	3142528	3144042	-	1515	76	81	93	52	59	44	153	70	123
SC_RS16550	NC_003888.3	3144126	3145527	-	1402	386	382	451	251	179	302	330	295	322
SC_RS16555	NC_003888.3	3145726	3147090	+	1365	1058	901	1187	883	830	761	540	537	461
SC_RS16560	NC_003888.3	3147118	3147951	-	834	267	248	290	182	149	184	215	159	157
SC_RS16565	NC_003888.3	3147985	3149034	-	1050	29	28	51	12	18	12	70	21	56
SC_RS16570	NC_003888.3	3149058	3149945	-	888	19	21	32	0	1	3	58	10	48
SC_RS16575	NC_003888.3	3149938	3150744	-	807	13	12	16	4	0	4	53	9	48
SC_RS16580	NC_003888.3	3150939	3153395	+	2457	1429	1259	1614	384	356	465	651	517	515
SC_RS16585	NC_003888.3	3153389	3153709	-	321	132	151	167	26	28	37	44	25	39
SC_RS16590	NC_003888.3	3153870	3154226	-	357	1970	1857	2537	701	698	749	599	614	539
SC_RS16595	NC_003888.3	3154250	3154582	-	333	425	402	571	341	268	374	225	252	230
SC_RS16600	NC_003888.3	3154677	3155144	+	468	385	423	545	270	307	354	240	237	195
SC_RS16605	NC_003888.3	3155187	3155273	+	87	55	53	62	10	15	12	30	15	21
SC_RS16610	NC_003888.3	3155290	3155892	-	603	342	378	455	188	218	217	228	161	149
SC_RS16615	NC_003888.3	3155939	3156343	-	405	229	194	238	52	72	69	204	194	186
SC_RS16620	NC_003888.3	3156501	3157238	-	738	407	336	410	479	444	694	303	276	202
SC_RS16625	NC_003888.3	3157315	3157548	-	234	326	333	370	132	161	156	190	156	165
SC_RS16630	NC_003888.3	3157707	3159002	+	1296	13	2	6	1	5	4	88	27	84
SC_RS16635	NC_003888.3	3159229	3160479	+	1251	461	494	536	11	8	6	135	23	105
SC_RS16640	NC_003888.3	3160574	3161326	-	753	120	105	144	339	313	505	325	278	248
SC_RS16645	NC_003888.3	3161531	3161698	+	168	27	30	48	91	74	72	113	123	139
SC_RS16650	NC_003888.3	3161747	3162697	-	951	682	579	1024	3277	3483	4633	573	459	333
SC_RS16655	NC_003888.3	3162704	3162982	-	279	356	307	526	2776	2318	3315	309	272	199
SC_RS16660	NC_003888.3	3163082	3163177	-	96	86	89	128	538	419	678	61	55	48
SC_RS16665	NC_003888.3	3163257	3163679	-	423	231	226	316	1013	816	983	198	107	116
SC_RS16670	NC_003888.3	3163847	3165274	-	1428	730	651	922	75	50	52	147	82	112
SC_RS16675	NC_003888.3	3165626	3166234	-	609	416	479	560	188	199	213	187	158	173
SC_RS16680	NC_003888.3	3166288	3166605	-	318	718	656	926	621	486	585	503	520	435
SC_RS16685	NC_003888.3	3166796	3168142	+	1347	621	655	830	278	261	297	453	335	304
SC_RS16690	NC_003888.3	3168248	3168835	+	588	203	184	300	133	92	120	195	163	199
SC_RS16695	NC_003888.3	3168848	3169192	-	345	79	100	96	765	610	624	466	418	307
SC_RS16700	NC_003888.3	3169339	3171684	-	2346	1124	1059	1427	1944	1960	2609	2465	2521	2322
SC_RS16705	NC_003888.3	3172118	3172417	+	300	33	29	29	963	751	809	1290	1199	1004
SC_RS16710	NC_003888.3	3172431	3173084	-	654	24	25	39	59	53	54	142	73	129
SC_RS16715	NC_003888.3	3173314	3174894	-	1581	358	306	361	507	475	410	482	372	430
SC_RS16720	NC_003888.3	3175140	3175568	+	429	128	132	180	136	130	135	436	355	330
SC_RS16725	NC_003888.3	3175582	3177048	-	1467	98	76	139	180	165	184	290	132	221
SC_RS16730	NC_003888.3	3177140	3178576	+	1437	18	16	21	6	14	10	108	32	79
SC_RS16735	NC_003888.3	3178620	3179765	-	1146	48	43	32	183	192	115	790	864	618
SC_RS16740	NC_003888.3	3179891	3180382	+	492	40	58	47	18	14	18	70	42	72
SC_RS16745	NC_003888.3	3180504	3181553	-	1050	8	12	14	7	7	10	74	15	79
SC_RS16750	NC_003888.3	3181757	3182404	+	648	17	11	22	16	11	14	52	25	57
SC_RS16755	NC_003888.3	3182412	3183686	+	1275	29	38	48	21	23	11	117	40	102
SC_RS16760	NC_003888.3	3183683	3184555	+	873	17	22	23	11	17	14	66	21	61
SC_RS16765	NC_003888.3	3184552	3185520	+	969	27	36	50	22	26	25	87	50	91
SC_RS16770	NC_003888.3	3185545	3186324	-	780	330	336	396	117	95	122	138	98	87
SC_RS16775	NC_003888.3	3186380	3187042	-	663	124	139	143	54	77	75	146	101	123
SC_RS16780	NC_003888.3	3187344	3189140	-	1797	582	474	658	300	290	322	235	179	209
SC_RS16785	NC_003888.3	3189296	3190747	-	1452	96	110	131	89	61	96	623	483	488
SC_RS16790	NC_003888.3	3190944	3191044	+	101	2	0	2	0	0	0	17	6	11
SC_RS16795	NC_003888.3	3191138	3192148	+	1011	142	125	176	388	314	431	129	95	115
SC_RS16800	NC_003888.3	3192115	3192819	-	705	1298	1115	1524	157	143	176	206	217	214
SC_RS16805	NC_003888.3	3192991	3195312	-	2322	878	780	1025	614	481	770	646	550	531
SC_RS16810	NC_003888.3	3195309	3197630	-	2322	2495	2397	3011	1333	1122	1414	1172	1219	1154
SC_RS16815	NC_003888.3	3197627	3198520	-	894	1054	1013	1400	517	450	532	467	434	454
SC_RS16820	NC_003888.3	3198763	3200400	-	1638	45	37	49	61	69	90	150	56	105
SC_RS16825	NC_003888.3	3200405	3201250	-	846	6	14	13	13	10	12	59	21	47
SC_RS16830	NC_003888.3	3201247	3202197	-	951	19	26	20	17	8	8	63	19	47
SC_RS16835	NC_003888.3	3202209	3203507	-	1299	71	63	78	11	18	19	110	27	79
SC_RS16840	NC_003888.3	3203751	3204035	-	285	914	783	1031	831	731	709	553	583	459
SC_RS16845	NC_003888.3	3204066	3204638	-	573	146	137	189	439	311	313	451	379	449
SC_RS16850	NC_003888.3	3204872	3206218	+	1347	1874	1821	2417	373	415	459	388	361	315
SC_RS16855	NC_003888.3	3206403	3206684	-	282	16757	16440	21613	4952	4465	4840	3540	3545	2515
SC_RS16860	NC_003888.3	3207037	3208452	-	1416	1785	1784	2276	986	1081	1247	708	654	579
SC_RS16865	NC_003888.3	3208887	3211223	-	2337	677	632	752	117	102	107	276	148	185
SC_RS16870	NC_003888.3	3211306	3212094	-	789	151	105	187	326	275	292	567	674	560
SC_RS16875	NC_003888.3	3212154	3212678	-	525	46	28	33	117	120	132	412	445	368
SC_RS16880	NC_003888.3	3212863	3213453	-	591	3	0	6	1	4	3	57	28	40
SC_RS16885	NC_003888.3	3213669	3214232	+	564	1	6	4	8	3	3	51	13	51
SC_RS16890	NC_003888.3	3215125	3216312	-	1188	640	618	860	118	85	86	87	50	85
SC_RS16895	NC_003888.3	3216421	3217779	-	1359	57	58	95	57	31	39	89	34	94
SC_RS16900	NC_003888.3	3217912	3218859	-	948	419	372	478	146	138	156	168	100	120
SC_RS16905	NC_003888.3	3218973	3220205	-	1233	366	364	372	466	350	429	417	300	355
SC_RS16910	NC_003888.3	3220316	3222520	-	2205	566	595	786	761	660	888	688	602	613
SC_RS16915	NC_003888.3	3222520	3223782	-	1263	459	407	519	569	547	643	593	524	481
SC_RS16920	NC_003888.3	3224084	3225055	-	972	40	38	48	6	8	7	109	25	76
SC_RS16925	NC_003888.3	3225139	3226434	+	1296	88	84	92	13	10	10	108	23	86
SC_RS16930	NC_003888.3	3226538	3226936	-	399	603367	563722	766063	1350352	1118273	1360930	1691030	1729149	1574151
SC_RS16935	NC_003888.3	3227050	3227529	-	480	443	435	567	243	217	294	235	249	220
SC_RS16940	NC_003888.3	3227576	3228763	-	1188	479	410	572	815	779	819	522	505	526
SC_RS16945	NC_003888.3	3228832	3229749	-	918	1553	1540	1873	590	634	697	409	377	256
SC_RS16950	NC_003888.3	3229793	3230482	-	690	1890	1974	2377	643	616	656	465	398	349
SC_RS16955	NC_003888.3	3230696	3230890	+	195	335	300	343	292	270	377	399	462	481
SC_RS16960	NC_003888.3	3231048	3231839	-	792	14935	13564	18323	15850	14351	14077	11489	12324	9655
SC_RS16965	NC_003888.3	3232165	3233271	-	1107	3138	3173	3864	2012	1933	2460	1265	1287	1021
SC_RS16970	NC_003888.3	3233349	3234602	-	1254	706	618	761	375	386	499	413	325	335
SC_RS16975	NC_003888.3	3234708	3236339	-	1632	1617	1398	1872	489	462	645	437	427	413
SC_RS16980	NC_003888.3	3236737	3240774	+	4038	3997	3824	4881	4496	3764	4373	2403	2217	2175
SC_RS16985	NC_003888.3	3240815	3241444	-	630	10	16	20	253	254	185	986	1097	947
SC_RS16990	NC_003888.3	3241649	3242731	+	1083	23	35	30	120	98	85	288	229	262
SC_RS16995	NC_003888.3	3242925	3244322	+	1398	34	22	47	328	266	287	458	420	411
SC_RS17000	NC_003888.3	3244327	3245682	+	1356	27	17	16	195	132	124	300	255	277
SC_RS17005	NC_003888.3	3245679	3246596	+	918	7	7	6	102	69	96	139	124	117
SC_RS17010	NC_003888.3	3246761	3249046	+	2286	5	1	0	4	7	16	154	42	122
SC_RS17015	NC_003888.3	3249066	3251276	+	2211	3	3	7	16	8	13	118	32	94
SC_RS17020	NC_003888.3	3251284	3253521	+	2238	2	4	6	11	12	16	144	24	106
SC_RS17025	NC_003888.3	3253518	3254849	+	1332	4	8	5	7	2	4	94	18	68
SC_RS17030	NC_003888.3	3254989	3256542	+	1554	408	374	540	424	379	444	579	522	536
SC_RS17035	NC_003888.3	3256564	3256977	-	414	210	193	298	1491	1157	1545	156	138	146
SC_RS17040	NC_003888.3	3257116	3257622	+	507	322	235	325	119	109	144	98	64	90
