locus_tag	gene_name	old_locus_tag	product	tf_family	start	end	strand	tss	region	is_coordinated	coordination_primary	nearest_methyl_dist	sites_within_2kb	sites_2kb_T1	sites_2kb_T2	delta_sites	lfc_T2vsT1	padj_T2vsT1
SC_RS18455		SCO3269	GntR family transcriptional regulator	GntR	3615480	3616235	+	3615480	core	False	non_coordinated	2305	0	0	0	0	-1.4069118601785828	1.3294588299657566e-07
SC_RS18470			helix-turn-helix domain-containing protein	HTH (other)	3617556	3617878	-	3617878	core	False	non_coordinated	93	1	1	1	0	0.3644117025229381	0.4141305990605826
SC_RS18490		SCO3275	MerR family transcriptional regulator	MerR	3619017	3619451	-	3619451	core	False	non_coordinated	529	4	4	4	0	-1.7460465080733083	2.3093303335848545e-14
SC_RS18650		SCO3308	helix-turn-helix domain-containing protein	HTH (other)	3659641	3661035	-	3661035	core	False	non_coordinated	2305	0	0	0	0	-1.2911238825427258	2.9862504401961993e-18
SC_RS18680		SCO3315	TetR/AcrR family transcriptional regulator	TetR	3666265	3666957	+	3666265	core	False	non_coordinated	73	2	1	1	0	-0.421051085181412	0.1065020059228093
SC_RS18705		SCO3320	redox-sensing transcriptional repressor Rex	Repressor	3672415	3673191	-	3673191	core	False	non_coordinated	404	4	3	2	-1	-1.2898718884289853	5.468661570307905e-08
SC_RS18720		SCO3323	ECF subfamily RNA polymerase sigma factor, BldN family	Sigma factor	3675181	3675975	+	3675181	core	False	non_coordinated	1410	2	1	0	-1	7.549826853336102	6.1680943167148064e-167
SC_RS18745		SCO3328	helix-turn-helix domain-containing protein	HTH (other)	3680056	3680268	-	3680268	core	False	non_coordinated	4995	0	0	0	0	5.484559091854776	1.3689023225587994e-88
SC_RS18795		SCO3335	GlxA family transcriptional regulator	Other regulatory	3692339	3693343	-	3693343	core	False	non_coordinated	433	5	5	4	-1	-0.5954602567225753	0.1173938414355503
SC_RS18850		SCO3346	TetR/AcrR family transcriptional regulator	TetR	3704768	3705382	-	3705382	core	False	non_coordinated	538	2	2	2	0	1.1010267550070598	9.321950345328626e-06
SC_RS18895		SCO3356	SigE family RNA polymerase sigma factor	Sigma factor	3715604	3716137	+	3715604	core	False	non_coordinated	533	5	5	5	0	0.3591860452126257	0.1722209771603981
SC_RS18905	cseB	SCO3358	two-component system response regulator CseB	Response regulator	3716926	3717630	+	3716926	core	False	non_coordinated	124	6	6	6	0	-0.3648355164938173	0.0563771500209957
SC_RS18910	cseC	SCO3359	two-component system sensor histidine kinase CseC	Sensor kinase	3717647	3719170	+	3717647	core	False	non_coordinated	845	4	4	4	0	0.0451649567879807	0.8606213451997702
SC_RS18920		SCO3361	Lrp/AsnC family transcriptional regulator	Lrp	3720125	3720577	-	3720577	core	False	non_coordinated	1740	1	1	1	0	-0.2949793504757966	0.3897832575006452
SC_RS18945		SCO3365	helix-turn-helix domain-containing protein	HTH (other)	3722414	3723256	-	3723256	core	False	non_coordinated	236	2	2	2	0	3.4195676917640645	4.372138077392114e-39
SC_RS18960		SCO3367	TetR/AcrR family transcriptional regulator	TetR	3725586	3726185	+	3725586	core	False	non_coordinated	310	3	3	3	0	-0.9212782130876302	3.8548554653280896e-05
SC_RS19010		SCO3377	BlaI/MecI/CopY family transcriptional regulator	Other regulatory	3741230	3741628	-	3741628	core	False	non_coordinated	396	6	6	5	-1	0.2403384542806878	0.3352166459783139
SC_RS19070		SCO3389	response regulator	Response regulator	3752539	3753213	-	3753213	core	False	non_coordinated	841	2	1	0	-1	-1.5728990615356164	5.292201264268832e-11
SC_RS19075		SCO3390	sensor histidine kinase	Sensor kinase	3753279	3754484	-	3754484	core	False	non_coordinated	2112	0	0	0	0	-1.1111273204111014	3.001203948487626e-06
SC_RS19190		SCO3413	MerR family transcriptional regulator	MerR	3778914	3779675	-	3779675	core	False	non_coordinated	27	3	3	3	0	-0.1544535667081392	0.4745086680008208
SC_RS19195		SCO3414	MarR family winged helix-turn-helix transcriptional regulator	MarR	3779785	3780231	-	3780231	core	False	non_coordinated	501	3	3	3	0	-1.3306434253857695	1.0461604610260967e-07
SC_RS19220		SCO3419	PadR family transcriptional regulator	PadR	3784717	3785358	-	3785358	core	False	non_coordinated	115	3	3	3	0	0.4448143000849645	0.072543732482455
SC_RS19230		SCO3421	helix-turn-helix domain-containing protein	HTH (other)	3786977	3787801	-	3787801	core	False	non_coordinated	845	1	1	1	0	1.1801475153188778	3.66180232584678e-08
SC_RS19300		SCO3435	LysR family transcriptional regulator	LysR	3796515	3797402	+	3796515	core	False	non_coordinated	517	4	4	3	-1	-1.419044769100312	1.1946439239193195e-06
SC_RS19360		SCO3447	Crp/Fnr family transcriptional regulator	CRP/FNR	3809247	3809876	-	3809876	core	False	non_coordinated	1656	1	1	1	0	-0.732229725117746	0.0002899496326413504
SC_RS19370		SCO3449	anti-sigma factor family protein	Sigma factor	3810352	3810621	-	3810621	core	False	non_coordinated	2401	0	0	0	0	0.8470235862176384	0.0045733322655893
SC_RS19375		SCO3450	RNA polymerase sigma factor	Sigma factor	3810669	3811226	-	3811226	core	False	non_coordinated	3006	0	0	0	0	0.621248879121303	0.0066609469682418
SC_RS19380		SCO3451	anti-sigma factor family protein	Sigma factor	3811392	3811703	+	3811392	core	False	non_coordinated	3164	0	0	0	0	0.6765043857035247	0.1649990573839
SC_RS19550		SCO3485	LacI family DNA-binding transcriptional regulator	LacI	3849177	3850163	-	3850163	core	False	non_coordinated	3218	0	0	0	0	-0.7857429667648392	1.237471802426165e-06
SC_RS19650		SCO3506	LacI family DNA-binding transcriptional regulator	LacI	3873639	3874676	+	3873639	core	False	non_coordinated	396	1	1	1	0	-0.694963350336834	4.594049021893774e-05
SC_RS19730		SCO3522	ArsR/SmtB family transcription factor	ArsR	3890457	3890792	-	3890792	core	False	non_coordinated	1742	1	1	1	0	0.4986107728304443	0.1692115696583201
SC_RS19815			helix-turn-helix domain-containing protein	HTH (other)	3905832	3906095	-	3906095	core	False	non_coordinated	1485	3	3	3	0	1.1751529934212015	5.3769897467180666e-08
SC_RS19880	bldG	SCO3549	anti-sigma factor antagonist BldG	Sigma factor	3924251	3924592	-	3924592	core	False	non_coordinated	2338	0	0	0	0	1.5339730549690782	1.4884760367328702e-10
SC_RS19990		SCO3571	Crp/Fnr family transcriptional regulator	CRP/FNR	3950326	3951000	+	3950326	core	False	non_coordinated	551	2	2	2	0	-0.2213786192614913	0.3758747181073207
SC_RS20030	wblA	SCO3579	transcriptional regulator WblA	WhiB	3957444	3957782	-	3957782	core	False	non_coordinated	552	5	4	5	1	6.323592911041734	2.303745133430902e-136
SC_RS20070		SCO3587	TetR/AcrR family transcriptional regulator	TetR	3965144	3965740	-	3965740	core	False	non_coordinated	1585	1	1	1	0	-1.0793810864781923	0.1217893999952227
SC_RS20085	vanR-Sc	SCO3590	VanSc-type vancomycin resistance response regulator transcription factor VanR	Response regulator	3967922	3968617	-	3968617	core	False	non_coordinated	785	3	3	3	0	0.1746499633235921	0.5410175397007024
SC_RS20135		SCO3600	helix-turn-helix domain-containing protein	HTH (other)	3976873	3977412	+	3976873	core	False	non_coordinated	116	4	3	3	0	-2.032137929466868	2.467216729464118e-07
SC_RS20140		SCO3601	cation:proton antiporter regulatory subunit	Other regulatory	3977529	3978014	+	3977529	core	False	non_coordinated	378	5	4	4	0	-2.4053899511022783	3.398748891709371e-28
SC_RS20165		SCO3606	PucR family transcriptional regulator	Other regulatory	3982525	3983607	+	3982525	core	False	non_coordinated	107	2	1	2	1	-1.6504081941574402	1.7656468254785312e-32
SC_RS20200		SCO3613	SigE family RNA polymerase sigma factor	Sigma factor	3992273	3992845	-	3992845	core	False	non_coordinated	793	3	3	2	-1	-1.1236099230951204	1.872869400732189e-09
SC_RS20215		SCO3616	LysR substrate-binding domain-containing protein	LysR	3995973	3996191	+	3995973	core	False	non_coordinated	564	3	3	2	-1	1.0080131247304975	2.685547861150732e-08
SC_RS20250		SCO3623	GntR family transcriptional regulator	GntR	4003147	4003848	+	4003147	core	False	non_coordinated	85	3	3	3	0	-1.6809730341213878	4.443158765858237e-12
SC_RS20265		SCO3626	sigma-70 family RNA polymerase sigma factor	Sigma factor	4004960	4005844	-	4005844	core	False	non_coordinated	267	4	1	3	2	-1.625217624879505	4.483820365554086e-17
SC_RS20295		SCO3632	GbsR/MarR family transcriptional regulator	MarR	4009793	4010302	-	4010302	core	False	non_coordinated	299	3	2	2	0	-1.2524629578867557	6.363009042564358e-09
SC_RS20330		SCO3638	response regulator	Response regulator	4015726	4016391	-	4016391	core	False	non_coordinated	177	3	2	0	-2	0.1557142212481874	0.5260584327370981
SC_RS20335		SCO3639	sensor histidine kinase	Sensor kinase	4016388	4017806	-	4017806	core	False	non_coordinated	1238	2	1	1	0	-0.6399045673304289	0.0047740288945755
SC_RS20340		SCO3640	response regulator	Response regulator	4017820	4018506	-	4018506	core	False	non_coordinated	761	4	3	3	0	-0.0262766559413957	0.9375874283174936
SC_RS20345		SCO3641	sensor histidine kinase	Sensor kinase	4018503	4019882	-	4019882	core	False	non_coordinated	112	4	4	4	0	-0.9538057450057424	1.3003584441494651e-05
SC_RS20405		SCO3653	response regulator transcription factor	Response regulator	4031299	4032045	-	4032045	core	False	non_coordinated	982	2	1	1	0	1.650608526384457	2.69761054295021e-12
SC_RS20410		SCO3654	sensor histidine kinase	Sensor kinase	4032042	4033202	-	4033202	core	False	non_coordinated	175	2	1	1	0	0.3177727482673137	0.3888281356118012
SC_RS20455		SCO3664	helix-turn-helix domain-containing protein	HTH (other)	4043964	4045001	+	4043964	core	False	non_coordinated	3346	0	0	0	0	-0.2724179528703817	0.1409154406788473
SC_RS20460		SCO3665	helix-turn-helix transcriptional regulator	HTH (other)	4044998	4045981	+	4044998	core	False	non_coordinated	4380	0	0	0	0	-0.5131452242756813	0.0038216008742508
SC_RS20465		SCO3666	helix-turn-helix transcriptional regulator	HTH (other)	4045944	4046981	-	4046981	core	False	non_coordinated	6363	0	0	0	0	-0.5837037988911257	0.0006376280546092532
SC_RS20475		SCO3668	heat shock protein transcriptional repressor HspR	Repressor	4048460	4048915	-	4048915	core	False	non_coordinated	4681	0	0	0	0	-1.4457422544664116	5.132020810666855e-08
SC_RS20605		SCO3694	MerR family transcriptional regulator	MerR	4074756	4075130	-	4075130	core	False	non_coordinated	1367	2	1	2	1	0.1730965240564884	0.718311075937735
SC_RS20615		SCO3696	ArsR/SmtB family transcription factor	ArsR	4075938	4076306	+	4075938	core	False	non_coordinated	591	2	1	2	1	-0.1477601729984013	0.656559756746246
SC_RS20630		SCO3699	ArsR/SmtB family transcription factor	ArsR	4078689	4078997	-	4078997	core	False	non_coordinated	244	6	5	4	-1	0.3906674110010656	0.4425871942663194
SC_RS20680		SCO3709	SigE family RNA polymerase sigma factor	Sigma factor	4085317	4085871	-	4085871	core	False	non_coordinated	1917	1	1	1	0	-1.3193271179997217	8.24513307113365e-06
SC_RS20710			sigma-70 family RNA polymerase sigma factor	Sigma factor	4090564	4091245	-	4091245	core	False	non_coordinated	1998	1	1	1	0	-0.6460354809781391	0.000677121569254482
SC_RS20740		SCO3722	ArsR/SmtB family transcription factor	ArsR	4096845	4097198	-	4097198	core	False	non_coordinated	968	1	1	1	0	-0.8141699729322092	0.0016504054859569
SC_RS20775		SCO3729	helix-turn-helix domain-containing protein	HTH (other)	4103188	4103841	-	4103841	core	True	concordant_repression	37	1	0	0	0	-0.6967113135206181	0.0009370287263348228
SC_RS20810		SCO3736	RNA polymerase sigma factor	Sigma factor	4108736	4109227	-	4109227	core	False	non_coordinated	585	3	2	3	1	-1.7310833361649274	8.247187354096377e-08
SC_RS20830		SCO3740	sensor histidine kinase	Sensor kinase	4111533	4112645	-	4112645	core	False	non_coordinated	534	5	2	4	2	-0.6926134733220327	0.0040247309068924
SC_RS20835		SCO3741	response regulator transcription factor	Response regulator	4112648	4113550	-	4113550	core	False	non_coordinated	371	5	2	4	2	-0.7563037005233212	0.0032201399609999
SC_RS20875		SCO3750	sensor histidine kinase	Sensor kinase	4120212	4121462	-	4121462	core	False	non_coordinated	878	5	3	3	0	-0.5785954048483916	0.0078352252874716
SC_RS20905		SCO3756	response regulator	Response regulator	4128978	4129652	-	4129652	core	False	non_coordinated	454	6	4	4	0	-0.9535991194438737	0.0009915342302899252
SC_RS20910		SCO3757	sensor histidine kinase	Sensor kinase	4129649	4130926	-	4130926	core	False	non_coordinated	430	6	5	4	-1	-1.073051022488214	1.2751334885723958e-08
SC_RS20965		SCO3769	TetR/AcrR family transcriptional regulator	TetR	4142257	4142994	-	4142994	core	False	non_coordinated	723	2	1	1	0	-2.255676468319754	2.665310589188191e-24
SC_RS20985		SCO3773	LysR family transcriptional regulator	LysR	4147062	4148024	+	4147062	core	False	non_coordinated	179	2	2	2	0	-2.6883283430955105	6.915247166727355e-14
SC_RS21030		SCO3782	helix-turn-helix domain-containing protein	HTH (other)	4158580	4159929	-	4159929	core	False	non_coordinated	2404	0	0	0	0	0.1921935445623061	0.4072543795479472
SC_RS21145		SCO3804	GlxA family transcriptional regulator	Other regulatory	4183789	4184793	+	4183789	core	False	non_coordinated	1795	1	1	1	0	-1.6647958011309871	2.280706186401602e-06
SC_RS21175		SCO3810	GntR family transcriptional regulator	GntR	4189065	4189715	-	4189715	core	False	non_coordinated	1221	4	3	4	1	0.7716057510507088	0.0018892663062584
SC_RS21185		SCO3812	GntR family transcriptional regulator	GntR	4190999	4191346	+	4190999	core	False	non_coordinated	17	3	3	3	0	-1.4405098999168529	9.14039823960764e-05
SC_RS21215		SCO3818	response regulator	Response regulator	4197520	4198176	+	4197520	core	False	non_coordinated	536	2	0	1	1	0.9790335327089884	1.5801901581080497e-05
SC_RS21235		SCO3822	bacterial proteasome activator family protein	Activator	4202553	4203092	-	4203092	core	False	non_coordinated	380	3	3	3	0	-0.5700864403485099	0.0125999361466497
SC_RS21290		SCO3832	Lrp/AsnC family transcriptional regulator	Lrp	4214629	4215141	+	4214629	core	False	non_coordinated	1378	1	1	1	0	-0.077592220658129	0.7299878819807145
SC_RS21295		SCO3833	TetR/AcrR family transcriptional regulator	TetR	4215177	4215806	-	4215806	core	False	non_coordinated	2555	0	0	0	0	1.6409972826263803	2.6949881406823867e-16
SC_RS21350	fhaA	SCO3843	antibiotic biosynthesis regulator FhaA	Other regulatory	4227374	4228246	+	4227374	core	False	non_coordinated	244	9	6	6	0	-2.3725358434839876	1.4129817599513072e-34
SC_RS21355	fhaB	SCO3844	antibiotic biosynthesis regulator FhaB	Other regulatory	4228257	4228775	+	4228257	core	False	non_coordinated	322	9	7	5	-2	-1.9488646736231008	7.429444958165509e-24
SC_RS21435		SCO3859	helix-turn-helix domain-containing protein	HTH (other)	4243938	4244486	+	4243938	core	False	non_coordinated	809	1	1	0	-1	-0.0630703143802155	0.7951440134272116
SC_RS21460		SCO3864	GntR family transcriptional regulator	GntR	4248804	4249592	+	4248804	core	False	non_coordinated	349	2	0	1	1	-0.6543999853750554	0.0004717946263277218
SC_RS21600		SCO3891	anti-sigma factor family protein	Sigma factor	4281711	4282559	-	4282559	core	False	non_coordinated	133	3	3	2	-1	-0.3804500103303346	0.0592096412521387
SC_RS21605	sigM	SCO3892	RNA polymerase sigma factor SigM	Sigma factor	4282577	4283287	-	4283287	core	False	non_coordinated	314	3	3	2	-1	-0.8969639021342686	1.5297157568592617e-06
SC_RS21645		SCO3900	PadR family transcriptional regulator	PadR	4294873	4295550	-	4295550	core	False	non_coordinated	2196	0	0	0	0	-2.977392970203959	2.3949034296234791e-32
SC_RS21680		SCO3907	single-stranded DNA-binding protein	Other regulatory	4303613	4304212	+	4303613	core	True	concordant_repression	206	1	0	1	1	-2.5294364079004064	8.216758919198887e-26
SC_RS21715		SCO3914	MarR family winged helix-turn-helix transcriptional regulator	MarR	4310386	4310850	-	4310850	core	False	non_coordinated	830	3	3	3	0	-0.815121140869563	0.00015365672124769832
SC_RS21740		SCO3919	LysR family transcriptional regulator	LysR	4314389	4315294	-	4315294	core	False	non_coordinated	87	3	2	3	1	-0.1181709699434179	0.6451585415101133
SC_RS21770		SCO3925	IclR family transcriptional regulator	IclR	4318648	4319373	+	4318648	core	False	non_coordinated	892	2	1	2	1	-0.1787664520921113	0.4494667768200655
SC_RS21775		SCO3926	SsgA family sporulation/cell division regulator	Other regulatory	4319474	4319911	+	4319474	core	False	non_coordinated	1718	2	1	2	1	1.6135899470826145	9.658672494686755e-12
SC_RS21805		SCO3932	GntR family transcriptional regulator	GntR	4327576	4328355	-	4328355	core	False	non_coordinated	878	4	3	4	1	-0.4842994051656971	0.0455717664974378
SC_RS21810		SCO3933	SCO3933 family regulatory protein	Other regulatory	4328521	4328871	+	4328521	core	False	non_coordinated	1044	4	3	4	1		
SC_RS21855		SCO3943	LacI family DNA-binding transcriptional regulator	LacI	4338034	4339146	-	4339146	core	False	non_coordinated	481	4	3	4	1	0.3569532851932374	0.1904583853004151
SC_RS21880		SCO3948	sensor histidine kinase	Sensor kinase	4347161	4348843	+	4347161	core	False	non_coordinated	90	5	5	5	0	-1.9816848725882763	5.740903778122912e-14
SC_RS22035		SCO3979	TetR/AcrR family transcriptional regulator	TetR	4382030	4382620	+	4382030	core	False	non_coordinated	1196	3	3	2	-1	-0.7124015676636655	0.0003080387191759571
SC_RS22050		SCO3981	GntR family transcriptional regulator	GntR	4383616	4384371	-	4384371	core	False	non_coordinated	257	1	1	1	0	-1.4546100083291085	5.6820505366304177e-08
SC_RS22070		SCO3986	GntR family transcriptional regulator	GntR	4385486	4386217	+	4385486	core	False	non_coordinated	858	1	1	1	0	-1.689320142587379	3.197818233975642e-10
SC_RS22100		SCO3996	helix-turn-helix domain-containing protein	HTH (other)	4390643	4390861	+	4390643	core	False	non_coordinated	1536	1	1	1	0		
SC_RS22135		SCO4005	SigE family RNA polymerase sigma factor	Sigma factor	4397767	4398372	+	4397767	core	True	concordant_derepression	52	4	3	3	0	0.2650411061157262	0.3644528431520644
SC_RS22150		SCO4008	TetR family transcriptional regulator	TetR	4401679	4402257	+	4401679	core	False	non_coordinated	501	5	2	5	3	-2.113509805084437	4.220960409734657e-31
SC_RS22155		SCO4009	hybrid sensor histidine kinase/response regulator	Sensor kinase	4402297	4406688	-	4406688	core	False	non_coordinated	1577	1	0	0	0	-0.8190349772649134	8.885127709806096e-06
SC_RS22190		SCO4014	winged helix-turn-helix transcriptional regulator	HTH (other)	4410577	4410936	-	4410936	core	False	non_coordinated	879	1	1	1	0	-0.9196781120779796	2.009718607990031e-06
SC_RS22205		SCO4017	metal-dependent transcriptional regulator	Other regulatory	4413017	4413733	-	4413733	core	False	non_coordinated	2193	0	0	0	0	-1.5900098316657134	5.7028956370827795e-08
