locus_tag	old_locus_tag	gene_name	product	tf_family	region_label	tss	nearest_GCCGGC_T1	nearest_GCCGGC_T2	nearest_GCCGGC_T3	baseMean	LFC_T2vsT1	LFC_T3vsT1	class
SC_RS41085	SCO7785		TetR/AcrR family transcriptional regulator	TetR	arm	8611658	33407	5353	56093	275.0	2.86	1.13	Shielded
SC_RS41090			helix-turn-helix domain-containing protein	HTH (other)	arm	8613397	31668	7092	57832	38.4	1.36	1.65	Shielded
SC_RS41130	SCO7794		TetR/AcrR family transcriptional regulator C-terminal domain-containing protein	TetR	arm	8618313	26752	2917	62748	49.9	-1.17	-0.48	Shielded
SC_RS41190	SCO7809		TetR/AcrR family transcriptional regulator	TetR	arm	8628988	16077	3005	73423	49.4	-0.34	-0.28	Shielded
SC_RS41225	SCO7815		TetR/AcrR family transcriptional regulator	TetR	arm	8634834	10231	2781	79269	80.2	-0.16	-0.82	Shielded
SC_RS41235	SCO7817		helix-turn-helix transcriptional regulator	HTH (other)	arm	8637257	7808	358	81692	57.3	2.93	2.9	Shielded
SC_RS41270	SCO7824		TetR/AcrR family transcriptional regulator	TetR	arm	8643812	1253	1628	88247	57.7	0.91	0.36	Shielded
SC_RS01945			helix-turn-helix domain-containing protein	HTH (other)	arm	13797	72425	1645	410102				Shielded
SC_RS01955	SCP2.15c		DNA-binding protein	Other regulatory	arm	15088	71134	354	408811				Shielded
SC_RS02040	SCP2.35		GntR family transcriptional regulator	GntR	arm	26665	59557	1424	397234				Shielded
SC_RS02055	SCP2.38c		helix-turn-helix domain-containing protein	HTH (other)	arm	28968	57254	772	394931				Shielded
SC_RS02060	SCP2.39c		helix-turn-helix domain-containing protein	HTH (other)	arm	29477	56745	1281	394422				Shielded
SC_RS00170	SCP1.36c		AraC family transcriptional regulator	AraC	arm	34080	52142	596	389819				Shielded
SC_RS00205	SCP1.42c		TetR/AcrR family transcriptional regulator	TetR	arm	40730	45492	53	383169				Shielded
SC_RS00320	SCP1.60		helix-turn-helix domain-containing protein	HTH (other)	arm	59650	26572	8185	364249				Shielded
SC_RS00470	SCP1.89c		helix-turn-helix domain-containing protein	HTH (other)	arm	88383	2161	4980	335516				Shielded
SC_RS00480	SCP1.91c		GntR family transcriptional regulator	GntR	arm	90032	3810	6629	333867				Shielded
SC_RS00505	SCP1.95		WhiB family transcriptional regulator	WhiB	arm	92483	6261	9080	331416				Shielded
SC_RS00610	SCP1.115		WhiB family transcriptional regulator	WhiB	arm	109297	547	349	314602				Shielded
SC_RS00615	SCP1.116		RNA polymerase sigma factor	Sigma factor	arm	110149	1399	1201	313750				Shielded
SC_RS00780	SCP1.151c		RNA polymerase sigma factor	Sigma factor	arm	146182	3658	5173	277717				Shielded
SC_RS00815	SCP1.158		helix-turn-helix domain-containing protein	HTH (other)	arm	152373	2533	1018	271526				Shielded
SC_RS00830	SCP1.161c		sigma-70 family RNA polymerase sigma factor	Sigma factor	arm	156988	7148	5633	266911				Shielded
SC_RS00975	SCP1.186		helix-turn-helix domain-containing protein	HTH (other)	arm	178957	247	5394	244942				Exposed
SC_RS01130	SCP1.217		helix-turn-helix domain-containing protein	HTH (other)	arm	217465	14237	4565	206434				Shielded
SC_RS01210	SCP1.230		helix-turn-helix transcriptional regulator	HTH (other)	arm	232923	8225	1246	190976				Shielded
SC_RS01265	SCP1.238		ArsR/SmtB family transcription factor	ArsR	arm	242698	620	7978	181201				Shielded
SC_RS01285	SCP1.242c		ScbR family autoregulator-binding transcription factor	Other regulatory	arm	247006	4356	12286	176893				Shielded
SC_RS01305	SCP1.246		TetR/AcrR family transcriptional regulator	TetR	arm	250406	956	12252	173493				Shielded
SC_RS01545	SCP1.293c		helix-turn-helix domain-containing protein	HTH (other)	arm	296374	8293	1938	127525				Shielded
SC_RS01660	SCP1.312		TetR/AcrR family transcriptional regulator	TetR	arm	315294	8125	665	108605				Shielded
SC_RS01695	SCP1.318		AraC family transcriptional regulator	AraC	arm	321944	1475	185	101955				Shielded
SC_RS05080	SCO0633		anti-sigma factor	Sigma factor	arm	674317	9677	7596	66047		-0.82	1.4	Shielded
SC_RS06465	SCO0903		ArsR/SmtB family transcription factor	ArsR	arm	950560	10784	1244	173230				Shielded
SC_RS18375	SCO3251		helix-turn-helix domain-containing protein	HTH (other)	core	3604107	121	606591	322810				Exposed
SC_RS21810	SCO3933		SCO3933 family regulatory protein	Other regulatory	core	4328521	1318	481938	678249				Shielded
SC_RS22100	SCO3996		helix-turn-helix domain-containing protein	HTH (other)	core	4390643	1536	419816	616127				Shielded
SC_RS25240	SCO4616		helix-turn-helix transcriptional regulator	HTH (other)	core	5040371	1510	104510	33601				Shielded
SC_RS28865	SCO5338		SCO3933 family regulatory protein	Other regulatory	core	5810810	786	28596	535055		1.12	3.27	Shielded
SC_RS28915	SCO5348		helix-turn-helix transcriptional regulator	HTH (other)	core	5816431	128	22975	540676				Exposed
SC_RS40530	SCO7668		helix-turn-helix domain-containing protein	HTH (other)	arm	8492841	450	3708	15429				Shielded
