position	site_strand	locus_tag	old_locus_tag	gene_name	gene_start	gene_end	gene_strand	product	distance	location	within_500bp	within_2kb	timepoint	region
7783699	+	SC_RS37260	SCO7007		7781548	7782447	-	lysylphosphatidylglycerol synthase transmembrane domain-containing protein	1252	upstream	False	True	T1	arm
7783699	+	SC_RS37265	SCO7008		7782661	7784535	+	ABC transporter ATP-binding protein	0	gene_body	True	True	T1	arm
7783699	+	SC_RS37270	SCO7009		7784586	7786367	-	ATP-binding SpoIIE family protein phosphatase	887	downstream_far	False	True	T1	arm
7837660	-	SC_RS37440	SCO7043		7835428	7835715	+	helix-turn-helix domain-containing protein	1945	downstream_far	False	True	T1	arm
7837660	-	SC_RS37445	SCO7044	crcB	7835928	7836392	+	fluoride efflux transporter CrcB	1268	downstream_far	False	True	T1	arm
7837660	-	SC_RS37450	SCO7045		7836389	7836733	+	DUF190 domain-containing protein	927	downstream_far	False	True	T1	arm
7837660	-	SC_RS37455	SCO7046	crcB	7836730	7837104	+	fluoride efflux transporter CrcB	556	downstream_far	False	True	T1	arm
7837660	-	SC_RS37460	SCO7047		7837144	7837980	+	undecaprenyl-diphosphate phosphatase	0	gene_body	True	True	T1	arm
7837660	-	SC_RS37465	SCO7048		7838003	7839061	-	fatty acid desaturase family protein	343	downstream	True	True	T1	arm
7837660	-	SC_RS37470	SCO7049		7839198	7840130	+	glutaminase	1538	upstream	False	True	T1	arm
7921343	-	SC_RS37860	SCO7127		7919133	7919627	-	cupin domain-containing protein	1716	upstream	False	True	T1	arm
7921343	-	SC_RS37865	SCO7128		7919673	7921208	-	MFS transporter	135	promoter	True	True	T1	arm
7921343	-	SC_RS37870	SCO7129		7921324	7921794	-	carboxymuconolactone decarboxylase family protein	0	gene_body	True	True	T1	arm
7921343	-	SC_RS37875	SCO7130		7922097	7922885	+	DUF427 domain-containing protein	754	upstream	False	True	T1	arm
7921343	-	SC_RS37880	SCO7131		7922986	7923936	+	alpha/beta hydrolase	1643	upstream	False	True	T1	arm
7992334	-	SC_RS38155	SCO7188		7988871	7992590	-	S8 family serine peptidase	0	gene_body	True	True	T1	arm
7992334	-	SC_RS38160	SCO7189		7992891	7993154	-	DUF2630 family protein	557	downstream_far	False	True	T1	arm
7992334	-	SC_RS38165	SCO7190		7993470	7994357	+	aromatic prenyltransferase	1136	upstream	False	True	T1	arm
8002470	-	SC_RS38200	SCO7196		7999751	8000539	-	potassium channel family protein	1931	upstream	False	True	T1	arm
8002470	-	SC_RS38205	SCO7197		8000799	8002337	-	alanine/glycine:cation symporter family protein	133	promoter	True	True	T1	arm
8002470	-	SC_RS38210	SCO7198		8002667	8003038	-	hypothetical protein	197	downstream	True	True	T1	arm
8002470	-	SC_RS38215	SCO7200		8003571	8004116	-	nitroreductase family deazaflavin-dependent oxidoreductase	1101	downstream_far	False	True	T1	arm
8002470	-	SC_RS38220	SCO7201		8004242	8004748	+	MarR family winged helix-turn-helix transcriptional regulator	1772	upstream	False	True	T1	arm
8030244	+	SC_RS38325	SCO7222		8027802	8028512	-	TetR/AcrR family transcriptional regulator	1732	upstream	False	True	T1	arm
8030244	+	SC_RS38330	SCO7223		8028659	8029780	+	FAD-dependent oxidoreductase	464	downstream	True	True	T1	arm
8030244	+	SC_RS38335	SCO7224		8029922	8030377	-	DoxX family protein	0	gene_body	True	True	T1	arm
8030244	+	SC_RS38340	SCO7225		8030688	8031422	+	lytic polysaccharide monooxygenase	444	promoter	True	True	T1	arm
8030244	+	SC_RS38345	SCO7226		8031554	8031985	+	NfeD family protein	1310	upstream	False	True	T1	arm
8030244	+	SC_RS38350	SCO7227		8031988	8033013	+	SPFH domain-containing protein	1744	upstream	False	True	T1	arm
8046704	-	SC_RS38395	SCO7236	qcrB	8043825	8045489	-	cytochrome bc1 complex cytochrome b subunit	1215	upstream	False	True	T1	arm
8046704	-	SC_RS38400	SCO7237		8045564	8045923	-	DUF6479 family protein	781	upstream	False	True	T1	arm
8046704	-	SC_RS38405	SCO7238		8046083	8046460	+	four-helix bundle copper-binding protein	244	downstream	True	True	T1	arm
8046704	-	SC_RS38410	SCO7239		8046501	8047403	+	oxygenase MpaB family protein	0	gene_body	True	True	T1	arm
8046704	-	SC_RS38415	SCO7240		8047425	8049662	+	serine/threonine-protein kinase	721	upstream	False	True	T1	arm
8127347	-	SC_RS38810	SCO7319		8125470	8126846	-	NAD(P)/FAD-dependent oxidoreductase	501	upstream	False	True	T1	arm
8127347	-	SC_RS38815	SCO7320		8127055	8128797	-	PP2C family protein-serine/threonine phosphatase	0	gene_body	True	True	T1	arm
8127347	-	SC_RS38820	SCO7321		8128794	8129858	-	SpoIIE family protein phosphatase	1447	downstream_far	False	True	T1	arm
8157647	-	SC_RS38920	SCO7341		8154965	8155756	-	SigB/SigF/SigG family RNA polymerase sigma factor	1891	upstream	False	True	T1	arm
8157647	-	SC_RS38925	SCO7342		8156060	8156584	+	hypothetical protein	1063	downstream_far	False	True	T1	arm
8157647	-	SC_RS38930	SCO7343	hemC	8156604	8157545	-	hydroxymethylbilane synthase	102	promoter	True	True	T1	arm
8157647	-	SC_RS38935	SCO7344		8157613	8158389	-	NPP1 family protein	0	gene_body	True	True	T1	arm
8157647	-	SC_RS38940	SCO7345		8158531	8159511	-	ATP-dependent DNA ligase	884	downstream_far	False	True	T1	arm
8157647	-	SC_RS38945	SCO7346		8159608	8161062	-	MFS transporter	1961	downstream_far	False	True	T1	arm
8207949	-	SC_RS39175	SCO7394		8205523	8206461	+	DMT family transporter	1488	downstream_far	False	True	T1	arm
8207949	-	SC_RS39180	SCO7395	proP	8206425	8207912	-	glycine betaine/L-proline transporter ProP	37	promoter	True	True	T1	arm
8207949	-	SC_RS39185	SCO7396		8208050	8209387	-	lipase family protein	101	downstream	True	True	T1	arm
8207949	-	SC_RS39190	SCO7397		8209545	8210141	-	3'-5' exonuclease	1596	downstream_far	False	True	T1	arm
8233758	-	SC_RS39280	SCO7415		8230865	8232022	+	enolase C-terminal domain-like protein	1736	downstream_far	False	True	T1	arm
8233758	-	SC_RS39285	SCO7416		8232052	8232456	-	hypothetical protein	1302	upstream	False	True	T1	arm
8233758	-	SC_RS39290	SCO7417		8232555	8233778	-	cytochrome P450 family protein	0	gene_body	True	True	T1	arm
8233758	-	SC_RS39295	SCO7418		8233775	8235016	-	cytochrome P450	17	downstream	True	True	T1	arm
8233758	-	SC_RS39300	SCO7419		8235013	8235654	-	GTP-binding protein	1255	downstream_far	False	True	T1	arm
8233758	-	SC_RS39305	SCO7420		8235635	8235982	-	DUF742 domain-containing protein	1877	downstream_far	False	True	T1	arm
8373023	-	SC_RS39935	SCO7547		8369673	8371214	+	sulfatase-like hydrolase/transferase	1809	downstream_far	False	True	T1	arm
8373023	-	SC_RS39940	SCO7548		8371247	8372236	+	formylglycine-generating enzyme family protein	787	downstream_far	False	True	T1	arm
8373023	-	SC_RS39945	SCO7549		8372211	8372555	-	hypothetical protein	468	promoter	True	True	T1	arm
8373023	-	SC_RS39950	SCO7550		8372680	8373498	-	glycerophosphodiester phosphodiesterase	0	gene_body	True	True	T1	arm
8373023	-	SC_RS39955	SCO7551		8373704	8373907	-	hypothetical protein	681	downstream_far	False	True	T1	arm
8373023	-	SC_RS39960	SCO7552		8373973	8374590	-	TetR/AcrR family transcriptional regulator	950	downstream_far	False	True	T1	arm
8373023	-	SC_RS39965	SCO7553		8374690	8375652	+	zinc-binding dehydrogenase	1667	upstream	False	True	T1	arm
8450515	-	SC_RS40305	SCO7622	pntB	8447193	8448653	-	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	1862	upstream	False	True	T1	arm
8450515	-	SC_RS40310	SCO7623		8448650	8450224	-	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	291	promoter	True	True	T1	arm
8450515	-	SC_RS40315	SCO7624		8450331	8451026	-	TetR/AcrR family transcriptional regulator	0	gene_body	True	True	T1	arm
8450515	-	SC_RS40320	SCO7625		8451080	8452201	+	FAD-dependent oxidoreductase	565	upstream	False	True	T1	arm
8450515	-	SC_RS40325	SCO7626		8452226	8453704	-	FAD-dependent monooxygenase	1711	downstream_far	False	True	T1	arm
8509637	-	SC_RS40600	SCO7682		8506283	8512972	+	non-ribosomal peptide synthetase	0	gene_body	True	True	T1	arm
8523051	-	SC_RS40615	SCO7685		8519642	8521675	+	Gfo/Idh/MocA family oxidoreductase	1376	downstream_far	False	True	T1	arm
8523051	-	SC_RS40620	SCO7686		8521684	8522919	+	cytochrome P450	132	downstream	True	True	T1	arm
8523051	-	SC_RS40625	SCO7687		8522916	8523749	+	thioesterase II family protein	0	gene_body	True	True	T1	arm
8523051	-	SC_RS40630	SCO7688		8523760	8524488	+	class I SAM-dependent methyltransferase	709	upstream	False	True	T1	arm
8523051	-	SC_RS40635	SCO7689		8524485	8526347	+	ABC transporter ATP-binding protein	1434	upstream	False	True	T1	arm
8568965	+	SC_RS40845	SCO7732		8566732	8567118	+	hypothetical protein	1847	downstream_far	False	True	T1	arm
8568965	+	SC_RS40850	SCO7733	tap	8567132	8569351	+	telomere-associated protein Tap	0	gene_body	True	True	T1	arm
8568965	+	SC_RS40855	SCO7734	tpg	8569361	8569918	+	telomere-protecting terminal protein Tpg	396	promoter	True	True	T1	arm
8568965	+	SC_RS40860	SCO7735		8569962	8570174	+	AraC family transcriptional regulator	997	upstream	False	True	T1	arm
8568965	+	SC_RS40865	SCO7736		8570209	8572470	-	FUSC family protein	1244	downstream_far	False	True	T1	arm
8571413	-	SC_RS40855	SCO7734	tpg	8569361	8569918	+	telomere-protecting terminal protein Tpg	1495	downstream_far	False	True	T1	arm
8571413	-	SC_RS40860	SCO7735		8569962	8570174	+	AraC family transcriptional regulator	1239	downstream_far	False	True	T1	arm
8571413	-	SC_RS40865	SCO7736		8570209	8572470	-	FUSC family protein	0	gene_body	True	True	T1	arm
8571413	-	SC_RS40870			8572975	8573685	-	hypothetical protein	1562	downstream_far	False	True	T1	arm
8630724	-	SC_RS41190	SCO7809		8628356	8628988	-	TetR/AcrR family transcriptional regulator	1736	upstream	False	True	T1	arm
8630724	-	SC_RS41195	SCO7810		8629028	8629804	+	SDR family oxidoreductase	920	downstream_far	False	True	T1	arm
8630724	-	SC_RS41200	SCO7811		8630050	8630394	-	DUF998 domain-containing protein	330	promoter	True	True	T1	arm
8630724	-	SC_RS41205	SCO7812		8630427	8631482	-	transposase	0	gene_body	True	True	T1	arm
8630724	-	SC_RS41210	SCO7813		8631557	8632408	+	class I SAM-dependent methyltransferase	833	upstream	False	True	T1	arm
52710	+	SC_RS02335	SCO0064		49821	51539	-	class I mannose-6-phosphate isomerase	1171	upstream	False	True	T2	arm
52710	+	SC_RS00260	SCP1.48c		50418	51074	-	PIG-L deacetylase family protein	1636	upstream	False	True	T2	arm
52710	+	SC_RS00265	SCP1.49c		51118	52008	-	aminoglycoside phosphotransferase family protein	702	upstream	False	True	T2	arm
52710	+	SC_RS02340	SCO0065		51831	53144	+	ABC transporter substrate-binding protein	0	gene_body	True	True	T2	arm
52710	+	SC_RS00270	SCP1.50c		52099	53301	-	GNAT family N-acetyltransferase	0	gene_body	True	True	T2	arm
52710	+	SC_RS02345	SCO0066		53141	54100	+	carbohydrate ABC transporter permease	431	promoter	True	True	T2	arm
52710	+	SC_RS00275	SCP1.51c		53318	53842	-	MaoC family dehydratase	608	downstream_far	False	True	T2	arm
52710	+	SC_RS00280	SCP1.52c		53839	54702	-	HpcH/HpaI aldolase/citrate lyase family protein	1129	downstream_far	False	True	T2	arm
52710	+	SC_RS02350	SCO0067		54103	54918	+	carbohydrate ABC transporter permease	1393	upstream	False	True	T2	arm
52710	+	SC_RS00285	SCP1.53c	dmpG	54699	55715	-	4-hydroxy-2-oxovalerate aldolase	1989	downstream_far	False	True	T2	arm
232457	+	SC_RS03135	SCO0241		229995	230669	+	TetR/AcrR family transcriptional regulator	1788	downstream_far	False	True	T2	arm
232457	+	SC_RS01190	SCP1.227c		230263	230826	-	Rossmann-fold NAD(P)-binding domain-containing protein	1631	upstream	False	True	T2	arm
232457	+	SC_RS01195			230887	231129	+	hypothetical protein	1328	downstream_far	False	True	T2	arm
232457	+	SC_RS03140	SCO0242		231022	231465	+	VOC family protein	992	downstream_far	False	True	T2	arm
232457	+	SC_RS03145	SCO0243		231475	231654	+	hypothetical protein	803	downstream_far	False	True	T2	arm
232457	+	SC_RS01200	SCP1.228c		231676	232200	-	flavin reductase family protein	257	promoter	True	True	T2	arm
232457	+	SC_RS01205	SCP1.229c		232231	232692	-	nuclear transport factor 2 family protein	0	gene_body	True	True	T2	arm
232457	+	SC_RS03150	SCO0244		232508	233518	+	serine hydrolase	51	promoter	True	True	T2	arm
232457	+	SC_RS01210	SCP1.230		232923	233864	+	helix-turn-helix transcriptional regulator	466	promoter	True	True	T2	arm
232457	+	SC_RS03155	SCO0245		233854	234873	-	hemolysin family protein	1397	downstream_far	False	True	T2	arm
232457	+	SC_RS01215	SCP1.231		233951	234604	+	NADPH-dependent F420 reductase	1494	upstream	False	True	T2	arm
281968	-	SC_RS01450	SCP1.276		279323	280864	+	ISL3-like element IS466 family transposase	1104	downstream_far	False	True	T2	arm
281968	-	SC_RS03355	SCO0287		279691	280695	+	AraC-like ligand-binding domain-containing protein	1273	downstream_far	False	True	T2	arm
281968	-	SC_RS03360	SCO0288		280692	281132	-	hypothetical protein	836	upstream	False	True	T2	arm
281968	-	SC_RS01455	SCP1.277		280963	281178	+	hypothetical protein	790	downstream_far	False	True	T2	arm
281968	-	SC_RS03365	SCO0289		281129	282157	-	LacI family DNA-binding transcriptional regulator	0	gene_body	True	True	T2	arm
281968	-	SC_RS01460			281757	281954	+	toxin-antitoxin system HicB family antitoxin	14	downstream	True	True	T2	arm
281968	-	SC_RS01465	SCP1.278		281951	282247	+	hypothetical protein	0	gene_body	True	True	T2	arm
281968	-	SC_RS03370	SCO0290		282491	283801	+	extracellular solute-binding protein	523	upstream	False	True	T2	arm
281968	-	SC_RS01470	SCP1.279c		282655	283740	-	hypothetical protein	687	downstream_far	False	True	T2	arm
281968	-	SC_RS03375	SCO0291		283798	284700	+	carbohydrate ABC transporter permease	1830	upstream	False	True	T2	arm
281968	-	SC_RS01475	SCP1.280		283966	285579	+	hypothetical protein	1998	upstream	False	True	T2	arm
409396	+	SC_RS03850	SCO0388		407247	409214	+	heparinase II/III family protein	182	downstream	True	True	T2	arm
409396	+	SC_RS03855	SCO0389		409237	410772	+	right-handed parallel beta-helix repeat-containing protein	0	gene_body	True	True	T2	arm
409396	+	SC_RS03860	SCO0390		410774	412006	+	membrane protein	1378	upstream	False	True	T2	arm
493899	-	SC_RS04270	SCO0471		491901	492881	+	helix-turn-helix domain-containing protein	1018	downstream_far	False	True	T2	arm
493899	-	SC_RS04275	SCO0472	aztD	493055	494263	-	zinc metallochaperone AztD	0	gene_body	True	True	T2	arm
493899	-	SC_RS04280	SCO0473	aztC	494260	495249	-	zinc ABC transporter substrate-binding protein AztC	361	downstream	True	True	T2	arm
493899	-	SC_RS04285	SCO0474		495246	496493	-	lipoprotein	1347	downstream_far	False	True	T2	arm
623420	-	SC_RS04825	SCO0580		620891	622672	-	dihydroxyacetone kinase family protein	748	upstream	False	True	T2	arm
623420	-	SC_RS04830	SCO0581		622669	624036	-	MFS transporter	0	gene_body	True	True	T2	arm
623420	-	SC_RS04835	SCO0582		624273	625034	+	FadR/GntR family transcriptional regulator	853	upstream	False	True	T2	arm
623420	-	SC_RS04840	SCO0583		625127	626350	+	cytochrome P450	1707	upstream	False	True	T2	arm
648247	+	SC_RS04955	SCO0606		646345	647319	+	hypothetical protein	928	downstream_far	False	True	T2	arm
648247	+	SC_RS04960	SCO0607		647444	647731	+	SCO0607 family lipoprotein	516	downstream_far	False	True	T2	arm
648247	+	SC_RS04965	SCO0608	slbR	647887	648765	+	gamma-butyrolactone-binding regulator SlbR	0	gene_body	True	True	T2	arm
648247	+	SC_RS04970	SCO0609		648876	649739	+	DMT family transporter	629	upstream	False	True	T2	arm
648247	+	SC_RS04975	SCO0610		649840	650610	+	GntR family transcriptional regulator	1593	upstream	False	True	T2	arm
694060	-	SC_RS05175	SCO0651		691829	692614	+	GvpL/GvpF family gas vesicle protein	1446	downstream_far	False	True	T2	arm
694060	-	SC_RS05180	SCO0652		692619	692897	+	gas vesicle protein GvpG	1163	downstream_far	False	True	T2	arm
694060	-	SC_RS05185	SCO0653		692894	693445	+	hypothetical protein	615	downstream_far	False	True	T2	arm
694060	-	SC_RS05190	SCO0654		693442	694416	+	SRPBCC family protein	0	gene_body	True	True	T2	arm
694060	-	SC_RS05195	SCO0655		694441	694785	+	gas vesicle protein	381	promoter	True	True	T2	arm
694060	-	SC_RS05200	SCO0656		694782	695624	+	GvpL/GvpF family gas vesicle protein	722	upstream	False	True	T2	arm
694060	-	SC_RS05205	SCO0657		695621	695869	+	gas vesicle protein	1561	upstream	False	True	T2	arm
694060	-	SC_RS05210	SCO0658		695866	696168	+	gas vesicle protein K	1806	upstream	False	True	T2	arm
877489	+	SC_RS06065	SCO0827		875388	875693	-	hypothetical protein	1796	upstream	False	True	T2	arm
877489	+	SC_RS06070	SCO0828		875839	877500	+	alkaline phosphatase D family protein	0	gene_body	True	True	T2	arm
877489	+	SC_RS06075	SCO0829		877702	879078	+	alpha-lytic protease prodomain-containing protein	213	promoter	True	True	T2	arm
877489	+	SC_RS06080	SCO0830		879140	880219	-	serine hydrolase domain-containing protein	1651	downstream_far	False	True	T2	arm
990841	-	SC_RS06665	SCO0943		988826	989341	+	hypothetical protein	1500	downstream_far	False	True	T2	arm
990841	-	SC_RS06670	SCO0944		989560	990210	+	zf-HC2 domain-containing protein	631	downstream_far	False	True	T2	arm
990841	-	SC_RS06675	SCO0945		990249	991112	-	Fpg/Nei family DNA glycosylase	0	gene_body	True	True	T2	arm
990841	-	SC_RS06680	SCO0946		991153	993243	-	SpoIIE family protein phosphatase	312	downstream	True	True	T2	arm
1012524	-	SC_RS06750	SCO0959		1008835	1011153	-	GH92 family glycosyl hydrolase	1371	upstream	False	True	T2	arm
1012524	-	SC_RS06755	SCO0960		1011212	1013830	-	glycoside hydrolase family 2	0	gene_body	True	True	T2	arm
1012524	-	SC_RS06760	SCO0961	glgC	1014030	1015250	-	glucose-1-phosphate adenylyltransferase	1506	downstream_far	False	True	T2	arm
1095016	-	SC_RS07130	SCO1035		1092908	1093495	+	DUF4865 family protein	1521	downstream_far	False	True	T2	arm
1095016	-	SC_RS07135	SCO1036		1093492	1094400	+	phosphotriesterase family protein	616	downstream_far	False	True	T2	arm
1095016	-	SC_RS07140	SCO1037		1094465	1094866	+	tautomerase family protein	150	downstream	True	True	T2	arm
1095016	-	SC_RS07145	SCO1038		1094860	1095258	+	VOC family protein	0	gene_body	True	True	T2	arm
1095016	-	SC_RS07150	SCO1039		1095280	1096518	-	ROK family protein	264	downstream	True	True	T2	arm
1095016	-	SC_RS07155	SCO1040		1096556	1097206	-	alpha-ketoglutarate-dependent dioxygenase AlkB family protein	1540	downstream_far	False	True	T2	arm
1095017	-	SC_RS07130	SCO1035		1092908	1093495	+	DUF4865 family protein	1522	downstream_far	False	True	T2	arm
1095017	-	SC_RS07135	SCO1036		1093492	1094400	+	phosphotriesterase family protein	617	downstream_far	False	True	T2	arm
1095017	-	SC_RS07140	SCO1037		1094465	1094866	+	tautomerase family protein	151	downstream	True	True	T2	arm
1095017	-	SC_RS07145	SCO1038		1094860	1095258	+	VOC family protein	0	gene_body	True	True	T2	arm
1095017	-	SC_RS07150	SCO1039		1095280	1096518	-	ROK family protein	263	downstream	True	True	T2	arm
1095017	-	SC_RS07155	SCO1040		1096556	1097206	-	alpha-ketoglutarate-dependent dioxygenase AlkB family protein	1539	downstream_far	False	True	T2	arm
1488562	-	SC_RS08975	SCO1400		1486339	1486734	-	DUF742 domain-containing protein	1828	upstream	False	True	T2	arm
1488562	-	SC_RS08980	SCO1401		1486745	1487179	-	roadblock/LC7 domain-containing protein	1383	upstream	False	True	T2	arm
1488562	-	SC_RS08985	SCO1402		1487176	1490007	-	nitrate- and nitrite sensing domain-containing protein	0	gene_body	True	True	T2	arm
1488562	-	SC_RS08990	SCO1403		1490427	1490969	+	hypothetical protein	1865	upstream	False	True	T2	arm
1561816	-	SC_RS09280	SCO1461		1558380	1559822	-	GuaB1 family IMP dehydrogenase-related protein	1994	upstream	False	True	T2	core
1561816	-	SC_RS09285	SCO1462		1559931	1560284	-	barstar family protein	1532	upstream	False	True	T2	core
1561816	-	SC_RS09290	SCO1463		1560350	1561393	-	sugar-binding transcriptional regulator	423	promoter	True	True	T2	core
1561816	-	SC_RS09295	SCO1464	rpe	1561471	1562157	-	ribulose-phosphate 3-epimerase	0	gene_body	True	True	T2	core
1561816	-	SC_RS09300	SCO1465		1562315	1563520	-	ABC transporter substrate-binding protein	499	downstream	True	True	T2	core
1561816	-	SC_RS09305	SCO1466		1563517	1564455	-	hypothetical protein	1701	downstream_far	False	True	T2	core
1690721	-	SC_RS09905	SCO1578	argB	1688368	1689288	-	acetylglutamate kinase	1433	upstream	False	True	T2	core
1690721	-	SC_RS09910	SCO1579	argJ	1689285	1690436	-	bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ	285	promoter	True	True	T2	core
1690721	-	SC_RS09915	SCO1580	argC	1690433	1691461	-	N-acetyl-gamma-glutamyl-phosphate reductase	0	gene_body	True	True	T2	core
1690721	-	SC_RS09920	SCO1581		1691594	1692058	+	hypothetical protein	873	upstream	False	True	T2	core
1690721	-	SC_RS09925	SCO1582		1692048	1692572	-	AAA family ATPase	1327	downstream_far	False	True	T2	core
1690721	-	SC_RS09930	SCO1583		1692635	1695109	-	alpha-L-arabinofuranosidase C-terminal domain-containing protein	1914	downstream_far	False	True	T2	core
1752628	-	SC_RS10190	SCO1636		1750078	1751160	-	helix-turn-helix transcriptional regulator	1468	upstream	False	True	T2	core
1752628	-	SC_RS10195	SCO1637		1751179	1752132	-	helix-turn-helix transcriptional regulator	496	promoter	True	True	T2	core
1752628	-	SC_RS10200	SCO1638		1752270	1752641	-	FKBP-type peptidyl-prolyl cis-trans isomerase	0	gene_body	True	True	T2	core
1752628	-	SC_RS10205	SCO1639		1752701	1753708	-	FKBP-type peptidyl-prolyl cis-trans isomerase	73	downstream	True	True	T2	core
1752628	-	SC_RS10210	SCO1640	pafA	1753890	1755251	-	Pup--protein ligase	1262	downstream_far	False	True	T2	core
1826517	-	SC_RS10540	SCO1705		1824517	1825614	-	Zn-dependent alcohol dehydrogenase	903	upstream	False	True	T2	core
1826517	-	SC_RS10545	SCO1706		1825638	1827026	-	aldehyde dehydrogenase family protein	0	gene_body	True	True	T2	core
1826517	-	SC_RS10550	SCO1707		1827151	1828488	-	ABC transporter ATP-binding protein	634	downstream_far	False	True	T2	core
1889019	-	SC_RS10845	SCO1767		1886499	1887218	-	NUDIX hydrolase	1801	upstream	False	True	T2	core
1889019	-	SC_RS10850	SCO1768		1887312	1888427	-	pseudouridine synthase	592	upstream	False	True	T2	core
1889019	-	SC_RS10855	SCO1769	scpB	1888427	1889098	-	SMC-Scp complex subunit ScpB	0	gene_body	True	True	T2	core
1889019	-	SC_RS10860			1889095	1890402	-	segregation and condensation protein A	76	downstream	True	True	T2	core
1889019	-	SC_RS10865	SCO1771		1890421	1890990	-	hypothetical protein	1402	downstream_far	False	True	T2	core
1889019	-	SC_RS10870	SCO1772		1890975	1892105	-	ParA family protein	1956	downstream_far	False	True	T2	core
1952094	-	SC_RS11125	SCO1820		1950356	1950754	+	DUF3099 domain-containing protein	1340	downstream_far	False	True	T2	core
1952094	-	SC_RS11130			1950978	1951208	+	hypothetical protein	886	downstream_far	False	True	T2	core
1952094	-	SC_RS11135	SCO1821	moaA	1951220	1952209	-	GTP 3'%2C8-cyclase MoaA	0	gene_body	True	True	T2	core
1952094	-	SC_RS11140	SCO1822		1952378	1954012	-	solute symporter family protein	284	downstream	True	True	T2	core
1952094	-	SC_RS11145	SCO1823		1954009	1954383	-	DUF485 domain-containing protein	1915	downstream_far	False	True	T2	core
1962697	-	SC_RS11180	SCO1830		1960424	1962211	+	glycoside hydrolase family 15 protein	486	downstream	True	True	T2	core
1962697	-	SC_RS11185	SCO1831		1962217	1962972	+	SDR family oxidoreductase	0	gene_body	True	True	T2	core
1962697	-	SC_RS11190	SCO1832	amaP	1963007	1963594	-	alkaline shock response membrane anchor protein AmaP	310	downstream	True	True	T2	core
1962697	-	SC_RS11195	SCO1833		1963591	1964271	-	DUF6286 domain-containing protein	894	downstream_far	False	True	T2	core
1962697	-	SC_RS11200	SCO1834		1964268	1964651	-	hypothetical protein	1571	downstream_far	False	True	T2	core
1962697	-	SC_RS11205	SCO1835		1964648	1964833	-	hypothetical protein	1951	downstream_far	False	True	T2	core
2005472	+	SC_RS11375	SCO1869		2003040	2003753	-	DsbA family oxidoreductase	1719	upstream	False	True	T2	core
2005472	+	SC_RS11380	SCO1870		2003846	2004454	-	DUF1349 domain-containing protein	1018	upstream	False	True	T2	core
2005472	+	SC_RS11385	SCO1871		2004598	2006127	-	aldehyde dehydrogenase (NADP(+))	0	gene_body	True	True	T2	core
2005472	+	SC_RS11390	SCO1872		2006250	2007023	+	IclR family transcriptional regulator	778	upstream	False	True	T2	core
2005472	+	SC_RS11395	SCO1873		2007027	2007497	+	GNAT family N-acetyltransferase	1555	upstream	False	True	T2	core
2139757	-	SC_RS12030	SCO2000		2135883	2138879	+	ATP-dependent helicase C-terminal domain-containing protein	878	downstream_far	False	True	T2	core
2139757	-	SC_RS12035	SCO2001		2138930	2140723	-	lytic transglycosylase domain-containing protein	0	gene_body	True	True	T2	core
2139757	-	SC_RS12040	SCO2002		2141042	2141410	-	hypothetical protein	1285	downstream_far	False	True	T2	core
2139757	-	SC_RS12045	SCO2003	polA	2141659	2144382	-	DNA polymerase I	1902	downstream_far	False	True	T2	core
2165072	-	SC_RS12125	SCO2018	pepN	2162746	2165244	-	aminopeptidase N	0	gene_body	True	True	T2	core
2165072	-	SC_RS12130	SCO2019		2165374	2165724	-	chorismate mutase	302	downstream	True	True	T2	core
2165072	-	SC_RS12135	SCO2020		2165859	2166758	+	hypothetical protein	787	upstream	False	True	T2	core
2165072	-	SC_RS12140	SCO2021		2166799	2167428	+	SIMPL domain-containing protein	1727	upstream	False	True	T2	core
2236993	+	SC_RS12450	SCO2082	ftsZ	2234421	2235620	-	cell division protein FtsZ	1373	upstream	False	True	T2	core
2236993	+	SC_RS12455	SCO2083	ftsQ	2235909	2236703	-	cell division protein FtsQ	290	promoter	True	True	T2	core
2236993	+	SC_RS12460	SCO2084	murG	2236729	2237823	-	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	0	gene_body	True	True	T2	core
2236993	+	SC_RS12465	SCO2085	ftsW	2237830	2239200	-	putative lipid II flippase FtsW	837	downstream_far	False	True	T2	core
2378798	-	SC_RS13095	SCO2213		2376676	2377257	+	winged helix-turn-helix domain-containing protein	1541	downstream_far	False	True	T2	core
2378798	-	SC_RS13100	SCO2214		2377328	2378362	+	SDR family oxidoreductase	436	downstream	True	True	T2	core
2378798	-	SC_RS13105	SCO2215		2378415	2379692	+	sensor histidine kinase	0	gene_body	True	True	T2	core
2378798	-	SC_RS13110	SCO2216		2379677	2380330	+	response regulator transcription factor	879	upstream	False	True	T2	core
2378798	-	SC_RS13115	SCO2217		2380490	2381995	+	DUF1996 domain-containing protein	1692	upstream	False	True	T2	core
2611801	-	SC_RS14190	SCO2431	arfA	2608364	2609869	-	arabinosylfuranosidase ArfA	1932	upstream	False	True	T2	core
2611801	-	SC_RS14195	SCO2432		2609897	2610760	-	carbohydrate ABC transporter permease	1041	upstream	False	True	T2	core
