accession,species,size_mb,gc_pct,CCGG_count,CCGG_density,CCGG_expected,CCGG_oe,AAGCCCG_count,AAGCCCG_density,AAGCCCG_expected,AAGCCCG_oe,GATC_count,GATC_density,GATC_expected,GATC_oe,GGCCGG_count,GGCCGG_density,GGCCGG_expected,GGCCGG_oe,GCCCG_count,GCCCG_density,GCCCG_expected,GCCCG_oe,GCGG_count,GCGG_density,GCGG_expected,GCGG_oe,CGACNNNCTCC_count,CGACNNNCTCC_density,CGACNNNCTCC_expected,CGACNNNCTCC_oe
GCF_021556455.1,Streptomyces fuscigenes,6.37,73.2,110760,17384.1,114604.1,0.966,1061,166.5,1502.3,0.706,32936,5169.4,15293.2,2.154,29749,4669.2,30740.8,0.968,80138,12577.9,83940.7,0.955,225552,35401.0,229208.2,0.984,1466,230.1,550.2,2.665
GCF_030262575.1,Streptomyces fuscus,8.68,71.2,135882,15654.4,139642.2,0.973,1461,168.3,2058.4,0.71,46836,5395.8,22784.5,2.056,29379,3384.6,35423.6,0.829,84504,9735.4,99464.9,0.85,270473,31160.2,279284.4,0.968,1954,225.1,733.1,2.665
GCF_005280195.1,Streptomyces galbus,7.84,73.0,139078,17747.6,139431.1,0.997,1066,136.0,1850.0,0.576,36249,4625.7,18987.1,1.909,37309,4761.0,37197.2,1.003,87540,11170.9,101847.4,0.86,264156,33708.7,278862.3,0.947,1949,248.7,675.7,2.885
GCF_014650835.1,Streptomyces galilaeus,9.32,71.2,146770,15751.9,149544.8,0.981,1378,147.9,2209.5,0.624,51303,5506.0,24500.4,2.094,38694,4152.8,37890.9,1.021,86925,9329.1,106455.5,0.817,287230,30826.7,299089.5,0.96,2274,244.1,786.4,2.891
GCF_042656465.1,Streptomyces gamaensis,7.61,72.1,129586,17027.1,128319.5,1.01,1387,182.2,1803.7,0.769,36091,4742.2,19273.8,1.873,33145,4355.1,33324.3,0.995,86768,11401.0,92478.7,0.938,253431,33299.9,256639.1,0.987,1503,197.5,649.9,2.313
GCF_000342345.1,Streptomyces gancidicus,7.3,72.6,125369,17172.7,126926.6,0.988,1003,137.4,1727.1,0.581,36054,4938.6,18035.6,1.999,31450,4307.9,33472.1,0.94,76062,10418.8,92179.2,0.825,247430,33892.3,253853.3,0.975,1865,255.5,627.1,2.974
GCF_015710995.1,Streptomyces gardneri,9.05,71.7,147623,16303.3,149936.2,0.985,1757,194.0,2147.1,0.818,52383,5785.1,23256.7,2.252,35714,3944.2,38587.8,0.926,88682,9793.9,107570.5,0.824,280613,30990.5,299872.4,0.936,2841,313.8,770.2,3.689
GCF_014649535.1,Streptomyces gelaticus,7.76,70.6,132661,17105.4,120165.0,1.104,1340,172.8,1837.0,0.729,48406,6241.5,20914.4,2.314,32279,4162.1,29915.2,1.079,75807,9774.6,84791.0,0.894,232015,29916.2,240329.9,0.965,1653,213.1,648.1,2.551
GCF_014489615.1,Streptomyces genisteinicus,8.19,73.4,156256,19082.7,148810.6,1.05,1285,156.9,1928.2,0.666,41092,5018.4,19478.3,2.11,38984,4760.9,40122.0,0.972,94610,11554.2,109275.6,0.866,296300,36185.6,297621.2,0.996,2159,263.7,708.0,3.05
GCF_002954775.1,Streptomyces geranii,10.2,70.5,154709,15172.7,157505.9,0.982,1714,168.1,2414.8,0.71,58082,5696.2,27555.6,2.108,33701,3305.1,39151.5,0.861,97987,9609.8,111054.9,0.882,292823,28717.9,315011.7,0.93,2574,252.4,851.3,3.024
GCF_019641555.1,Streptomyces geysiriensis,8.16,72.4,143777,17629.3,139836.0,1.028,1259,154.4,1931.2,0.652,40653,4984.7,20378.5,1.995,36356,4457.8,36621.1,0.993,85068,10430.7,101202.3,0.841,263847,32351.8,279672.0,0.943,2149,263.5,698.8,3.075
GCF_031845665.1,Streptomyces gibsoniae,10.28,70.6,160943,15658.5,159505.9,1.009,1651,160.6,2434.7,0.678,61869,6019.4,27687.0,2.235,37736,3671.4,39740.6,0.95,97454,9481.5,112595.4,0.866,304975,29671.7,319011.9,0.956,2120,206.3,859.3,2.467
GCF_028401765.1,Streptomyces gilvifuscus,9.88,71.3,154080,15601.7,159512.2,0.966,1530,154.9,2342.1,0.653,53712,5438.7,25846.9,2.078,38694,3918.1,40544.7,0.954,95011,9620.6,113731.1,0.835,303914,30773.5,319024.4,0.953,2348,237.8,834.9,2.812
GCF_002082195.1,Streptomyces gilvosporeus,8.48,71.0,136360,16075.8,134353.8,1.015,1337,157.6,2010.9,0.665,49277,5809.4,22519.4,2.188,35258,4156.7,33818.0,1.043,83410,9833.4,95326.6,0.875,274696,32384.6,268707.7,1.022,1660,195.7,713.4,2.327
GCF_022513565.1,Streptomyces gilvus,8.81,71.1,136686,15517.9,140331.5,0.974,1336,151.7,2088.5,0.64,50472,5730.1,23286.5,2.167,32738,3716.7,35425.6,0.924,82183,9330.2,99712.8,0.824,266536,30259.7,280663.0,0.95,2077,235.8,742.0,2.799
GCF_024761905.1,Streptomyces ginkgonis,5.84,72.9,124591,21344.0,103152.5,1.208,623,106.7,1379.0,0.452,33594,5755.1,14225.9,2.361,33839,5797.0,27424.8,1.234,65218,11172.7,75218.9,0.867,200802,34399.9,206305.0,0.973,962,164.8,502.8,1.913
GCF_002154375.1,Streptomyces glaucescens,8.43,72.0,147808,17539.8,141217.2,1.047,1232,146.2,1997.6,0.617,46922,5568.1,21444.4,2.188,37002,4390.9,36561.6,1.012,87576,10392.3,101618.2,0.862,277548,32935.6,282434.4,0.983,1895,224.9,718.7,2.637
GCF_039533345.1,Streptomyces glaucosporus,6.18,73.6,124372,20130.6,113227.1,1.098,991,160.4,1453.2,0.682,30737,4975.0,14587.6,2.107,32246,5219.3,30656.5,1.052,71831,11626.4,83320.4,0.862,223716,36210.2,226454.2,0.988,1737,281.1,534.7,3.249
GCF_039533365.1,Streptomyces glaucus,7.39,73.4,148861,20142.1,134436.6,1.107,1027,139.0,1740.1,0.59,38579,5220.0,17566.1,2.196,41514,5617.2,36263.4,1.145,88283,11945.4,98743.3,0.894,265093,35869.2,268873.2,0.986,1772,239.8,639.1,2.773
GCF_009811575.1,Streptomyces glebosus,8.44,71.1,152008,18005.2,134691.4,1.129,1397,165.5,2001.8,0.698,47764,5657.6,22296.6,2.142,41390,4902.6,34025.6,1.216,85389,10114.2,95738.7,0.892,274180,32476.3,269382.8,1.018,1673,198.2,711.4,2.352
GCF_000261345.2,Streptomyces globisporus,7.78,71.5,137058,17608.6,127440.6,1.075,1512,194.3,1845.9,0.819,46428,5964.8,20164.6,2.302,30591,3930.2,32613.8,0.938,82942,10656.0,91173.7,0.91,243199,31245.1,254881.2,0.954,1927,247.6,660.3,2.918
GCF_039529415.1,Streptomyces globosus,7.5,73.9,142371,18992.8,139860.0,1.018,1232,164.4,1758.3,0.701,34947,4662.1,17414.5,2.007,41312,5511.2,38208.0,1.081,92143,12292.2,103380.6,0.891,291622,38903.5,279720.0,1.043,2100,280.1,649.8,3.232
GCF_021462825.1,Streptomyces glomeratus,7.81,70.9,126364,16189.4,123454.3,1.024,1331,170.5,1850.3,0.719,45224,5794.0,20743.7,2.18,29966,3839.2,31052.2,0.965,76207,9763.4,87561.7,0.87,236714,30327.1,246908.5,0.959,1721,220.5,656.2,2.623
GCF_030719215.1,Streptomyces glycanivorans,8.65,70.5,139836,16157.8,133947.1,1.044,1546,178.6,2049.8,0.754,50016,5779.3,23356.1,2.141,33208,3837.1,33328.2,0.996,79359,9169.8,94490.4,0.84,249254,28800.9,267894.2,0.93,2072,239.4,723.0,2.866
GCF_021216675.1,Streptomyces gobiensis,5.69,69.0,88202,15496.2,80491.5,1.096,1240,217.9,1336.4,0.928,32641,5734.7,16294.2,2.003,17176,3017.6,19143.8,0.897,50590,8888.1,55514.1,0.911,162052,28470.8,160982.9,1.007,942,165.5,460.8,2.044
GCF_039532985.1,Streptomyces gobitricini,6.84,72.3,124266,18168.2,116891.4,1.063,1152,168.4,1619.9,0.711,33876,4952.8,17135.9,1.977,31990,4677.1,30562.1,1.047,72979,10669.8,84527.5,0.863,223358,32655.9,233782.8,0.955,1671,244.3,585.7,2.853
GCF_027942015.1,Streptomyces goshikiensis,8.16,72.3,148047,18139.5,139749.9,1.059,1445,177.0,1932.8,0.748,45757,5606.4,20415.9,2.241,38547,4723.0,36573.8,1.054,90043,11032.5,101105.7,0.891,273060,33456.7,279499.8,0.977,1823,223.4,699.2,2.607
GCF_025165795.1,Streptomyces gossypii,7.52,70.7,117852,15674.1,117291.9,1.005,1490,198.2,1781.5,0.836,42159,5607.1,20180.0,2.089,24238,3223.6,29299.2,0.827,74882,9959.2,82904.2,0.903,235748,31354.1,234583.9,1.005,1670,222.1,629.6,2.652
GCF_013433285.1,Streptomyces gossypiisoli,9.32,70.8,142470,15279.9,146138.6,0.975,1527,163.8,2209.6,0.691,54443,5839.0,24941.4,2.183,32429,3478.0,36591.1,0.886,87610,9396.2,103415.4,0.847,280029,30033.1,292277.1,0.958,2159,231.6,781.8,2.761
GCF_031845845.1,Streptomyces gottesmaniae,10.11,71.0,156473,15484.1,160384.6,0.976,1631,161.4,2395.8,0.681,57706,5710.4,26789.7,2.154,36256,3587.8,40410.7,0.897,93387,9241.3,113853.0,0.82,297612,29450.7,320769.2,0.928,2562,253.5,850.4,3.013
GCF_045039555.1,Streptomyces gougerotii,6.72,73.5,130600,19429.9,122723.6,1.064,1038,154.4,1581.8,0.656,28360,4219.2,15923.6,1.781,35794,5325.2,33165.4,1.079,78982,11750.5,90223.9,0.875,234881,34944.2,245447.1,0.957,1865,277.5,581.5,3.207
GCF_039533385.1,Streptomyces graminearus,8.67,71.8,151085,17434.3,143958.0,1.05,1335,154.1,2054.7,0.65,50689,5849.2,22203.0,2.283,35599,4107.9,37108.7,0.959,90728,10469.5,103364.3,0.878,279548,32258.1,287916.1,0.971,1894,218.6,737.7,2.568
GCF_046718965.1,Streptomyces gramineus,9.18,72.0,168594,18361.0,154391.6,1.092,1250,136.1,2176.3,0.574,51699,5630.4,23304.5,2.218,43346,4720.7,40039.9,1.083,92989,10127.1,111191.9,0.836,301511,32836.5,308783.2,0.976,2205,240.1,783.7,2.814
GCF_052828665.1,Streptomyces graminifolii,10.14,70.4,147368,14527.3,156066.7,0.944,1667,164.3,2401.8,0.694,58899,5806.2,27491.0,2.142,32265,3180.6,38715.6,0.833,89423,8815.2,109929.2,0.813,299420,29516.4,312133.3,0.959,2663,262.5,845.9,3.148
GCF_001418565.1,Streptomyces graminilatus,9.61,70.1,149237,15531.5,145214.3,1.028,1655,172.2,2272.3,0.728,55353,5760.7,26358.6,2.1,35066,3649.4,35703.6,0.982,89734,9338.8,101830.0,0.881,269449,28042.2,290428.5,0.928,2149,223.7,796.7,2.697
GCF_000716525.1,Streptomyces graminis,7.87,72.7,146626,18636.7,137157.9,1.069,1192,151.5,1860.8,0.641,33550,4264.3,19393.1,1.73,39409,5009.0,36219.3,1.088,90144,11457.6,99677.1,0.904,273145,34717.7,274315.7,0.996,1745,221.8,676.2,2.581
GCF_030294945.1,Streptomyces graminofaciens,11.6,70.3,169867,14640.4,177003.5,0.96,2027,174.7,2745.7,0.738,67110,5784.0,31626.4,2.122,39182,3377.0,43724.4,0.896,105779,9116.8,124413.7,0.85,331446,28566.4,354007.1,0.936,2898,249.8,964.9,3.003
GCF_014534645.1,Streptomyces griseicoloratus,8.83,72.2,159047,18021.4,149509.2,1.064,1291,146.3,2091.1,0.617,46050,5217.9,22266.7,2.068,41932,4751.3,38919.2,1.077,92316,10460.2,107877.5,0.856,281727,31922.1,299018.5,0.942,2108,238.9,754.4,2.794
GCF_020010925.1,Streptomyces griseiscabiei,10.61,71.4,176201,16605.9,172081.2,1.024,1613,152.0,2516.4,0.641,60729,5723.3,27686.4,2.193,41665,3926.7,43828.5,0.951,104082,9809.1,122817.5,0.847,322041,30350.4,344162.3,0.936,2724,256.7,898.0,3.033
GCF_036189845.1,Streptomyces griseoaurantiacus,7.57,72.7,135900,17945.7,132284.5,1.027,987,130.3,1790.8,0.551,36607,4834.0,18635.5,1.964,33559,4431.5,34967.4,0.96,81272,10732.0,96183.7,0.845,256673,33893.8,264569.1,0.97,1818,240.1,651.1,2.792
GCF_014655595.1,Streptomyces griseocarneus,7.38,72.2,125648,17035.6,125207.0,1.004,1413,191.6,1747.4,0.809,35872,4863.6,18578.1,1.931,35065,4754.2,32626.7,1.075,80380,10898.1,90389.1,0.889,239515,32473.9,250414.1,0.956,1538,208.5,630.8,2.438
GCF_001542625.1,Streptomyces griseochromogenes,10.76,70.8,173240,16093.4,168632.2,1.027,1880,174.6,2551.0,0.737,63516,5900.4,28805.6,2.205,43123,4006.0,42212.4,1.022,103513,9616.0,119317.8,0.868,322457,29955.1,337264.3,0.956,2239,208.0,902.5,2.481
GCF_014649995.1,Streptomyces griseoflavus,7.58,72.2,137337,18117.3,128840.9,1.066,1057,139.4,1795.9,0.589,38749,5111.7,19075.4,2.031,35322,4659.6,33594.1,1.051,77960,10284.4,93040.8,0.838,249885,32964.4,257681.8,0.97,1998,263.6,648.4,3.081
GCF_014673495.1,Streptomyces griseofuscus,9.12,71.6,156700,17188.3,150016.5,1.045,1441,158.1,2162.0,0.667,52957,5808.8,23528.4,2.251,37511,4114.5,38487.5,0.975,93760,10284.5,107459.4,0.873,292704,32106.5,300032.9,0.976,1927,211.4,774.3,2.489
GCF_023702435.1,Streptomyces griseoincarnatus,7.71,72.3,129842,16846.4,131534.1,0.987,1134,147.1,1825.6,0.621,37917,4919.6,19331.5,1.961,31961,4146.8,34366.4,0.93,78808,10225.0,95082.6,0.829,255974,33211.5,263068.1,0.973,1993,258.6,659.8,3.021
GCF_014650015.1,Streptomyces griseoloalbus,7.96,71.6,137080,17225.3,130739.7,1.048,1180,148.3,1887.2,0.625,42941,5395.9,20563.5,2.088,34410,4323.9,33514.9,1.027,78588,9875.3,93613.3,0.839,251455,31597.6,261479.4,0.962,1903,239.1,675.7,2.817
GCF_000721185.1,Streptomyces griseolus,7.54,72.0,139416,18496.2,126509.7,1.102,1256,166.6,1786.6,0.703,40476,5369.9,19157.5,2.113,34178,4534.4,32779.4,1.043,79588,10558.9,91070.5,0.874,238196,31601.3,253019.4,0.941,1717,227.8,643.1,2.67
GCF_014656035.1,Streptomyces griseoluteus,6.66,71.6,113726,17063.8,109562.7,1.038,1124,168.6,1580.5,0.711,33866,5081.4,17213.2,1.967,28307,4247.3,28095.2,1.008,65956,9896.3,78462.6,0.841,209566,31444.0,219125.5,0.956,1578,236.8,565.9,2.788
GCF_014649595.1,Streptomyces griseomycini,8.29,72.9,156873,18917.8,145984.7,1.075,1068,128.8,1959.7,0.545,42657,5144.1,20273.5,2.104,39556,4770.2,38739.4,1.021,87942,10605.2,106351.9,0.827,277749,33494.7,291969.5,0.951,2165,261.1,713.8,3.033
GCF_051201135.1,Streptomyces griseorubens,7.66,72.5,128480,16767.6,132213.6,0.972,1031,134.6,1813.7,0.568,37662,4915.2,19048.0,1.977,31326,4088.3,34734.5,0.902,79006,10310.9,95837.2,0.824,257636,33623.4,264427.2,0.974,2030,264.9,657.3,3.088
GCF_001514205.1,Streptomyces griseoruber,10.22,71.3,172450,16877.3,165425.7,1.042,1525,149.2,2423.3,0.629,59067,5780.7,26695.4,2.213,43044,4212.6,42097.3,1.022,99978,9784.6,118016.7,0.847,317142,31037.9,330851.4,0.959,2583,252.8,864.4,2.988
GCF_003595235.1,Streptomyces griseorubiginosus,9.51,70.9,149410,15706.9,150592.0,0.992,1592,167.4,2255.1,0.706,54462,5725.4,25263.5,2.156,34421,3618.5,37895.5,0.908,86478,9091.1,106834.1,0.809,285654,30029.7,301183.9,0.948,2482,260.9,799.9,3.103
GCF_014656055.1,Streptomyces griseosporeus,8.16,72.5,140832,17250.5,140817.1,1.0,1131,138.5,1932.4,0.585,41643,5100.9,20300.6,2.051,37476,4590.4,36988.2,1.013,87618,10732.3,102064.5,0.858,275135,33701.3,281634.3,0.977,1960,240.1,700.3,2.799
GCF_030803725.1,Streptomyces griseoviridis,7.87,73.2,161781,20550.6,141562.7,1.143,957,121.6,1856.3,0.516,37052,4706.6,18900.6,1.96,44795,5690.2,37966.6,1.18,86811,11027.4,103678.9,0.837,271694,34512.6,283125.4,0.96,2066,262.4,679.8,3.039
GCF_040685215.1,Streptomyces griseus,8.33,71.8,152869,18356.0,137952.0,1.108,1519,182.4,1974.7,0.769,50142,6020.9,21384.0,2.345,35590,4273.5,35510.0,1.002,91825,11026.0,98981.6,0.928,265673,31901.0,275904.0,0.963,2021,242.7,708.4,2.853
GCF_039537365.1,Streptomyces gulbargensis,6.83,72.9,131492,19259.7,120685.4,1.09,1048,153.5,1612.8,0.65,35111,5142.7,16634.3,2.111,35075,5137.5,32091.3,1.093,75744,11094.3,88010.8,0.861,230241,33723.5,241370.8,0.954,1964,287.7,588.1,3.34
GCF_021261325.1,Streptomyces guryensis,10.49,70.3,154894,14762.0,160238.8,0.967,1766,168.3,2483.2,0.711,60443,5760.5,28580.6,2.115,37191,3544.5,39603.8,0.939,94761,9031.1,112659.4,0.841,308015,29355.1,320477.6,0.961,2350,224.0,872.9,2.692
GCF_004348415.1,Streptomyces hainanensis,7.99,73.0,150693,18857.0,141603.6,1.064,821,102.7,1887.4,0.435,44725,5596.7,19430.6,2.302,44343,5548.9,37699.1,1.176,81552,10205.0,103327.9,0.789,263772,33007.1,283207.2,0.931,1991,249.1,688.6,2.891
GCF_023277745.1,Streptomyces halobius,9.24,69.9,146562,15863.2,138147.4,1.061,1624,175.8,2183.0,0.744,53968,5841.2,25526.2,2.114,37521,4061.1,33785.4,1.111,82876,8970.1,96616.4,0.858,277437,30028.5,276294.8,1.004,1866,202.0,763.4,2.444
GCF_045207185.1,Streptomyces halstedii,7.85,71.9,144805,18448.8,131108.4,1.104,1256,160.0,1860.8,0.675,41759,5320.3,20024.0,2.085,36058,4593.9,33889.7,1.064,81879,10431.7,94268.0,0.869,245945,31334.5,262216.8,0.938,1770,225.5,669.0,2.646
GCF_013364095.1,Streptomyces harbinensis,5.8,72.9,123890,21350.5,102367.4,1.21,612,105.5,1371.0,0.446,33249,5730.0,14161.8,2.348,33646,5798.4,27193.1,1.237,64652,11141.8,74614.8,0.866,199484,34378.0,204734.8,0.974,949,163.5,499.7,1.899
GCF_004803895.1,Streptomyces hawaiiensis,8.88,71.0,144472,16275.0,140940.5,1.025,1561,175.8,2104.6,0.742,49982,5630.6,23526.5,2.124,36442,4105.2,35518.3,1.026,88511,9970.9,100059.7,0.885,264926,29844.3,281881.0,0.94,2042,230.0,747.1,2.733
GCF_052543575.1,Streptomyces hayashii,9.65,71.6,157227,16296.5,158645.2,0.991,1555,161.2,2288.0,0.68,54303,5628.5,24912.7,2.18,40027,4148.8,40686.9,0.984,95474,9895.9,113620.2,0.84,299506,31043.7,317290.3,0.944,2430,251.9,819.3,2.966
GCF_031845485.1,Streptomyces hazeniae,6.46,72.8,115495,17875.8,113253.0,1.02,995,154.0,1527.5,0.651,27593,4270.7,15853.4,1.741,27749,4294.9,29988.6,0.925,67525,10451.2,82417.2,0.819,222864,34494.0,226506.0,0.984,1728,267.5,555.8,3.109
GCF_052983195.1,Streptomyces hebeiensis,7.7,71.5,139713,18142.6,125478.4,1.113,1310,170.1,1826.3,0.717,43906,5701.5,20022.9,2.193,36943,4797.3,32034.3,1.153,83626,10859.4,89661.7,0.933,241573,31369.8,250956.8,0.963,1627,211.3,652.5,2.493
GCF_028401405.1,Streptomyces heilongjiangensis,8.94,72.2,149409,16718.2,151362.1,0.987,1280,143.2,2117.6,0.604,46510,5204.3,22552.2,2.062,36097,4039.1,39396.9,0.916,90743,10153.7,109208.0,0.831,290002,32449.9,302724.3,0.958,2315,259.0,763.9,3.03
GCF_042431345.1,Streptomyces heliomycini,8.26,72.4,150500,18209.8,141605.3,1.063,1160,140.4,1957.1,0.593,43294,5238.4,20663.6,2.095,38738,4687.1,37071.0,1.045,84044,10168.9,102464.1,0.82,270463,32724.8,283210.6,0.955,2131,257.8,708.1,3.01
GCF_032656585.1,Streptomyces herbicida,10.8,70.6,169293,15679.2,167732.4,1.009,1870,173.2,2557.8,0.731,61611,5706.2,29064.0,2.12,40270,3729.6,41811.8,0.963,101896,9437.2,118433.0,0.86,319805,29619.1,335464.9,0.953,2454,227.3,903.0,2.718
GCF_031845785.1,Streptomyces hesseae,7.67,71.7,131543,17160.0,126537.6,1.04,1516,197.8,1817.8,0.834,39699,5178.8,19736.2,2.011,33345,4349.9,32515.0,1.026,82574,10771.9,90712.4,0.91,235950,30780.0,253075.1,0.932,1890,246.6,651.6,2.901
GCF_024539675.1,Streptomyces hilarionis,9.06,72.2,151594,16730.3,154229.7,0.983,1453,160.4,2146.5,0.677,47508,5243.1,22774.8,2.086,40096,4425.1,40243.2,0.996,97145,10721.2,111415.5,0.872,295110,32569.1,308459.5,0.957,2255,248.9,775.3,2.909
GCF_013912435.1,Streptomyces himalayensis,9.07,70.0,126576,13959.3,135768.1,0.932,1749,192.9,2142.7,0.816,54100,5966.4,25029.0,2.161,29035,3202.1,33226.4,0.874,81000,8933.0,94985.1,0.853,264429,29162.4,271536.2,0.974,1798,198.3,749.5,2.399
GCF_000158915.1,Streptomyces himastatinicus,11.03,67.6,165879,15038.9,143753.2,1.154,1828,165.7,2553.2,0.716,60756,5508.2,33096.3,1.836,34606,3137.4,32822.2,1.054,108841,9867.7,97142.2,1.12,339725,30800.0,287506.4,1.182,2146,194.6,862.7,2.488
GCF_031845745.1,Streptomyces hintoniae,9.09,72.0,143406,15775.5,152977.2,0.937,1123,123.5,2154.5,0.521,48807,5369.0,23056.4,2.117,34885,3837.5,39689.7,0.879,96447,10609.7,110196.4,0.875,304541,33501.2,305954.5,0.995,2300,253.0,776.0,2.964
GCF_014650335.1,Streptomyces hiroshimensis,7.76,72.2,130988,16885.9,131646.4,0.995,1611,207.7,1837.9,0.877,38959,5022.3,19544.0,1.993,34629,4464.1,34299.6,1.01,87323,11256.9,95030.8,0.919,258323,33300.8,263292.9,0.981,1838,236.9,663.4,2.771
GCF_035918035.1,Streptomyces hirsutus,8.84,71.1,153862,17397.5,141297.0,1.089,1425,161.1,2097.1,0.68,48642,5500.1,23332.6,2.085,38111,4309.3,35719.7,1.067,84632,9569.5,100469.8,0.842,267785,30279.1,282594.0,0.948,2053,232.1,745.6,2.754
GCF_000376565.1,Streptomyces hokutonensis,11.83,70.3,174532,14755.4,180141.7,0.969,1878,158.8,2798.8,0.671,70165,5931.9,32278.9,2.174,40747,3444.9,44462.0,0.916,105188,8892.9,126565.9,0.831,345358,29197.5,360283.3,0.959,3073,259.8,983.2,3.126
GCF_003626535.1,Streptomyces hoynatensis,7.26,74.4,135294,18633.7,139223.8,0.972,901,124.1,1694.5,0.532,32599,4489.8,16441.8,1.983,40858,5627.3,38557.7,1.06,95065,13093.1,103616.1,0.917,280943,38693.6,278447.6,1.009,1460,201.1,630.5,2.315
GCF_050871185.1,Streptomyces huangiella,8.88,71.4,160679,18095.9,144423.1,1.113,1390,156.5,2105.8,0.66,53309,6003.7,23118.0,2.306,34734,3911.8,36838.0,0.943,87531,9857.9,103152.8,0.849,296288,33368.4,288846.2,1.026,1543,173.8,752.0,2.052
GCF_021028635.1,Streptomyces huasconensis,8.24,71.6,113942,13833.7,135088.3,0.843,1549,188.1,1953.3,0.793,39736,4824.3,21310.4,1.865,25986,3154.9,34600.6,0.751,82982,10074.8,96686.4,0.858,274773,33360.1,270176.6,1.017,1925,233.7,699.0,2.754
GCF_020037025.1,Streptomyces huiliensis,7.68,73.2,150767,19629.9,137767.1,1.094,1339,174.3,1811.6,0.739,35960,4682.0,18480.2,1.946,42160,5489.2,36902.3,1.142,89204,11614.4,100835.7,0.885,271306,35324.0,275534.1,0.985,2100,273.4,663.0,3.168
GCF_001005085.2,Streptomyces humi,10.01,71.8,182336,18207.7,166300.1,1.096,1329,132.7,2374.4,0.56,54544,5446.7,25663.9,2.125,46699,4663.3,42860.8,1.09,97797,9765.8,119396.4,0.819,314841,31439.4,332600.1,0.947,2418,241.5,852.4,2.837
GCF_024436035.1,Streptomyces humicola,7.07,69.9,99167,14028.3,105208.3,0.943,1127,159.4,1669.6,0.675,45784,6476.7,19590.9,2.337,22968,3249.1,25669.9,0.895,61374,8682.1,73494.0,0.835,208423,29483.8,210416.5,0.991,1307,184.9,583.1,2.241
GCF_014649655.1,Streptomyces humidus,9.71,71.7,163238,16809.5,160651.7,1.016,1576,162.3,2302.7,0.684,53932,5553.7,24960.4,2.161,42406,4366.8,41326.1,1.026,97687,10059.3,115231.1,0.848,303882,31292.3,321303.4,0.946,2316,238.5,825.8,2.804
GCF_039538105.1,Streptomyces hundungensis,8.36,71.2,134180,16049.2,134375.3,0.999,1559,186.5,1982.6,0.786,47171,5642.1,21960.9,2.148,35055,4192.9,34071.5,1.029,88317,10563.5,95690.9,0.923,261007,31218.9,268750.5,0.971,1586,189.7,705.9,2.247
GCF_002217755.1,Streptomyces hyaluromycini,11.53,71.0,196980,17091.5,183215.9,1.075,1739,150.9,2732.5,0.636,65262,5662.6,30516.8,2.139,49441,4289.9,46201.3,1.07,107874,9360.0,130113.9,0.829,349878,30358.1,366431.9,0.955,2728,236.7,970.3,2.812
GCF_020404845.1,Streptomyces hyderabadensis,8.18,72.5,145956,17836.3,141010.0,1.035,1264,154.5,1937.1,0.653,40781,4983.6,20364.4,2.003,35721,4365.2,37020.9,0.965,87825,10732.5,102179.4,0.86,271153,33135.9,282019.9,0.961,1989,243.1,701.8,2.834
GCF_040684435.1,Streptomyces hydrogenans,8.67,73.4,165320,19059.4,157578.4,1.049,1476,170.2,2042.7,0.723,45052,5193.9,20640.1,2.183,42941,4950.6,42478.2,1.011,95647,11026.9,115703.5,0.827,300798,34678.3,315156.7,0.954,2853,328.9,749.9,3.804
GCF_037126205.1,Streptomyces hygroscopicus,9.68,72.0,180298,18620.3,162650.9,1.108,1481,153.0,2295.1,0.645,55477,5729.4,24594.2,2.256,44936,4640.8,42161.2,1.066,104197,10761.0,117111.5,0.89,324889,33553.0,325301.7,0.999,1828,188.8,826.3,2.212
GCF_052934925.1,Streptomyces hypolithicus,6.17,70.2,90664,14705.2,93837.3,0.966,1171,189.9,1458.8,0.803,35177,5705.5,16832.4,2.09,22297,3616.5,23153.2,0.963,56153,9107.7,65918.7,0.852,184318,29895.4,187674.6,0.982,1225,198.7,512.4,2.391
GCF_036287475.1,Streptomyces iakyrus,9.12,71.2,152140,16688.4,146828.3,1.036,1612,176.8,2162.0,0.746,50548,5544.7,23910.1,2.114,38174,4187.3,37267.5,1.024,92850,10184.8,104612.9,0.888,276221,30299.0,293656.7,0.941,2136,234.3,770.2,2.773
GCF_028657195.3,Streptomyces iconiensis,9.83,70.8,130932,13321.9,154512.1,0.847,1745,177.5,2329.4,0.749,44456,4523.3,26233.4,1.695,28590,2908.9,38746.7,0.738,92619,9423.7,109424.3,0.846,286773,29178.3,309024.2,0.928,1932,196.6,824.8,2.342
GCF_042656345.1,Streptomyces incanus,8.27,70.9,141842,17143.3,130940.7,1.083,1394,168.5,1961.4,0.711,46443,5613.2,21979.8,2.113,35510,4291.8,32944.8,1.078,78536,9492.0,92885.0,0.846,248388,30020.6,261881.4,0.948,1894,228.9,695.7,2.722
GCF_001027185.1,Streptomyces incarnatus,8.9,71.5,157254,17674.0,145150.7,1.083,1347,151.4,2110.1,0.638,49252,5535.5,23113.4,2.131,39741,4466.6,37078.8,1.072,88846,9985.5,103749.8,0.856,276968,31128.9,290301.4,0.954,1891,212.5,754.1,2.508
