gene_id	old_locus_tag	gene_name	gene_biotype	contig	start	end	strand	product	protein_id	ontology_term
SC_RS15570	SCO2696		protein_coding	NC_003888.3	2941209	2942201	+	D-2-hydroxyacid dehydrogenase family protein	WP_011028521.1	
SC_RS15575	SCO2697		protein_coding	NC_003888.3	2942208	2942786	-	DUF2087 domain-containing protein	WP_011028522.1	
SC_RS15580	SCO2699	chpF	protein_coding	NC_003888.3	2943092	2943364	+	chaplin ChpF	WP_011028524.1	
SC_RS15585	SCO2700		protein_coding	NC_003888.3	2943456	2944322	-	tyrosinase family protein	WP_003976100.1	GO:0016491
SC_RS15590	SCO2701		protein_coding	NC_003888.3	2944306	2944875	-	tyrosinase cofactor	WP_011028525.1	
SC_RS15595	SCO2702		protein_coding	NC_003888.3	2944995	2945510	-	hypothetical protein	WP_011028526.1	
SC_RS15600	SCO2703		protein_coding	NC_003888.3	2945615	2945917	-	hypothetical protein	WP_003976097.1	
SC_RS15605	SCO2704		protein_coding	NC_003888.3	2946094	2946828	-	hypothetical protein	WP_003976096.1	
SC_RS15610	SCO2705	chpG	protein_coding	NC_003888.3	2947104	2947343	-	chaplin ChpG	WP_007449696.1	
SC_RS15615	SCO2706		protein_coding	NC_003888.3	2947584	2948894	+	glycosyltransferase	WP_011028527.1	
SC_RS15620	SCO2707		protein_coding	NC_003888.3	2948891	2950345	+	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase	WP_011028528.1	GO:0006260,GO:0003677,GO:0003678,GO:0005524
SC_RS15625	SCO2708		protein_coding	NC_003888.3	2950351	2951667	+	O-antigen ligase family protein	WP_011028529.1	GO:0009103,GO:0008754,GO:0008755,GO:0005886
SC_RS15630	SCO2709	murJ	protein_coding	NC_003888.3	2951811	2953604	+	murein biosynthesis integral membrane protein MurJ	WP_161270486.1	GO:0071555,GO:0015648
SC_RS15635	SCO2710		protein_coding	NC_003888.3	2953648	2954337	+	polysaccharide deacetylase family protein	WP_003976090.1	GO:0005975,GO:0016787,GO:0046872
SC_RS15640	SCO2711		protein_coding	NC_003888.3	2954348	2955550	+	glycosyltransferase	WP_011028531.1	
SC_RS15645	SCO2712		protein_coding	NC_003888.3	2955547	2956266	+	YveK family protein	WP_011028532.1	GO:0009103,GO:0004713
SC_RS15650	SCO2713		protein_coding	NC_003888.3	2956263	2957411	+	GNAT family N-acetyltransferase	WP_011028533.1	GO:0008080,GO:0016746
SC_RS15655	SCO2714		protein_coding	NC_003888.3	2957449	2958636	-	glycoside hydrolase family 26 protein	WP_011028534.1	GO:0005975,GO:0004553
SC_RS15660	SCO2715		protein_coding	NC_003888.3	2958781	2960079	+	carboxylate--amine ligase	WP_011028535.1	GO:0005524,GO:0016879
SC_RS15665	SCO2716	chpA	protein_coding	NC_003888.3	2960170	2960952	-	LAXTG-anchored chaplin ChpA	WP_037666651.1	
SC_RS15670	SCO2717	chpD	protein_coding	NC_003888.3	2961104	2961331	-	chaplin ChpD	WP_011028536.1	
SC_RS15675	SCO2718	rdlA	protein_coding	NC_003888.3	2961619	2962014	-	rodlin RdlA	WP_003976082.1	
SC_RS15680	SCO2719	rdlB	protein_coding	NC_003888.3	2962277	2962678	+	rodlin RdlB	WP_003976081.1	
SC_RS15685	SCO2720		protein_coding	NC_003888.3	2962767	2964695	-	AMP-dependent synthetase/ligase	WP_011028538.1	GO:0005524,GO:0015645
SC_RS15690	SCO2721		protein_coding	NC_003888.3	2964860	2966458	-	vWA domain-containing protein	WP_011028539.1	
SC_RS15695	SCO2722		protein_coding	NC_003888.3	2966690	2967589	-	ABC transporter permease	WP_011028540.1	GO:0055085,GO:0042626,GO:0140359,GO:0016020
SC_RS15700	SCO2723		protein_coding	NC_003888.3	2967586	2970237	-	CocE/NonD family hydrolase	WP_161270046.1	GO:0016787
SC_RS15705	SCO2724		protein_coding	NC_003888.3	2970454	2971884	-	APC family permease	WP_011028542.1	GO:0006865,GO:0055085,GO:0015171,GO:0022857,GO:0016020
SC_RS15710	SCO2725		protein_coding	NC_003888.3	2972229	2973086	+	lipoprotein	WP_011028543.1	
SC_RS15715	SCO2726	mmsA	protein_coding	NC_003888.3	2973144	2974646	-	CoA-acylating methylmalonate-semialdehyde dehydrogenase	WP_011028544.1	GO:0004491
SC_RS15720			protein_coding	NC_003888.3	2974661	2974783	-	hypothetical protein	WP_016326276.1	
SC_RS15725			protein_coding	NC_003888.3	2975426	2975617	+	helix-turn-helix transcriptional regulator	WP_016326277.1	GO:0006355,GO:0003677,GO:0003700
SC_RS15730	SCO2729		protein_coding	NC_003888.3	2975713	2976312	+	GNAT family N-acetyltransferase	WP_202492461.1	GO:0008080,GO:0016746
SC_RS15735	SCO2730		protein_coding	NC_003888.3	2976388	2976630	+	heavy-metal-associated domain-containing protein	WP_016326279.1	GO:0046872
SC_RS15740	SCO2731		protein_coding	NC_003888.3	2976666	2978948	+	heavy metal translocating P-type ATPase	WP_011028547.1	GO:0005524,GO:0015662,GO:0016887,GO:0019829,GO:0046872,GO:0016020
SC_RS15745	SCO2732		protein_coding	NC_003888.3	2978987	2979586	-	anthrone oxygenase family protein	WP_011028548.1	GO:0016491
SC_RS15750	SCO2733		protein_coding	NC_003888.3	2979583	2980422	-	SDR family oxidoreductase	WP_011028549.1	GO:0016491,GO:0070403
SC_RS15755	SCO2734		protein_coding	NC_003888.3	2980555	2981592	+	LysR family transcriptional regulator	WP_238363727.1	GO:0006355,GO:0003677,GO:0003700
SC_RS15760	SCO2735		protein_coding	NC_003888.3	2981644	2982126	+	hypothetical protein	WP_011028551.1	
SC_RS15765	SCO2736		protein_coding	NC_003888.3	2982769	2984058	-	citrate synthase	WP_003976064.1	GO:0046912
SC_RS15770	SCO2737	recD2	protein_coding	NC_003888.3	2984296	2986557	-	SF1B family DNA helicase RecD2	WP_011028552.1	GO:0006281,GO:0003677,GO:0043139
SC_RS15775	SCO2738		protein_coding	NC_003888.3	2986705	2986902	-	DUF397 domain-containing protein	WP_003976062.1	
SC_RS15780	SCO2739		protein_coding	NC_003888.3	2986899	2987087	-	DUF397 domain-containing protein	WP_016326283.1	
SC_RS15785	SCO2740		pseudogene	NC_003888.3	2987189	2987528	+	ATP-binding protein		
SC_RS15790	SCO2741		protein_coding	NC_003888.3	2987658	2988134	+	hypothetical protein	WP_237530318.1	
SC_RS15795	SCO2742		protein_coding	NC_003888.3	2988198	2989145	-	RNA polymerase sigma-70 factor	WP_011028554.1	GO:0006352,GO:0003700,GO:0016987
SC_RS15800	SCO2743		protein_coding	NC_003888.3	2989276	2989761	+	carboxymuconolactone decarboxylase family protein	WP_011028555.1	GO:0051920
SC_RS15805	SCO2744		protein_coding	NC_003888.3	2989772	2990122	-	hypothetical protein	WP_011028556.1	
SC_RS15810	SCO2745		protein_coding	NC_003888.3	2990408	2991451	+	LacI family DNA-binding transcriptional regulator	WP_003976055.1	GO:0006355,GO:0003677,GO:0003700
SC_RS15815	SCO2746		protein_coding	NC_003888.3	2991448	2993001	+	sugar ABC transporter ATP-binding protein	WP_011028557.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359
SC_RS15820	SCO2747		protein_coding	NC_003888.3	2992991	2994946	+	ABC transporter permease/substrate-binding protein	WP_003976053.1	GO:0055085,GO:0022857,GO:0140359,GO:0055052
SC_RS15825	SCO2748		protein_coding	NC_003888.3	2994994	2995914	+	ribokinase	WP_011028558.1	GO:0005524,GO:0019200
SC_RS15830	SCO2749	rbsD	protein_coding	NC_003888.3	2995911	2996300	+	D-ribose pyranase	WP_011028559.1	GO:0016872
SC_RS15835	SCO2750		protein_coding	NC_003888.3	2996489	2997352	-	sugar phosphate isomerase/epimerase family protein	WP_011028560.1	GO:0003824,GO:0016853
SC_RS15840	SCO2751		protein_coding	NC_003888.3	2997349	2998515	-	dihydrodipicolinate synthase family protein	WP_011028561.1	
SC_RS15845	SCO2752		protein_coding	NC_003888.3	2998512	2999663	-	Gfo/Idh/MocA family protein	WP_161270047.1	GO:0000166,GO:0003824
SC_RS15850	SCO2753		protein_coding	NC_003888.3	2999879	3000925	+	LacI family DNA-binding transcriptional regulator	WP_003976047.1	GO:0006355,GO:0003677,GO:0003700
SC_RS15855	SCO2754		protein_coding	NC_003888.3	3001131	3001931	+	sugar phosphate isomerase/epimerase family protein	WP_003976046.1	GO:0003824,GO:0016853
SC_RS15860	SCO2755		protein_coding	NC_003888.3	3001915	3002577	-	GNAT family N-acetyltransferase	WP_011028564.1	GO:0008080,GO:0016746
SC_RS15865	SCO2756		protein_coding	NC_003888.3	3002574	3003509	-	EamA family transporter	WP_003976044.1	GO:0016020
SC_RS15870	SCO2757		protein_coding	NC_003888.3	3003658	3004599	+	LysR family transcriptional regulator	WP_011028565.1	GO:0003677,GO:0003700
SC_RS15875	SCO2758		protein_coding	NC_003888.3	3004794	3006641	+	glycoside hydrolase family 3 protein	WP_011028566.1	GO:0005975,GO:0004553
SC_RS15880	SCO2759		protein_coding	NC_003888.3	3006815	3008032	-	IS110-like element IS110 family transposase	WP_011027512.1	GO:0006313,GO:0004803
SC_RS15885	SCO2760		protein_coding	NC_003888.3	3008299	3008949	+	hypothetical protein	WP_011028567.1	
SC_RS15890	SCO2761		protein_coding	NC_003888.3	3008987	3010411	-	S28 family serine protease	WP_011028568.1	GO:0006508,GO:0070008
SC_RS15895	SCO2762		protein_coding	NC_003888.3	3010475	3010867	-	hypothetical protein	WP_003976038.1	
SC_RS15900	SCO2763		protein_coding	NC_003888.3	3010977	3014708	-	ABC transporter ATP-binding protein	WP_011028569.1	GO:0005524,GO:0016887,GO:0042626,GO:0140359,GO:0055052
SC_RS15905	SCO2764		protein_coding	NC_003888.3	3014808	3015806	-	esterase-like activity of phytase family protein	WP_161270048.1	
SC_RS15910	SCO2765		protein_coding	NC_003888.3	3015897	3016268	+	hypothetical protein	WP_011028571.1	
SC_RS15915	SCO2766		protein_coding	NC_003888.3	3016395	3017255	+	endonuclease I family protein	WP_011028572.1	
SC_RS15920	SCO2767		protein_coding	NC_003888.3	3017260	3019491	-	tetratricopeptide repeat protein	WP_011028573.1	
SC_RS15925	SCO2768		protein_coding	NC_003888.3	3019488	3019907	-	hypothetical protein	WP_003976032.1	
SC_RS15930	SCO2769		protein_coding	NC_003888.3	3019967	3021661	-	thiamine pyrophosphate-binding protein	WP_011028574.1	GO:0009097,GO:0009099,GO:0000287,GO:0030976,GO:0050660,GO:0005948
SC_RS15935	SCO2770	speB	protein_coding	NC_003888.3	3021658	3022626	-	agmatinase	WP_003976030.1	GO:0008295,GO:0008783
SC_RS15940	SCO2771		protein_coding	NC_003888.3	3022836	3023624	+	phosphatase	WP_003976029.1	
SC_RS15945	SCO2772		protein_coding	NC_003888.3	3023634	3024614	-	cation diffusion facilitator family transporter	WP_011028575.1	GO:0006812,GO:0055085,GO:0008324,GO:0016020
SC_RS15950	SCO2773		protein_coding	NC_003888.3	3024620	3025492	-	acyl-CoA thioesterase	WP_011028576.1	GO:0016790
SC_RS15955	SCO2774		protein_coding	NC_003888.3	3025503	3026660	-	acyl-CoA dehydrogenase family protein	WP_011028577.1	GO:0003995,GO:0050660
SC_RS15960	SCO2775		protein_coding	NC_003888.3	3026790	3027416	-	SACE_7040 family transcriptional regulator	WP_011028578.1	GO:0006355,GO:0003677
SC_RS15965	SCO2776		protein_coding	NC_003888.3	3027514	3029130	+	carboxyl transferase domain-containing protein	WP_011028579.1	
SC_RS15970	SCO2777		protein_coding	NC_003888.3	3029169	3031109	+	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	WP_011028580.1	GO:0004075,GO:0005524,GO:0016421,GO:0046872
SC_RS15975	SCO2778		protein_coding	NC_003888.3	3031106	3032059	+	hydroxymethylglutaryl-CoA lyase	WP_011028581.1	
SC_RS15980	SCO2779		protein_coding	NC_003888.3	3032065	3033225	+	acyl-CoA dehydrogenase family protein	WP_003976021.1	GO:0003995,GO:0050660
SC_RS15985	SCO2780	desE	protein_coding	NC_003888.3	3033355	3034404	+	siderophore-binding protein DesE	WP_003976020.1	
SC_RS15990	SCO2781		protein_coding	NC_003888.3	3034632	3035477	+	siderophore-interacting protein	WP_011028582.1	GO:0015891,GO:0071949
SC_RS15995	SCO2782	desA	protein_coding	NC_003888.3	3035641	3037083	+	lysine decarboxylase DesA	WP_011028583.1	
SC_RS16000	SCO2783		protein_coding	NC_003888.3	3037067	3038347	+	lysine N(6)-hydroxylase/L-ornithine N(5)-oxygenase family protein	WP_161270049.1	GO:0004497
SC_RS16005	SCO2784		protein_coding	NC_003888.3	3038344	3038898	+	GNAT family N-acetyltransferase	WP_003976016.1	GO:0008080,GO:0016746
SC_RS16010	SCO2785	desD	protein_coding	NC_003888.3	3038895	3040682	+	desferrioxamine E synthetase DesD	WP_011028585.1	
SC_RS16015	SCO2786		protein_coding	NC_003888.3	3040752	3042359	-	beta-N-acetylhexosaminidase	WP_011028586.1	
SC_RS16020	SCO2787		protein_coding	NC_003888.3	3042474	3043370	+	DUF4429 domain-containing protein	WP_003976013.1	
SC_RS16025	SCO2788		protein_coding	NC_003888.3	3043459	3043716	+	hypothetical protein	WP_003976012.1	
SC_RS16030	SCO2789	glmS	protein_coding	NC_003888.3	3043786	3045603	+	glutamine--fructose-6-phosphate transaminase (isomerizing)	WP_003976011.1	GO:1901137,GO:0004360
SC_RS16035	SCO2790		protein_coding	NC_003888.3	3045619	3046146	-	universal stress protein	WP_003976010.1	GO:0050896,GO:0005524
SC_RS16040			protein_coding	NC_003888.3	3046449	3046748	+	hypothetical protein	WP_016326293.1	
SC_RS16045	SCO2792		protein_coding	NC_003888.3	3047135	3048331	+	helix-turn-helix domain-containing protein	WP_011028588.1	GO:0006355,GO:0003700,GO:0043565
SC_RS16050	SCO2793	orn	protein_coding	NC_003888.3	3048673	3049275	+	oligoribonuclease	WP_003976007.1	GO:0000175,GO:0003676
SC_RS16055	SCOt19		tRNA	NC_003888.3	3049397	3049469	+			
SC_RS16060	SCO2794		protein_coding	NC_003888.3	3049837	3050892	-	LacI family DNA-binding transcriptional regulator	WP_003976006.1	GO:0006355,GO:0003677,GO:0003700
SC_RS16065	SCO2795		protein_coding	NC_003888.3	3051258	3052583	+	ABC transporter substrate-binding protein	WP_011028589.1	GO:0042626,GO:0140359,GO:0055052
SC_RS16070	SCO2796		protein_coding	NC_003888.3	3052589	3053602	+	carbohydrate ABC transporter permease	WP_011028590.1	GO:0008643,GO:0055085,GO:0042626,GO:0140359
SC_RS16075	SCO2797		protein_coding	NC_003888.3	3053615	3054526	+	carbohydrate ABC transporter permease	WP_011028591.1	GO:0008643,GO:0055085
SC_RS16080	SCO2798		protein_coding	NC_003888.3	3054670	3056109	+	GH1 family beta-glucosidase	WP_003976002.1	GO:0030245,GO:0008422
SC_RS16085	SCO2799		protein_coding	NC_003888.3	3056184	3057653	-	glycoside hydrolase family 18 protein	WP_011028592.1	GO:0005975,GO:0004553,GO:0030246
SC_RS16090	SCO2800		protein_coding	NC_003888.3	3057814	3059226	-	sensor histidine kinase	WP_003976000.1	GO:0000160,GO:0007165,GO:0000155,GO:0004673,GO:0005524,GO:0016020
SC_RS16095	SCO2801		protein_coding	NC_003888.3	3059223	3059927	-	response regulator transcription factor	WP_016326297.1	GO:0000160,GO:0006355,GO:0000156,GO:0003677
SC_RS16100	SCO2802		protein_coding	NC_003888.3	3060047	3060619	+	hypothetical protein	WP_161270050.1	
SC_RS16105	SCO2803		protein_coding	NC_003888.3	3060648	3061517	-	spermidine synthase	WP_011028594.1	GO:0004766,GO:1904047
SC_RS16110	SCO2804		protein_coding	NC_003888.3	3061566	3061946	-	hypothetical protein	WP_046247739.1	
SC_RS16115	SCO2805		protein_coding	NC_003888.3	3062230	3063669	+	hypothetical protein	WP_011028595.1	
SC_RS16120	SCO2806		protein_coding	NC_003888.3	3063968	3064564	-	histidine phosphatase family protein	WP_011028596.1	GO:0003824
SC_RS16125	SCO2807		protein_coding	NC_003888.3	3064780	3065769	+	phosphatase PAP2 family protein	WP_011028597.1	
SC_RS16130	SCO2808		protein_coding	NC_003888.3	3065666	3066904	+	hypothetical protein	WP_374105104.1	
SC_RS16135	SCO2809		protein_coding	NC_003888.3	3066895	3068574	+	hypothetical protein	WP_030866470.1	
SC_RS16140	SCO2810		protein_coding	NC_003888.3	3068571	3069932	+	AAA family ATPase	WP_003975990.1	
SC_RS16145	SCO2811		protein_coding	NC_003888.3	3070230	3070556	-	ArsR/SmtB family transcription factor	WP_003975989.1	GO:0006355,GO:0003677,GO:0003700
SC_RS16150	SCO2812		protein_coding	NC_003888.3	3070648	3071898	+	MFS transporter	WP_003975988.1	GO:0055085,GO:0022857
SC_RS16155	SCO2813		protein_coding	NC_003888.3	3071960	3072526	+	dihydrofolate reductase family protein	WP_003975987.1	GO:0046654,GO:0004146,GO:0050661
SC_RS16160	SCO2814		protein_coding	NC_003888.3	3072689	3073546	-	class I SAM-dependent methyltransferase	WP_003975986.1	GO:0008168,GO:1904047
SC_RS16165	SCO2815		protein_coding	NC_003888.3	3073685	3074278	+	TetR/AcrR family transcriptional regulator	WP_016326304.1	GO:0006355,GO:0003677,GO:0003700
SC_RS16170	SCO2816		protein_coding	NC_003888.3	3074377	3075477	+	LLM class flavin-dependent oxidoreductase	WP_011028601.1	GO:0010181,GO:0016491
SC_RS16175	SCO2817		protein_coding	NC_003888.3	3075453	3077357	-	putative bifunctional diguanylate cyclase/phosphodiesterase	WP_003975983.1	GO:0005525,GO:0046872,GO:0052621,GO:0071111,GO:0005886
SC_RS16180	SCO2818		protein_coding	NC_003888.3	3077642	3078952	+	M6 family metalloprotease domain-containing protein	WP_011028602.1	
SC_RS16185	SCOt20		tRNA	NC_003888.3	3079125	3079198	-			
SC_RS16190	SCO2819		protein_coding	NC_003888.3	3079189	3079803	-	bifunctional DNA primase/polymerase	WP_011028603.1	
SC_RS16195	SCO2820		protein_coding	NC_003888.3	3079945	3080292	-	hypothetical protein	WP_003975980.1	
SC_RS16200	SCO2821		protein_coding	NC_003888.3	3080444	3082009	-	pectate lyase family protein	WP_003975979.1	GO:0000272,GO:0016837
SC_RS16205	SCO2822		protein_coding	NC_003888.3	3082430	3083161	-	maleate cis-trans isomerase family protein	WP_003975978.1	
SC_RS16210	SCO2823		protein_coding	NC_003888.3	3083158	3084060	-	maleate cis-trans isomerase family protein	WP_003975977.1	
SC_RS16215	SCO2824		protein_coding	NC_003888.3	3084248	3085231	+	D-2-hydroxyacid dehydrogenase	WP_003975976.1	
SC_RS16220	SCO2825		protein_coding	NC_003888.3	3085268	3086671	+	amidase	WP_011028604.1	GO:0003824
SC_RS16225	SCO2826		protein_coding	NC_003888.3	3086668	3087165	+	hypothetical protein	WP_016326309.1	
SC_RS16230	SCO2827		protein_coding	NC_003888.3	3087146	3087640	-	DUF3830 family protein	WP_003975973.1	
SC_RS16235	SCO2828	ehuB	protein_coding	NC_003888.3	3087748	3088677	+	ectoine/hydroxyectoine ABC transporter substrate-binding protein EhuB	WP_003975972.1	GO:0033308,GO:0051470,GO:0033286,GO:0033288,GO:0033294,GO:0033295,GO:0030288
SC_RS16240	SCO2829	ehuC	protein_coding	NC_003888.3	3088674	3089375	+	ectoine/hydroxyectoine ABC transporter permease subunit EhuC	WP_003975971.1	GO:0033308,GO:0051470,GO:0033286,GO:0033288,GO:0005886
SC_RS16245	SCO2830	ehuD	protein_coding	NC_003888.3	3089372	3090022	+	ectoine/hydroxyectoine ABC transporter permease subunit EhuD	WP_003975970.1	GO:0033308,GO:0051470,GO:0033286,GO:0033288,GO:0005886
SC_RS16250	SCO2831	ehuA	protein_coding	NC_003888.3	3090012	3090797	+	ectoine/hydroxyectoine ABC transporter ATP-binding protein EhuA	WP_003975969.1	GO:0033308,GO:0051470,GO:0005524,GO:0033286,GO:0033288,GO:0009898
SC_RS16255	SCO2832		protein_coding	NC_003888.3	3090979	3091737	+	IclR family transcriptional regulator	WP_030866451.1	GO:0006355,GO:0003677,GO:0003700
SC_RS16260	SCOt21		tRNA	NC_003888.3	3091827	3091900	+			
SC_RS16265	SCO2833		protein_coding	NC_003888.3	3091946	3092551	-	lytic polysaccharide monooxygenase auxiliary activity family 9 protein	WP_003975967.1	GO:0016787,GO:0046872
SC_RS16270	SCO2834		protein_coding	NC_003888.3	3092672	3093823	-	SPFH domain-containing protein	WP_003975966.1	
SC_RS16275	SCO2835		protein_coding	NC_003888.3	3093880	3094941	-	peptidoglycan-binding protein	WP_011028607.1	
SC_RS16280	SCOt22		tRNA	NC_003888.3	3095139	3095212	+			
SC_RS16285	SCO2836		protein_coding	NC_003888.3	3095506	3097467	+	glycosyltransferase family 2 protein	WP_011028608.1	GO:0016757
SC_RS16290	SCO2837	glxA	protein_coding	NC_003888.3	3097464	3099401	+	radical copper oxidase GlxA	WP_011028609.1	
SC_RS16295	SCO2838		protein_coding	NC_003888.3	3099502	3100527	-	glycoside hydrolase family 6 protein	WP_161270051.1	
SC_RS16300	SCO2839		protein_coding	NC_003888.3	3100609	3101196	-	lipoprotein	WP_011028611.1	
SC_RS16305	SCO2840		protein_coding	NC_003888.3	3101313	3102206	+	LysR family transcriptional regulator	WP_011028612.1	GO:0003677,GO:0003700
SC_RS16310	SCO2841		protein_coding	NC_003888.3	3102196	3102936	-	class F sortase	WP_011028613.1	GO:0016787
SC_RS16315	SCO2842		protein_coding	NC_003888.3	3102939	3103493	-	hypothetical protein	WP_011028614.1	
SC_RS16320	SCO2843		protein_coding	NC_003888.3	3103597	3104376	-	HAD-IIA family hydrolase	WP_003975956.1	GO:0016787
SC_RS16325	SCO2845		pseudogene	NC_003888.3	3104592	3104948	-	GntR family transcriptional regulator		GO:0006355,GO:0003700
SC_RS16330	SCO2846		protein_coding	NC_003888.3	3105013	3106233	-	ROK family transcriptional regulator	WP_003975954.1	GO:0006355,GO:0003677,GO:0003700,GO:0005524
SC_RS16335	SCO2847		protein_coding	NC_003888.3	3106290	3107372	+	Gfo/Idh/MocA family oxidoreductase	WP_003975953.1	
SC_RS16340	SCO2848		protein_coding	NC_003888.3	3107369	3107845	+	heme-degrading domain-containing protein	WP_011028617.1	
SC_RS16345	SCO2849		protein_coding	NC_003888.3	3107953	3108825	+	LLM class F420-dependent oxidoreductase	WP_003975951.1	GO:0016491,GO:0070967
SC_RS16350	SCO2850		protein_coding	NC_003888.3	3109095	3109952	-	fumarylacetoacetate hydrolase family protein	WP_011028618.1	GO:0003824,GO:0016787
