tss_id,tss_position,strand,abundance,category,sco_gene,reference,gene_id
TSS-2061,4639322,+,123,I,SCO4235,Romero et al.,SC_RS23360
TSS-2062,4640684,+,4,P,SCO4236,,SC_RS23365
TSS-2063,4641923,+,213,P,SCO4237,,SC_RS23370
TSS-2064,4644464,-,6,P,SCO4238,,SC_RS23375
TSS-2065,4644971,-,2,P,SCO4239,,SC_RS23380
TSS-2066,4646396,-,18,P,SCO4240,,SC_RS23385
TSS-2067,4661283,-,7,P,SCO4252,,SC_RS23450
TSS-2068,4662950,-,11,P,SCO4253,Romero et al.,SC_RS23455
TSS-2069,4663122,+,46,S,SCO4254,,SC_RS23460
TSS-2070,4663153,+,127,P,SCO4254,,SC_RS23460
TSS-2071,4667076,+,287,P,SCO4256,Romero et al.,SC_RS23470
TSS-2072,4668591,+,4,P,SCO4257,Romero et al.,SC_RS23475
TSS-2073,4670132,+,887,P,SCO4258,Romero et al.,SC_RS23480
TSS-2074,4674438,-,5,P,SCO4260,,SC_RS23490
TSS-2075,4674582,+,39,A,SCO4261,Romero et al.,SC_RS23495
TSS-2076,4675329,-,23,P,SCO4261,Romero et al.,SC_RS23495
TSS-2077,4680245,-,2,P,SCO4264,,SC_RS23505
TSS-2078,4681806,-,2,P,SCO4265,,SC_RS23510
TSS-2079,4693488,-,7806,P,SCO4277,Romero et al.,SC_RS23570
TSS-2080,4693506,-,2738,S,SCO4277,Romero et al.,SC_RS23570
TSS-2081,4693625,+,6,P,SCO4278,,SC_RS23575
TSS-2082,4695224,+,27,S,SCO4281,,SC_RS23590
TSS-2083,4695458,+,150,P,SCO4281,Vockenhuber et al. and Romero et al.,SC_RS23590
TSS-2084,4701628,+,25,P,SCO4286,,SC_RS23615
TSS-2085,4704546,+,3,P,SCO4289,Romero et al.,SC_RS23630
TSS-2086,4708375,+,7,P,SCO4293,Romero et al.,SC_RS23650
TSS-2087,4708420,-,7,P,SCO4292,,SC_RS23645
TSS-2088,4710480,+,15,P,SCO4295,,SC_RS23660
TSS-2089,4710964,+,3649,P,SCO4296,Vockenhuber et al. and Romero et al.,SC_RS23665
TSS-2090,4714155,+,17,P,SCO4298,,SC_RS23675
TSS-2091,4716272,-,3,S,SCO4300,,SC_RS23685
TSS-2092,4716445,-,6,P,SCO4300,,SC_RS23685
TSS-2093,4716703,+,27,A,SCO4301,,SC_RS23690
TSS-2094,4718222,-,47,P,SCO4303,Romero et al.,SC_RS23700
TSS-2095,4724157,-,3,P,SCO4311,,SC_RS23740
TSS-2096,4724896,+,5,P,SCO4313,,SC_RS23750
TSS-2097,4731457,-,3,P,SCO4318,Romero et al.,
TSS-2098,4734770,+,4,P,SCO4322,,SC_RS23790
TSS-2099,4737265,-,3,P,SCO4324,,SC_RS23800
TSS-2100,4737284,+,28,P,SCO4325,,SC_RS23805
TSS-2101,4738692,-,5,P,SCO4326,,SC_RS23810
TSS-2102,4739831,-,7,P,SCO4328,,SC_RS23820
TSS-2103,4741408,+,193,P,SCO4330,,SC_RS23830
TSS-2104,4741580,+,10,S,SCO4330,Romero et al.,SC_RS23830
TSS-2105,4742721,+,6,P,SCO4331,,SC_RS23835
TSS-2106,4742758,+,5,S,SCO4331,,SC_RS23835
TSS-2107,4748436,-,7,P,SCO4332,Romero et al.,SC_RS23840
TSS-2108,4748796,-,16,P,SCO4333,Vockenhuber et al. and Romero et al.,SC_RS23845
TSS-2109,4748911,+,157,P,SCO4334,,SC_RS23850
TSS-2110,4750671,-,64,P,SCO4335,Romero et al.,SC_RS23855
TSS-2111,4750828,+,163,P,SCO4336,Vockenhuber et al.,SC_RS23860
TSS-2112,4754335,+,10,P,SCO4340,,SC_RS23880
TSS-2113,4755199,+,33,I,SCO4340,,SC_RS23880
TSS-2114,4756084,+,9,P,SCO4341,,
TSS-2115,4756834,+,7,P,SCO4342,,SC_RS23885
TSS-2116,4757053,+,19,I,SCO4342,Romero et al.,SC_RS23885
TSS-2117,4758456,+,29,A,SCO4344,Romero et al.,
TSS-2118,4758673,-,8,P,SCO4344,,
TSS-2119,4759018,+,4,P,SCO4345,,SC_RS23895
TSS-2120,4761063,-,63,P,SCO4346,,SC_RS23900
TSS-2121,4761696,-,3,P,SCO4347,,SC_RS23905
TSS-2122,4764340,+,13,A,SCO4349,,SC_RS23915
TSS-2123,4766968,+,2,P,SCO4351,,SC_RS23925
TSS-2124,4767684,+,1995,P,SCO4352,Romero et al.,SC_RS23930
TSS-2125,4768972,-,21,P,SCO4353,,
TSS-2126,4769658,-,175,P,SCO4354,Romero et al.,SC_RS23940
TSS-2127,4771957,+,3,I,SCO4357,,SC_RS23955
TSS-2128,4773088,+,5,P,SCO4359,,SC_RS23965
TSS-2129,4777590,+,18,P,SCO4364,,SC_RS23990
TSS-2130,4778026,+,121,P,SCO4365,,SC_RS23995
TSS-2131,4779347,-,26,P,SCO4366,Vockenhuber et al. and Romero et al.,SC_RS24000
TSS-2132,4783492,-,2,P,SCO4368,,SC_RS24010
TSS-2133,4786387,+,9,P,SCO4371,,SC_RS24025
TSS-2134,4788291,-,4,P,SCO4373,,SC_RS24035
TSS-2135,4804174,-,4,P,SCO4387,,SC_RS24105
TSS-2136,4804313,+,8,P,SCO4388,,SC_RS24110
TSS-2137,4805789,-,579,N,,Romero et al.,
TSS-2138,4805897,+,3,P,SCO4389,,SC_RS24115
TSS-2139,4810778,+,55,P,SCO4394,Romero et al.,SC_RS24140
TSS-2140,4811627,+,149,P,SCO4395,Romero et al.,SC_RS24145
TSS-2141,4815392,-,31,P,SCO4397,,SC_RS24155
TSS-2142,4816163,-,3,P,SCO4398,,SC_RS24160
TSS-2143,4816308,+,5,P,SCO4399,,SC_RS24165
TSS-2144,4817859,+,7,S,SCO4400,,SC_RS24170
TSS-2145,4817972,+,9,P,SCO4400,,SC_RS24170
TSS-2146,4821206,+,70,P,SCO4402,,SC_RS24180
TSS-2147,4821748,+,20,P,SCO4403,,SC_RS24185
TSS-2148,4825208,+,4,P,SCO4407,,SC_RS24205
TSS-2149,4825327,+,4,S,SCO4407,,SC_RS24205
TSS-2150,4828092,-,14,P,SCO4409,Romero et al.,SC_RS24215
TSS-2151,4828105,+,38,P,SCO4410,,SC_RS24220
TSS-2152,4829735,+,12,P,SCO4412,,SC_RS24230
TSS-2153,4830458,+,26,N,,Romero et al.,
TSS-2154,4833116,+,5,P,SCO4415,,SC_RS24245
TSS-2155,4835376,-,2,P,SCO4416,,SC_RS24250
TSS-2156,4838204,-,45,P,SCO4421,,SC_RS24270
TSS-2157,4838327,+,10,P,SCO4422,,SC_RS24275
TSS-2158,4839212,+,6,P,SCO4423,,SC_RS24280
TSS-2159,4842654,-,257,S,SCO4425,,SC_RS24290
TSS-2160,4842716,-,782,P,SCO4425,Romero et al.,SC_RS24290
TSS-2161,4845795,-,36,S,SCO4426,,SC_RS24295
TSS-2162,4845857,-,80,P,SCO4426,,SC_RS24295
TSS-2163,4847949,+,4,P,SCO4429,Romero et al.,SC_RS24310
TSS-2164,4850697,+,31,P,SCO4430,,SC_RS24315
TSS-2165,4851852,-,7,P,SCO4431,,SC_RS24320
TSS-2166,4853069,+,9,P,SCO4434,,SC_RS24335
TSS-2167,4855250,+,32,P,SCO4436,,SC_RS24345
TSS-2168,4859674,-,6,P,SCO4438,Romero et al.,SC_RS24355
TSS-2169,4862394,+,58,P,SCO4440,Romero et al.,SC_RS24365
TSS-2170,4862495,-,12,P,SCO4439,,SC_RS24360
TSS-2171,4862622,+,40,S,SCO4440,Romero et al.,SC_RS24365
TSS-2172,4866445,-,6,P,SCO4444,,SC_RS24385
TSS-2173,4869082,+,6,P,SCO4447,,SC_RS24400
TSS-2174,4872011,+,41,P,SCO4450,,SC_RS24415
TSS-2175,4876625,-,3,P,SCO4454,,SC_RS24435
TSS-2176,4880076,-,17,S,SCO4457,,SC_RS24450
TSS-2177,4880542,-,32,P,SCO4457,,SC_RS24450
TSS-2178,4881575,+,2,P,SCO4460,,SC_RS24465
TSS-2179,4882655,+,38,P,SCO4462,,SC_RS24475
TSS-2180,4884950,+,34,P,SCO4465,,SC_RS24490
TSS-2181,4886703,-,102,S,SCO4468,,
TSS-2182,4886752,-,636,P,SCO4468,Vockenhuber et al. and Romero et al.,
TSS-2183,4886856,-,149,S,SCO4468,Romero et al.,
TSS-2184,4886913,+,61,P,SCO4469,Romero et al.,SC_RS24505
TSS-2185,4889130,+,9,P,SCO4471,Romero et al.,SC_RS24515
TSS-2186,4891873,+,90,P,SCO4474,,SC_RS24530
TSS-2187,4891905,+,45,S,SCO4474,,SC_RS24530
TSS-2188,4893641,+,7,P,SCO4475,,SC_RS24535
TSS-2189,4893774,-,25,N,,,
TSS-2190,4893834,-,5155,N,,Romero et al.,
TSS-2191,4899948,-,4,P,SCO4480,,SC_RS24560
TSS-2192,4899988,+,20,P,SCO4481,,SC_RS24565
TSS-2193,4902850,-,57,P,SCO4482,,SC_RS24570
TSS-2194,4905405,+,2,P,SCO4487,,SC_RS24595
TSS-2195,4907281,+,10,P,SCO4488,,SC_RS24600
TSS-2196,4909578,-,21,P,SCO4489,Romero et al.,SC_RS24605
TSS-2197,4909614,+,45,P,SCO4490,Romero et al.,SC_RS24610
TSS-2198,4912005,+,5,P,SCO4492,Romero et al.,SC_RS24620
TSS-2199,4913225,+,51,P,SCO4494,,SC_RS24630
TSS-2200,4915292,+,7,P,SCO4496,,SC_RS24640
TSS-2201,4915902,+,23,P,SCO4497,Romero et al.,SC_RS24645
TSS-2202,4916377,+,112,P,SCO4498,Romero et al.,SC_RS24655
TSS-2203,4917934,+,21,P,SCO4499,Romero et al.,SC_RS24660
TSS-2204,4922615,+,13,P,SCO4503,Romero et al.,SC_RS24680
TSS-2205,4922863,+,7,S,SCO4503,,SC_RS24680
TSS-2206,4926107,-,269,P,SCO4505,Vockenhuber et al. and Romero et al.,SC_RS24690
TSS-2207,4926246,+,1064,P,SCO4506,,SC_RS24695
TSS-2208,4927138,+,24,P,SCO4507,,SC_RS24700
TSS-2209,4933623,-,16,P,SCO4508,Romero et al.,SC_RS24705
TSS-2210,4933737,+,301,P,SCO4509,Romero et al.,SC_RS24710
TSS-2211,4935729,-,223,P,SCO4512,,SC_RS24715
TSS-2212,4938652,-,65,P,SCO4516,,SC_RS24735
TSS-2213,4940936,+,46,P,SCO4519,,SC_RS24750
TSS-2214,4943070,+,7,A,SCO4522,,
TSS-2215,4943459,-,23,P,SCO4522,Romero et al.,
TSS-2216,4944670,-,11,N,,,
TSS-2217,4944934,+,943,P,SCO4524,,SC_RS24775
TSS-2218,4945436,-,26,A,SCO4524,Romero et al.,SC_RS24775
TSS-2219,4948071,-,14,A,SCO4527,,SC_RS24790
TSS-2220,4949085,+,17,P,SCO4528,Romero et al.,SC_RS24795
TSS-2221,4952044,+,155,P,SCO4533,,SC_RS24820
TSS-2222,4955767,-,67,A,SCO4537,,SC_RS24840
TSS-2223,4956800,-,17,P,SCO4538,,SC_RS24845
TSS-2224,4957606,-,20,P,SCO4540,,
TSS-2225,4957912,-,12,S,SCO4540,,
TSS-2226,4959346,-,28,P,SCO4541,,SC_RS24860
TSS-2227,4959643,-,39,P,SCO4542,,SC_RS24865
TSS-2228,4960479,-,164,P,SCO4543,,SC_RS24870
TSS-2229,4960539,+,315,P,SCO4544,Romero et al.,SC_RS24875
TSS-2230,4961090,+,68,P,SCO4545,,SC_RS24880
TSS-2231,4961638,+,167,P,SCO4546,Romero et al.,SC_RS24885
TSS-2232,4963995,+,8,P,SCO4548,,SC_RS24895
TSS-2233,4967883,+,15,P,SCO4550,Romero et al.,SC_RS24905
TSS-2234,4974767,+,8,P,SCO4556,,SC_RS24935
TSS-2235,4976449,-,6,P,SCO4558,,SC_RS24945
TSS-2236,4976468,+,22,P,SCO4559,,SC_RS24950
TSS-2237,4979462,-,5,S,SCO4561,Vockenhuber et al.,SC_RS24960
TSS-2238,4979492,-,11,P,SCO4561,,SC_RS24960
TSS-2239,4980142,+,46,P,SCO4562,Romero et al.,SC_RS24965
TSS-2240,4984175,-,6,A,SCO4567,,SC_RS24990
TSS-2241,4984495,-,11,A,SCO4567,,SC_RS24990
TSS-2242,4984793,-,56,A,SCO4567,Romero et al.,SC_RS24990
TSS-2243,4989364,+,90,P,SCO4570,,SC_RS25005
TSS-2244,4997195,-,17,P,SCO4576,Romero et al.,SC_RS25035
TSS-2245,4997331,+,45,P,SCO4577,Romero et al.,SC_RS25040
TSS-2246,5002439,-,7,P,SCO4580,,SC_RS25055
TSS-2247,5004664,+,59,S,SCO4583,,SC_RS25070
TSS-2248,5004849,+,94,P,SCO4583,Romero et al.,SC_RS25070
TSS-2249,5006081,+,9226,P,SCO4584,Romero et al.,SC_RS25075
TSS-2250,5007319,+,17,P,SCO4585,,SC_RS25080
TSS-2251,5010216,+,38,P,SCO4588,Romero et al.,SC_RS25095
TSS-2252,5013400,-,12,P,SCO4590,,SC_RS25105
TSS-2253,5013422,+,2,P,SCO4591,,SC_RS25110
TSS-2254,5019529,-,52,P,SCO4595,Romero et al.,SC_RS25130
TSS-2255,5020446,-,39,P,SCO4596,Romero et al.,SC_RS25135
TSS-2256,5023520,+,4,P,SCO4599,,SC_RS25150
TSS-2257,5031249,-,89,A,SCO4607,Romero et al.,SC_RS25190
TSS-2258,5033866,+,39,P,SCO4609,Romero et al.,SC_RS25200
TSS-2259,5035185,+,6,P,SCO4611,,SC_RS25210
TSS-2260,5037333,+,125,P,SCO4613,Romero et al.,SC_RS25220
TSS-2261,5037414,+,17,S,SCO4613,,SC_RS25220
TSS-2262,5037985,+,11,A,SCO4614,,SC_RS25225
TSS-2263,5038378,-,65,P,SCO4614,,SC_RS25225
TSS-2264,5038464,+,260,P,SCOt48,Romero et al.,SC_RS25230
TSS-2265,5043145,+,3,N,,Romero et al.,
TSS-2266,5047158,+,2,P,SCO4623,,
TSS-2267,5049809,-,139,P,SCO4627,,SC_RS25295
TSS-2268,5049876,+,81,P,SCO4628,,SC_RS25300
TSS-2269,5052839,-,26,P,SCO4630,,SC_RS25310
TSS-2270,5054666,-,99,P,SCO4631,,SC_RS25315
TSS-2271,5054804,+,20,N,,Romero et al.,
TSS-2272,5055173,-,11,N,,Romero et al.,
TSS-2273,5055790,+,4,P,SCO4632,Romero et al.,SC_RS25320
TSS-2274,5055862,+,3,S,SCO4632,,SC_RS25320
TSS-2275,5057808,+,34,I,SCO4632,,SC_RS25320
TSS-2276,5057867,-,5,A,SCO4632,,SC_RS25320
TSS-2277,5057877,+,122,I,SCO4632,Romero et al.,SC_RS25320
TSS-2278,5058248,-,8,A,SCO4632,,SC_RS25320
TSS-2279,5059681,-,2,P,SCO4633,Romero et al.,SC_RS25330
TSS-2280,5061312,+,199,P,SCOt49,Romero et al.,SC_RS25340
TSS-2281,5061446,+,23,P,SCOt50,,SC_RS25345
TSS-2282,5061557,-,6,P,SCO4634,,SC_RS25335
TSS-2283,5061560,+,898,P,SCO4635,Romero et al.,SC_RS25350
TSS-2284,5064405,+,41,P,SCO4640,,SC_RS25375
TSS-2285,5069623,-,68,P,SCO4644,,SC_RS25395
TSS-2286,5070975,-,4,S,SCO4645,Romero et al.,SC_RS25400
TSS-2287,5071116,-,91,P,SCO4645,,SC_RS25400
TSS-2288,5071138,+,4150,P,SCOt51,Vockenhuber et al. and Romero et al.,SC_RS25405
TSS-2289,5071323,+,2,P,SCO4646,,SC_RS25410
TSS-2290,5072786,+,3685,P,SCO4648,Romero et al.,SC_RS25420
TSS-2291,5073946,-,15,A,SCO4649,,SC_RS25425
TSS-2292,5075183,+,29,P,SCO4651,,SC_RS25435
TSS-2293,5076201,+,15303,P,SCO4652,Vockenhuber et al. and Romero et al.,SC_RS25440
TSS-2294,5076872,+,3,P,SCO4653,,SC_RS25445
TSS-2295,5077619,+,412,S,SCO4654,,SC_RS25450
TSS-2296,5077883,+,606,P,SCO4654,,SC_RS25450
TSS-2297,5087610,+,9,P,SCO4658,Vockenhuber et al.,SC_RS25470
TSS-2298,5088759,+,178,P,SCO4659,Romero et al.,SC_RS25475
TSS-2299,5092007,+,155,P,SCO4662,Romero et al.,SC_RS25490
TSS-2300,5103458,+,65,A,SCO4672,,SC_RS25535
TSS-2301,5106715,-,16,I,SCO4675,Romero et al.,SC_RS25550
TSS-2302,5106761,+,16,A,SCO4675,,SC_RS25550
TSS-2303,5108124,+,13,A,SCO4676,Romero et al.,SC_RS25555
TSS-2304,5108811,-,3,P,SCO4677,,SC_RS25560
TSS-2305,5108850,+,8,P,SCO4678,Vockenhuber et al.,SC_RS25565
TSS-2306,5109484,+,100,S,SCO4679,,SC_RS25570
TSS-2307,5109712,+,119,P,SCO4679,,SC_RS25570
TSS-2308,5111640,-,3,A,SCO4681,,SC_RS25580
TSS-2309,5113589,+,207,P,SCO4684,Romero et al.,SC_RS25595
TSS-2310,5116320,-,254,P,SCO4687,Vockenhuber et al.,SC_RS25610
TSS-2311,5117055,-,12465,P,SCO4688,Romero et al.,SC_RS25615
TSS-2312,5118564,+,5,P,SCO4692,,SC_RS25630
TSS-2313,5121060,+,72,P,SCO4697,Vockenhuber et al.,SC_RS25645
TSS-2314,5123870,-,18,A,SCO4699,,SC_RS25655
TSS-2315,5123895,+,13,P,SCO4699,,SC_RS25655
TSS-2316,5127282,+,690,P,SCO4701,Romero et al.,SC_RS25665
TSS-2317,5134628,+,556,P,SCO4716,,SC_RS25740
TSS-2318,5137511,+,6,S,SCO4722,,SC_RS25770
TSS-2319,5137556,+,12,P,SCO4722,,SC_RS25770
TSS-2320,5137576,+,6,S,SCO4722,,SC_RS25770
TSS-2321,5138714,+,804,P,SCO4723,Romero et al.,SC_RS25775
TSS-2322,5140678,+,1333,P,SCO4725,,SC_RS25785
TSS-2323,5142279,+,158,P,SCO4729,Romero et al.,SC_RS25805
TSS-2324,5144190,+,11,P,SCO4731,,SC_RS25815
TSS-2325,5145963,-,26,P,SCO4732,,SC_RS25820
TSS-2326,5147278,+,952,P,SCO4734,Vockenhuber et al.,SC_RS25830
TSS-2327,5147700,+,65,P,SCO4735,,SC_RS25835
TSS-2328,5152155,-,3,P,SCO4738,,SC_RS25850
TSS-2329,5153262,+,7,P,SCO4740,,SC_RS25860
TSS-2330,5153334,+,6,S,SCO4740,Romero et al.,SC_RS25860
TSS-2331,5158505,+,2,P,SCO4745,Romero et al.,SC_RS25885
TSS-2332,5161069,+,3,P,SCO4747,Romero et al.,SC_RS25895
TSS-2333,5162784,+,8,P,SCO4750,,SC_RS25910
TSS-2334,5163792,+,11,P,SCO4752,,SC_RS25920
TSS-2335,5168216,+,4,P,SCO4757,Romero et al.,SC_RS25945
TSS-2336,5172613,+,40,P,SCO4761,Romero et al.,SC_RS25965
TSS-2337,5172748,-,27,A,SCO4761,Romero et al.,SC_RS25965
TSS-2338,5173019,+,15,P,SCO4762,,SC_RS25970
TSS-2339,5173062,+,11,S,SCO4762,,SC_RS25970
TSS-2340,5178021,+,9,P,SCO4766,,SC_RS25990
TSS-2341,5179329,-,6,P,SCO4767,,SC_RS25995
TSS-2342,5179389,+,79,S,SCO4768,Romero et al.,SC_RS26000
TSS-2343,5179609,+,332,P,SCO4768,,SC_RS26000
TSS-2344,5180479,+,88,P,SCO4769,Romero et al.,SC_RS26005
TSS-2345,5180619,+,3,S,SCO4769,Romero et al.,SC_RS26005
TSS-2346,5181316,+,5,P,SCO4770,Romero et al.,SC_RS26010
TSS-2347,5182718,+,8,P,SCO4771,,SC_RS26015
TSS-2348,5182963,+,5,S,SCO4771,Romero et al.,SC_RS26015
TSS-2349,5184400,+,258,P,SCO4772,Vockenhuber et al. and Romero et al.,SC_RS26020
TSS-2350,5189068,+,11,P,SCO4775,Romero et al.,SC_RS26035
TSS-2351,5191354,+,204,P,SCO4776,Romero et al.,SC_RS26040
TSS-2352,5196403,+,52,P,SCO4778,,SC_RS26050
TSS-2353,5204413,-,383,N,,Romero et al.,
TSS-2354,5204982,-,15,P,SCO4784,Vockenhuber et al. and Romero et al.,SC_RS26080
TSS-2355,5205131,+,3,P,SCO4785,Romero et al.,SC_RS26085
TSS-2356,5209723,+,2,P,SCO4789,,SC_RS26105
TSS-2357,5212113,+,2,P,SCO4791,Romero et al.,SC_RS26120
TSS-2358,5214176,+,12,N,,,
TSS-2359,5215375,-,19,P,SCO4793,,SC_RS26130
TSS-2360,5215611,+,42,I,SCO4794,,SC_RS26135
TSS-2361,5217071,-,11,P,SCO4795,,SC_RS26140
TSS-2362,5218623,+,24,P,SCO4797,Romero et al.,SC_RS26150
TSS-2363,5222948,-,86,P,SCO4798,Romero et al.,SC_RS26155
TSS-2364,5224319,-,91,P,SCO4799,,SC_RS26160
TSS-2365,5224380,+,499,P,SCO4800,Romero et al.,SC_RS26165
TSS-2366,5224391,+,115,S,SCO4800,Romero et al.,SC_RS26165
TSS-2367,5232552,-,14,A,SCO4805,,SC_RS26190
TSS-2368,5234868,+,47,P,SCO4808,,SC_RS26200
TSS-2369,5236256,+,6,P,SCO4809,,SC_RS26205
TSS-2370,5236649,+,8,I,SCO4809,,SC_RS26205
TSS-2371,5236900,+,3,I,SCO4809,,SC_RS26205
TSS-2372,5241165,-,4,P,SCO4812,,SC_RS26220
TSS-2373,5241265,+,7,P,SCO4813,,SC_RS26225
TSS-2374,5244711,-,4,P,SCO4815,,SC_RS26240
TSS-2375,5249363,-,6,S,SCO4818,,SC_RS26255
TSS-2376,5249680,-,14,P,SCO4818,Romero et al.,SC_RS26255
TSS-2377,5252860,-,4,P,SCO4821,,SC_RS26270
TSS-2378,5253018,+,4,N,,,
TSS-2379,5253183,+,25,A,SCO4822,,SC_RS26275
TSS-2380,5253794,-,52,P,SCO4822,,SC_RS26275
TSS-2381,5253892,+,41,P,SCO4823,,
TSS-2382,5253981,+,238,P,SCO4824,,SC_RS26280
TSS-2383,5255564,+,319,P,SCO4826,Romero et al.,SC_RS26290
TSS-2384,5257434,+,4,P,SCO4827,,SC_RS26295
TSS-2385,5258672,+,4,P,SCO4828,,SC_RS26300
TSS-2386,5261303,-,24,A,SCO4829,Romero et al.,SC_RS26305
TSS-2387,5266780,-,3,P,SCO4833,,SC_RS26325
TSS-2388,5267634,-,4,P,SCO4835,,SC_RS26335
TSS-2389,5269166,+,64,P,SCO4837,,SC_RS26345
TSS-2390,5271525,+,76,P,SCO4839,Romero et al.,SC_RS26355
TSS-2391,5272675,+,8,P,SCO4840,Romero et al.,SC_RS26360
TSS-2392,5277532,+,2,P,SCO4846,,SC_RS26390
TSS-2393,5279853,+,25,P,SCO4848,Vockenhuber et al. and Romero et al.,SC_RS26400
TSS-2394,5280026,-,2,P,SCO4847,Romero et al.,SC_RS26395
TSS-2395,5282203,-,30,P,SCO4850,,SC_RS26410
TSS-2396,5284301,-,56,P,SCO4854,,SC_RS26430
TSS-2397,5287937,-,119,P,SCO4858,,SC_RS26450
TSS-2398,5292429,+,2,P,SCO4864,,SC_RS26480
TSS-2399,5294266,+,12,P,SCO4866,,SC_RS26490
TSS-2400,5297501,+,27,P,SCO4869,,SC_RS26505
TSS-2401,5300705,+,30,P,SCO4871,,SC_RS26515
TSS-2402,5302356,-,20,P,SCO4872,,SC_RS26520
TSS-2403,5303467,-,7,P,SCO4873,,SC_RS26525
TSS-2404,5303491,+,8,P,SCO4874,Romero et al.,SC_RS26530
TSS-2405,5310356,-,5,P,SCO4878,,SC_RS26550
TSS-2406,5310555,+,17,P,SCO4879,Romero et al.,SC_RS26555
TSS-2407,5315451,+,6,P,SCO4883,Romero et al.,SC_RS26575
TSS-2408,5318365,+,16,P,SCO4885,,SC_RS26585
TSS-2409,5325986,-,10,P,SCO4891,,SC_RS26615
TSS-2410,5329471,-,39,P,SCO4895,,SC_RS26635
TSS-2411,5330840,-,4,P,SCO4896,Romero et al.,SC_RS26640
TSS-2412,5330904,+,3,P,SCO4897,,SC_RS26645
TSS-2413,5332636,+,17,P,SCO4899,,SC_RS26655
TSS-2414,5334546,+,10,P,SCO4901,,SC_RS26665
TSS-2415,5337183,-,61,P,SCO4904,Romero et al.,SC_RS26680
TSS-2416,5340202,-,65,P,SCO4907,Romero et al.,SC_RS26695
TSS-2417,5340376,+,51,P,SCO4908,Romero et al.,SC_RS26700
TSS-2418,5342707,+,6,P,SCO4911,,SC_RS26715
TSS-2419,5352575,+,96,P,SCO4919,Romero et al.,SC_RS26755
TSS-2420,5354161,+,8,S,SCO4920,Romero et al.,SC_RS26760
TSS-2421,5354193,+,246,P,SCO4920,Vockenhuber et al. and Romero et al.,SC_RS26760
TSS-2422,5357078,-,9,S,SCO4921,Vockenhuber et al. and Romero et al.,SC_RS26765
TSS-2423,5357209,-,34,P,SCO4921,Romero et al.,SC_RS26765
TSS-2424,5358662,-,109,P,SCO4924,Romero et al.,SC_RS26780
TSS-2425,5361673,+,5,P,SCO4928,,SC_RS26800
TSS-2426,5368020,-,29,A,SCO4933,Romero et al.,
TSS-2427,5368091,+,55,I,SCO4933,,
TSS-2428,5368406,+,19,S,SCO4934,Romero et al.,SC_RS26835
TSS-2429,5368512,+,141,P,SCO4934,Romero et al.,SC_RS26835
TSS-2430,5370129,+,8,P,SCO4935,,SC_RS26840
TSS-2431,5378730,-,5,P,SCO4944,Romero et al.,SC_RS26885
TSS-2432,5378860,+,42,P,SCO4945,,SC_RS26890
TSS-2433,5388998,+,60,P,SCO4952,,SC_RS26925
TSS-2434,5391745,-,9,P,SCO4955,,SC_RS26940
TSS-2435,5391924,+,36,P,SCO4956,,SC_RS26945
TSS-2436,5391976,+,20,S,SCO4956,Romero et al.,SC_RS26945
TSS-2437,5396563,-,15,P,SCO4961,,SC_RS26970
TSS-2438,5396674,+,5,P,SCO4962,Romero et al.,SC_RS26975
TSS-2439,5397766,+,19,P,SCO4963,,SC_RS26980
TSS-2440,5400565,-,14,P,SCO4965,,SC_RS26990
TSS-2441,5400599,-,12,S,SCO4965,Romero et al.,SC_RS26990
TSS-2442,5401165,-,852,P,SCO4966,Romero et al.,SC_RS26995
TSS-2443,5401183,+,133,P,SCO4967,Romero et al.,SC_RS27000
TSS-2444,5405873,+,24,P,SCO4971,Romero et al.,SC_RS27015
TSS-2445,5411720,+,2,P,SCO4975,,SC_RS27035
TSS-2446,5416001,-,2,S,SCO4978,Vockenhuber et al. and Romero et al.,SC_RS27050
TSS-2447,5416063,-,2,P,SCO4978,Romero et al.,SC_RS27050
TSS-2448,5416185,+,243,P,SCO4979,,SC_RS27055
TSS-2449,5420816,-,2,P,SCO4981,,SC_RS27065
TSS-2450,5421856,-,6,P,SCO4983,,SC_RS27075
TSS-2451,5422911,-,245,P,SCO4984,,SC_RS27080
TSS-2452,5429748,-,32,A,SCO4991,,SC_RS27115
TSS-2453,5430954,+,55,S,SCO4992,,SC_RS27120
TSS-2454,5431032,+,56,P,SCO4992,Vockenhuber et al. and Romero et al.,SC_RS27120
TSS-2455,5436350,-,10,S,SCO4997,Romero et al.,SC_RS27145
TSS-2456,5436447,-,30,P,SCO4997,Romero et al.,SC_RS27145
TSS-2457,5438212,+,14,P,SCO5000,,SC_RS27165
TSS-2458,5438304,+,7,S,SCO5000,,SC_RS27165
TSS-2459,5441939,+,15,P,SCO5004,Romero et al.,SC_RS27185
TSS-2460,5444834,-,3,A,SCO5006,,SC_RS27195
TSS-2461,5449482,+,23,P,SCO5012,,SC_RS27225
TSS-2462,5450163,+,14,P,SCO5014,,SC_RS27235
TSS-2463,5456185,+,45,P,SCO5022,,SC_RS27275
TSS-2464,5458019,+,46,P,SCO5024,,SC_RS27285
TSS-2465,5458894,+,7,P,SCO5025,,SC_RS27290
TSS-2466,5462612,+,3,P,SCO5028,,SC_RS27305
TSS-2467,5463124,-,44,A,SCO5028,Romero et al.,SC_RS27305
TSS-2468,5464197,+,14,I,SCO5028,Romero et al.,SC_RS27305
